,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
18,Lost Without You,spotify:track:3cWI6Hj9LQ0MfMuhw9uSMc,0.386,0.136,-9.267,0.0458,0.932,0.0653
19,Chilly,spotify:track:6H3TW6uEe3RxW8CcnXJfq2,0.734,0.271,-11.932,0.382,0.617,0.101
20,Midnight Blues,spotify:track:5HYSOEDwblGTVSh88TZnet,0.763,0.494,-6.857,0.0487,0.965,0.173
21,Black and Blue,spotify:track:6j6MyGkvLmTFmswGGtyH1g,0.655,0.447,-7.628,0.277,0.531,0.112
22,Feel Something (feat. Remmi),spotify:track:6CFULzBxtdPInB8NqEG7Kc,0.715,0.398,-7.722,0.0615,0.469,0.0829
23,Wild Thoughts (Refix),spotify:track:3KV6pYbCeckjUJshg2gJhB,0.705,0.326,-12.022,0.0581,0.416,0.219
24,Belong to You (feat. 6LACK),spotify:track:2I88NEWpKrAPZuapXNV5G6,0.605,0.553,-10.845,0.101,0.274,0.184
25,Every Kind Of Way,spotify:track:71AaGUlQ7I5dRgDEQpdnI4,0.45,0.3,-9.53,0.0477,0.634,0.142
26,Know My Rights (feat. Lil Baby),spotify:track:7fsNNSLGG8Wi0nFbufCU6L,0.789,0.419,-9.874,0.157,0.249,0.123
27,OTW,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,-6.183,0.0541,0.183,0.106
28,Disconnect,spotify:track:5dgkSJAuFXZnwz7OAFUnIk,0.425,0.35,-10.951,0.312,0.606,0.185
29,betty,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,-8.761,0.0253,0.6,0.0976
30,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,-8.426,0.0287,0.778,0.11
31,Mourning Doves,spotify:track:1F8VALoA8PxpDDZhHPORD2,0.297,0.128,-16.271,0.047,0.976,0.0907
32,Born Tired,spotify:track:6Nizh978x4cQvEeK92gU5b,0.408,0.312,-10.424,0.046,0.572,0.0847
33,Tryna Smoke,spotify:track:6Spapxd5fD5wbTKUfntivA,0.643,0.45,-11.078,0.155,0.391,0.592
34,Speak,spotify:track:1bohgydMhOtl6ctpwa5nDB,0.317,0.373,-9.648,0.0322,0.339,0.14
35,ocean eyes,spotify:track:1LIAdfyn3dtGOyD30Rd5lG,0.485,0.385,-8.112,0.0472,0.816,0.084
36,Pa Mi (with Ozuna),spotify:track:0CYLDwvvpJQySLA5CvqvSl,0.596,0.557,-7.528,0.132,0.0991,0.0565
37,Rihanna,spotify:track:7JX3QwGypWvFff9Ij1pTTN,0.553,0.484,-9.757,0.224,0.146,0.0915
38,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd,0.816,0.781,-4.237,0.0425,0.692,0.0835
39,W (feat. Gunna),spotify:track:6xW2g0c5uSoa3S6xk9eI4j,0.856,0.721,-6.813,0.0779,0.178,0.0913
40,Close To You,spotify:track:0doK21Rmhw77vsmLztg6r7,0.812,0.482,-7.682,0.358,0.0621,0.106
41,Mad over You Mashup,spotify:track:4rJZ1Ij2rNt8hyCZOhokqc,0.735,0.26,-17.055,0.166,0.523,0.106
42,Gum Body (feat. Jorja Smith),spotify:track:5nUiz96J8ZSmwoSuL4sGvh,0.747,0.624,-5.532,0.0864,0.182,0.0864
43,10k Hours (feat. Nas),spotify:track:71qTg1coMAqpmwIlVVayoV,0.663,0.41,-9.589,0.367,0.885,0.137
44,LOVE,spotify:track:6KtnTQVGjWlGDFAuThCTYk,0.362,0.466,-8.161,0.0858,0.0663,0.224
45,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),spotify:track:2yUy5eFAFWAichjrySJWA2,0.415,0.674,-8.134,0.335,0.131,0.202
46,Change Your Life (feat. Jhené Aiko),spotify:track:1YqXXJDSlDHrp66g9as4uo,0.665,0.749,-6.526,0.0834,0.0375,0.0837
47,P*$$Y Fairy (OTW),spotify:track:48KXAIruJ07kJVCWOGohMV,0.572,0.519,-7.092,0.212,0.536,0.102
48,B.S. (feat. H.E.R.),spotify:track:63wx9vdskaXbYxyDx4oJCZ,0.617,0.525,-10.426,0.12,0.554,0.135
49,Time Flies,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,-5.786,0.224,0.201,0.182
50,Desires (with Future),spotify:track:7eYAHC0RbBF9eaqWzT34Aq,0.812,0.506,-7.706,0.116,0.281,0.325
51,Not You Too (feat. Chris Brown),spotify:track:3Q4gttWQ6hxqWOa3tHoTNi,0.458,0.452,-9.299,0.047,0.342,0.0703
52,Chicago Freestyle (feat. Giveon),spotify:track:4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,-7.507,0.347,0.629,0.113
53,Body Ain't Me,spotify:track:7spvDU7GtiuZpe1FzDiGif,0.576,0.173,-11.239,0.0392,0.899,0.108
54,You Know Wassup,spotify:track:6HUO25AttZZCoKAY0vUVtc,0.475,0.404,-8.899,0.0946,0.65,0.1
55,Would You,spotify:track:2GMbt84y4zGlFXhpDmQJQE,0.446,0.189,-11.136,0.0855,0.691,0.0788
56,17,spotify:track:034KyQEk7IhbLtniVhBErj,0.558,0.364,-8.663,0.0502,0.169,0.109
57,Think About Me,spotify:track:4LkLfPYc3yjOta7Gk8FDRB,0.547,0.294,-10.202,0.0482,0.0607,0.0933
58,Bend Ova (feat. YXNG LE),spotify:track:60YAJY1sni9fq9bQV1VIBp,0.839,0.571,-6.275,0.243,0.106,0.0997
59,CYANIDE REMIX (feat. Koffee),spotify:track:5HGU08aDQkOjwogqE3SwhG,0.476,0.592,-7.252,0.337,0.728,0.115
60,Patagonia,spotify:track:3ihskScPmfLPIfU5qWdJM8,0.768,0.507,-8.357,0.0372,0.463,0.179
61,EYE ON IT,spotify:track:7BFsQB2C6KmaiqjKfHVWmG,0.789,0.741,-5.671,0.133,0.147,0.0869
62,TRAUMA,spotify:track:1znfamHM7SiXmxJOiQ5W1Z,0.62,0.45,-7.305,0.132,0.332,0.0975
63,Turks (feat. Travis Scott),spotify:track:0lSZh5W0wDeurkGzLYY6hf,0.893,0.618,-4.425,0.112,0.0827,0.542
64,Work,spotify:track:72TFWvU3wUYdUuxejTTIzt,0.725,0.534,-6.238,0.0946,0.0752,0.0919
65,Ready Set (feat. Big Sean),spotify:track:050ud0e5cmIYjmXplDugVQ,0.849,0.62,-5.921,0.0589,0.00252,0.113
66,Superstar (feat. Summer Walker),spotify:track:7c69H0mEQrxAsAHVxcEoQ6,0.565,0.53,-5.659,0.305,0.462,0.219
67,4 Letter Word,spotify:track:2rVezgR1hCJ6K0qPGXqDr2,0.877,0.435,-6.736,0.18,0.336,0.068
68,69 Camaro,spotify:track:50S52c98UbsIIiG0F1uyat,0.61,0.416,-7.357,0.0612,0.67,0.413
69,Love Someone,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,-6.557,0.052,0.161,0.108
70,Let Her Go - Acoustic,spotify:track:7CzVAhQeZfTLqNnzdAiqrH,0.553,0.0747,-13.781,0.0499,0.943,0.0822
71,Be Alright,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.553,0.586,-6.319,0.0362,0.697,0.0813
72,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5.679,0.0319,0.751,0.105
73,7 Years,spotify:track:2vDT1uU6hZgdp3PbWGr0Xy,0.765,0.473,-5.829,0.0514,0.287,0.391
74,Call Me,spotify:track:2L8v9XGq0NpHQBQBNCRID8,0.726,0.375,-8.295,0.0336,0.636,0.0894
75,7 Minutes,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,0.613,0.739,-6.478,0.0311,0.526,0.149
76,Bleeding Love,spotify:track:7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,-5.886,0.0357,0.188,0.146
77,I See Fire,spotify:track:5pY3ovFxbvAg7reGZjJQSp,0.641,0.176,-11.692,0.0349,0.638,0.252
78,Sober,spotify:track:0STK94RxUulYqWzwFlyAb5,0.397,0.303,-10.413,0.11,0.798,0.0824
79,WINE,spotify:track:2Jvcvvz3qqNsFEzryvcaCs,0.851,0.569,-5.084,0.335,0.468,0.11
80,LowKey (feat. Jayd Ink),spotify:track:1esyt62pq02xPShuaK5OpA,0.758,0.371,-12.437,0.279,0.104,0.171
81,Before You Wake Up,spotify:track:2PKRz9DR6lUX6zAJgW5aRV,0.629,0.821,-3.4,0.17,0.499,0.411
82,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,0.106
83,High Fashion (feat. Mustard),spotify:track:07KXEDMj78x68D884wgVEm,0.831,0.499,-8.442,0.114,0.269,0.3
84,Ride (feat. Kehlani),spotify:track:6FmnsSVdJJojBYzecDlpPO,0.691,0.621,-4.262,0.0538,0.341,0.132
85,Up Late,spotify:track:3fOvfRK9dtzAe3Igd0gkoa,0.7,0.399,-6.558,0.0461,0.308,0.119
86,Sativa,spotify:track:0MqOr7Mn0484bXVnlO4QeZ,0.741,0.62,-7.439,0.0472,0.334,0.302
87,Candy,spotify:track:1VJwtWR6z7SpZRwipI12be,0.689,0.516,-5.857,0.0444,0.513,0.163
88,Fire,spotify:track:6lfYEDqBMdeqNEszf5tQ9Q,0.678,0.439,-10.309,0.0497,0.22,0.303
89,River,spotify:track:40kU9OJ2myahlf1FRg2GJi,0.632,0.274,-9.413,0.0321,0.851,0.108
90,Got Me Singing,spotify:track:60pDVZitS5OkYA6cJD1u7G,0.765,0.63,-8.662,0.0702,0.219,0.0946
91,Type a Way (feat. Chris Brown & OG Parker),spotify:track:3wtbl8uMml7VgxaDEvGCJ7,0.777,0.545,-5.009,0.0686,0.0429,0.0751
92,Bad & Boujie,spotify:track:4rpGCUItuki220uz77N00s,0.59,0.702,-3.447,0.361,0.283,0.103
93,Shine Girl (feat. Stormzy),spotify:track:4GwPFO8jSGIsh5udMEfKZ2,0.557,0.786,-7.049,0.407,0.72,0.415
94,Don't Rush (feat. Headie One),spotify:track:0PXukVbYpvz40KcEFKnIw7,0.961,0.461,-8.684,0.27,0.202,0.162
95,Lauren (feat. JAY1),spotify:track:3MggRBjuywRzekimTvrjOm,0.834,0.596,-4.338,0.0873,0.534,0.112
96,Advice,spotify:track:1fp2uoWXPca3mIdxRHIgQm,0.911,0.529,-7.996,0.328,0.201,0.101
97,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)",spotify:track:2r7kFZo4Ua517FKCW39fo9,0.74,0.579,-5.621,0.428,0.166,0.211
98,2/10,spotify:track:7IpshETtrXEUGD4z2485R9,0.513,0.786,-4.733,0.31,0.0687,0.247
99,So Long,spotify:track:1E8t8Gtb6BQfMMpEgVNyIh,0.899,0.573,-5.47,0.0556,0.267,0.0854
100,Wilderman,spotify:track:47cy38hlegoucAhYq2Aac9,0.545,0.201,-14.331,0.0442,0.884,0.102
101,The Night We Met,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,-9.51,0.0378,0.969,0.641
102,July (feat. Leon Bridges),spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.211,-9.603,0.0424,0.853,0.131
103,Luving U,spotify:track:5irqvOUbWsUefjZ8KPSQ66,0.723,0.471,-9.506,0.122,0.0886,0.112
104,Start Wit Me (feat. Gunna),spotify:track:7A20WnLkjtZU2d7hIB6Ziu,0.886,0.479,-8.054,0.334,0.077,0.135
105,The Box,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,-6.687,0.0559,0.104,0.79
106,Be Honest (feat. Burna Boy),spotify:track:5pAbCxt9e3f81lOmjIXwzd,0.757,0.737,-6.728,0.114,0.311,0.113
107,Funeral,spotify:track:782CIMTujSmNFrRuAVhsqd,0.743,0.31,-10.016,0.0554,0.036,0.183
108,I Don't Think You're Ready,spotify:track:3cBDXeBa5jR7nCks8KQQrN,0.784,0.49,-5.554,0.262,0.646,0.241
109,Morning,spotify:track:2E6S3NgbSG9NYwbdi6rWYB,0.579,0.632,-7.732,0.0918,0.677,0.0892
110,go girl,spotify:track:05TFja7Cz5s1xD5HMAnIEx,0.703,0.705,-3.984,0.154,0.153,0.49
111,Something Real (with London On Da Track & Chris Brown),spotify:track:4otQJBpb8okSeykALR3eCH,0.685,0.667,-3.837,0.0365,0.0564,0.115
112,Caught Up (feat. Khalid),spotify:track:1opARDDYaOeE1QUdwXmBGu,0.678,0.438,-8.847,0.0577,0.29,0.0838
113,The Take (feat. Chris Brown),spotify:track:0Odu228D0yGcFySGuxU4rY,0.464,0.547,-8.137,0.339,0.0511,0.155
114,Show Me Love (feat. Miguel) - Recorded Live at Jungle City Studios,spotify:track:5S2Cpe6R4pV2dcJZkr6BzF,0.565,0.353,-10.146,0.0312,0.795,0.122
115,Heat (feat. Gunna),spotify:track:1GIYmwtBbPSHrqcSaukZck,0.62,0.613,-5.83,0.0795,0.0607,0.117
116,Don't Waste My Time (feat. Ella Mai),spotify:track:3Ey11v2aiX14s4wBaYbhlp,0.701,0.778,-5.076,0.201,0.125,0.0828
117,All Me (feat. Keyshia Cole),spotify:track:3ucRKbRlikYHyoI17gfR0c,0.42,0.731,-2.657,0.0548,0.233,0.196
118,Good Thing (with Kehlani),spotify:track:5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,-3.857,0.0378,0.399,0.0409
119,You,spotify:track:01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,-8.264,0.0602,0.413,0.104
120,Who's,spotify:track:7AgcqeRnfXaniwk5gJoqO4,0.693,0.573,-7.652,0.22,0.0142,0.0372
121,On Chill (feat. Jeremih),spotify:track:5z51HY4ei5QhTjcvwq5Msw,0.597,0.733,-6.017,0.41,0.134,0.159
122,How You Want It?,spotify:track:0rbnYyj0Zq2pNJSzWqtf4g,0.492,0.698,-2.801,0.184,0.292,0.0989
123,Easy - Remix,spotify:track:4CMrdHWqic0usIZfTrKoI3,0.799,0.301,-11.361,0.185,0.195,0.0816
124,What You Did (feat. Ella Mai),spotify:track:2B7UWqNqKgPVGQQ6FXn2PP,0.734,0.511,-4.905,0.0592,0.148,0.29
125,Could've Been (feat. Bryson Tiller),spotify:track:6oEVnWKgPqIEPc53OYDNqG,0.455,0.352,-11.733,0.25,0.654,0.249
126,None Of Your Concern,spotify:track:1nal3Tf1OCV53KigMZXsZ7,0.422,0.546,-8.155,0.249,0.844,0.108
127,Karma,spotify:track:3qmm9AdG0TnShv0drgXNIQ,0.592,0.571,-7.132,0.174,0.172,0.106
128,Trip,spotify:track:6CTWathupIiDs7U4InHnDA,0.477,0.61,-5.628,0.144,0.225,0.107
129,CPR,spotify:track:5Tp4UJvnsF4Zd05k0zXUte,0.693,0.369,-12.683,0.175,0.637,0.0951
130,Shea Butter Baby (with J. Cole),spotify:track:5BOBHIBuzvQuIYL1E1nDzl,0.709,0.49,-7.457,0.0757,0.11,0.12
131,Shot Clock,spotify:track:2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,-6.008,0.285,0.654,0.148
132,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,0.827,0.469,-9.141,0.341,0.0807,0.207
133,Triggered (freestyle),spotify:track:3PAptX72PPmjj1Igms0zjo,0.471,0.411,-9.5,0.295,0.81,0.135
134,Playing Games (with Bryson Tiller) - Extended Version,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,-6.606,0.0614,0.603,0.225
135,Love Galore (feat. Travis Scott),spotify:track:0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,-6.2,0.0747,0.111,0.162
136,EX,spotify:track:47cQCF21TczFSmGfpd7c07,0.763,0.537,-7.018,0.246,0.231,0.109
137,Honesty,spotify:track:6bsg90K6hmiDiGF839rOPE,0.66,0.139,-16.339,0.0323,0.964,0.105
138,Body,spotify:track:7vxLj7MREliG5i5vSnqSVr,0.555,0.507,-6.099,0.167,0.25,0.283
139,Late Night (feat. Masego),spotify:track:60ZZNXIdwgUGkVGRt7foLT,0.442,0.446,-11.354,0.786,0.278,0.308
140,Might Be,spotify:track:2WlOO5UM3eoEQt7Z2z3PU1,0.684,0.585,-7.601,0.0712,0.357,0.728
141,Dangerous (feat. Jeremih and PnB Rock),spotify:track:3lb5fWSG2p7x8ik8HN9oFR,0.734,0.493,-7.528,0.308,0.0467,0.0477
142,Reckless,spotify:track:1BybndP1YgPEIk6WUnL6kT,0.686,0.701,-5.702,0.0968,0.257,0.088
143,Stretch You Out (feat. A Boogie wit da Hoodie),spotify:track:4Qxn47gWPSucovKrMyRf1z,0.64,0.519,-6.757,0.188,0.25,0.0883
144,Caroline,spotify:track:4KGCepP37Xm5L9rwmE5Llq,0.946,0.396,-8.458,0.476,0.272,0.129
145,Tonight,spotify:track:1qC6px1TOZgQFoTSOFUaBr,0.715,0.534,-6.536,0.0428,0.169,0.0931
146,"Go 2.0 (feat. Jorja Smith, H.E.R. and Rapsody)",spotify:track:1Fj145pL4KfM2dyqabvkvl,0.586,0.569,-6.507,0.0649,0.0237,0.179
147,Phases,spotify:track:3TOfqwEx5xzcOchDGEufD9,0.792,0.631,-8.949,0.0617,0.0335,0.107
148,Not Ashamed,spotify:track:74bV6EDlAPx3IQWZjpRw82,0.766,0.408,-10.724,0.0839,0.00142,0.115
149,Body Talk,spotify:track:1fCz8XdLhSqUZoIpZjpg10,0.789,0.507,-8.916,0.0754,0.199,0.0704
150,Caught Up (feat. Khalid),spotify:track:2Ixqr51U6DDbPdN0HwQBRn,0.678,0.438,-8.847,0.0577,0.29,0.0838
151,One I Want (feat. PARTYNEXTDOOR),spotify:track:6RD9GItAGZ3gbUbx14okHF,0.913,0.223,-12.421,0.321,0.257,0.0786
152,Superstar,spotify:track:4EYvuvqzUepdNaUlUZKVve,0.779,0.873,-3.766,0.0344,0.0196,0.0999
153,Formation,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,-6.857,0.237,0.00532,0.196
154,LOYAL (feat. Drake),spotify:track:5bvnqVuq7UFl0txSlHpsfS,0.866,0.53,-6.347,0.0495,0.517,0.0946
155,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),spotify:track:4gFXY5yvHayGckJndafYQE,0.693,0.547,-8.127,0.114,0.0111,0.0677
156,Jerry Sprunger (with T-Pain),spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.76,0.746,-5.331,0.227,0.137,0.0905
157,Practice,spotify:track:6rB4idT6NoIw8Ywd2xazVm,0.446,0.239,-15.327,0.0876,0.574,0.12
158,Headlines,spotify:track:0OW0kEMSHHsMztOIJrYMVj,0.636,0.566,-7.16,0.106,0.365,0.0917
159,Just Slide (feat. Jaden),spotify:track:45hIFQoMhALVsGEaI3wDLy,0.571,0.563,-5.798,0.0385,0.134,0.0992
160,Just Friends,spotify:track:7avBmZmaNEifHGGBdcuAfV,0.788,0.761,-5.752,0.177,0.232,0.117
161,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,0.598,0.427,-8.764,0.0317,0.0546,0.21
162,Come Thru (with Usher),spotify:track:3TTMUI5dFcbeNSDTTDY9M8,0.679,0.728,-3.092,0.154,0.159,0.107
163,Pills N Potions,spotify:track:2bkyTJ4bAnc8a5ly3dg9DX,0.391,0.604,-8.104,0.212,0.00812,0.0443
164,Don't Tell 'Em,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,-5.225,0.0997,0.392,0.11
165,Behind Barz - Bonus,spotify:track:4B7fTyj1FIPvP9tT5X3DnR,0.854,0.554,-4.684,0.172,0.769,0.0749
166,Purpose,spotify:track:2IjyFRCRn8x1bEquOM3vxg,0.481,0.285,-10.848,0.0424,0.9,0.123
167,Focus,spotify:track:6KluBT5Zthyzk6sBwqAcso,0.597,0.291,-13.483,0.0576,0.255,0.108
168,Marry Me,spotify:track:2MWOqewf5j0qf2b6S5J6cS,0.461,0.267,-8.514,0.0278,0.834,0.107
169,Homesick,spotify:track:6FdTNHF3BlW3pECDcdUx1c,0.426,0.224,-8.683,0.0391,0.948,0.112
170,U,spotify:track:5Ikz3bF0Iqgqiu2soUPr6X,0.662,0.655,-7.878,0.0389,0.00991,0.142
171,Pigment,spotify:track:4ze4eAFojKY9e3QT6xNRNZ,0.54,0.343,-13.263,0.266,0.591,0.114
172,Lights On,spotify:track:01ZqsXtHhRtO2Z2JrvkG1w,0.518,0.404,-9.471,0.137,0.677,0.101
173,Let Me In,spotify:track:4Vs0lqUgQzO4vEcbgkUgJb,0.605,0.419,-8.482,0.0402,0.0111,0.112
174,Losing,spotify:track:20E9JE3J8dHNDj9saOeNgu,0.44,0.31,-13.487,0.259,0.357,0.108
175,Say It Again,spotify:track:5yamjs92dcayRVlNuY116G,0.324,0.493,-9.995,0.0723,0.725,0.116
176,Avenue,spotify:track:3hAGmPnGix8RTb1vy5qZcb,0.362,0.417,-11.412,0.289,0.509,0.145
177,MEGATRON,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,0.893,0.641,-3.051,0.272,0.128,0.086
178,Worth It,spotify:track:3MlLMID86qXhSMDhniWqH1,0.704,0.552,-5.847,0.0719,0.181,0.103
179,Get You Good,spotify:track:2yTTfOaptQVJiocgjoQFfi,0.69,0.502,-7.077,0.0638,0.0306,0.145
180,Snow White,spotify:track:5u03lOJPE3Xxen9jqRChLP,0.782,0.559,-7.955,0.046,0.195,0.112
181,BROWN SKIN GIRL,spotify:track:0B3FovCVaGKS5w1FTidEUP,0.603,0.602,-7.083,0.23,0.049,0.279
182,Toast,spotify:track:3VEpRXloN4rbzNRPSQzZFW,0.906,0.638,-7.917,0.256,0.0342,0.0725
183,Gyal You A Party Animal,spotify:track:7rj8aNwZqTvrUeLlAyNWtZ,0.588,0.841,-5.138,0.0932,0.026,0.33
184,Slow Wine,spotify:track:4UA6cqu3qjQpDt4TQqsseP,0.718,0.678,-2.533,0.224,0.0572,0.0653
185,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,-3.862,0.109,0.075,0.187
186,Con Calma,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.737,0.86,-2.652,0.0593,0.11,0.0574
187,"Costa Rica (feat. Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",spotify:track:1MJYFJ2igOWZpTo2kDcolx,0.832,0.648,-6.383,0.37,0.532,0.0705
188,The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,-6.946,0.147,0.0247,0.132
189,ENTROPY,spotify:track:795p3jKj5stjPf8IFpZkdD,0.642,0.527,-9.444,0.0534,0.808,0.154
190,LOVE AGAIN,spotify:track:2fhePAlCSsJplwkjqMYpVm,0.553,0.441,-6.411,0.0918,0.41,0.107
191,FRONTAL LOBE MUZIK,spotify:track:0b6l1obmzq1YrqiKBVLtIo,0.681,0.568,-6.264,0.136,0.439,0.446
192,RESTORE THE FEELING,spotify:track:1GY1aODWhIPUmLNitZMgRL,0.541,0.393,-13.19,0.262,0.615,0.192
193,SUPERPOSITION,spotify:track:45PxuJqJBnPXZKLxoo9Apj,0.589,0.279,-11.209,0.0408,0.911,0.087
194,TOO DEEP TO TURN BACK,spotify:track:63UNqAjFomMcZXc2InOxTC,0.567,0.436,-10.326,0.0571,0.778,0.188
195,COMPLEXITIES,spotify:track:5PlNmsmUUQMbr8rManhvqs,0.514,0.204,-8.917,0.0665,0.66,0.262
196,ARE YOU OK?,spotify:track:2hSwwIRD8sahfwQGjFdixz,0.391,0.415,-11.665,0.0398,0.573,0.242
197,Bills,spotify:track:1YHlgbQb7qACT02vSgRopY,0.84,0.574,-5.941,0.277,0.364,0.145
198,Hoops,spotify:track:6dYWTPkrTzVuzbjMC5iDBy,0.68,0.5,-8.521,0.11,0.573,0.132
199,"Got Me (feat. Ari Lennox, Omen, Ty Dolla $ign & Dreezy)",spotify:track:2q8X0AA5YHDu0GelavXvUU,0.679,0.579,-7.03,0.327,0.15,0.0953
200,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",spotify:track:4eqrNsKy9Mvg1fvfsTVIAE,0.791,0.583,-5.247,0.369,0.0393,0.0577
201,Superpowers (with GoldLink),spotify:track:1iZjxPc5GJhEBl6CZOZXTw,0.823,0.372,-9.817,0.116,0.473,0.1
202,Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i,0.588,0.391,-8.607,0.0334,0.839,0.227
203,Do You Remember,spotify:track:7yws3pF3FFguwT2Psi6c15,0.855,0.668,-4.892,0.0644,0.0242,0.102
204,Shot & Wine,spotify:track:1M1k3Sxtf7u8Zj3eIzrJm0,0.802,0.755,-4.804,0.106,0.0499,0.0781
205,Boasty (feat. Idris Elba),spotify:track:7cz506PyIgh2bMN90Mc8Tn,0.887,0.765,-5.207,0.0669,0.00915,0.0907
206,Contra La Pared,spotify:track:37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,-7.14,0.118,0.0156,0.124
207,Don't Call Me Up,spotify:track:5WHTFyqSii0lmT9R21abT8,0.674,0.881,-2.853,0.147,0.296,0.0793
208,Someone Like You,spotify:track:6QPKYGnAW9QozVz2dSWqRg,0.554,0.321,-8.251,0.028,0.893,0.0996
209,Girls Need Love (with Drake) - Remix,spotify:track:14SaZBTjxlorHJQxXh01Hu,0.656,0.432,-9.481,0.217,0.443,0.132
