,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
39,What If I Go?,spotify:track:21pNGvUyQ8NjcfRrzge25F,0.56,0.533,-7.804,0.388,0.194,0.0919
40,Hot Tears,spotify:track:1aU0F8KL0vaKQacSMQRN9d,0.699,0.453,-9.67,0.0428,0.0622,0.0958
41,Woodlawn,spotify:track:4FFC7McrnnwAWKbAqbckTP,0.784,0.586,-5.148,0.057,0.159,0.183
42,Kissing Other People,spotify:track:4WjTbrxOPvSwQlajlE4aXH,0.691,0.662,-5.941,0.0738,0.548,0.119
43,Compensating (feat. Young Thug),spotify:track:1Tpn9QCsj746NNbDxQ24gr,0.867,0.616,-5.405,0.169,0.292,0.253
44,Wanderlust,spotify:track:223EftuwZfEBE6v2TnMrOl,0.558,0.561,-5.003,0.0376,0.0923,0.117
45,Japan,spotify:track:29rdnajLrCXu0wDPpBA15p,0.756,0.547,-10.033,0.0413,0.272,0.113
46,A World Alone,spotify:track:2HLnzsXJ3mD9UWAa3RY89n,0.561,0.485,-8.343,0.0362,0.289,0.194
47,Swerve,spotify:track:3TXYRNSjz8txG5rL5H9RWO,0.918,0.834,-6.21,0.0935,0.157,0.0651
48,Two High,spotify:track:5huOzlgCK7PsMSG4TFBvKY,0.68,0.735,-5.553,0.0482,0.0505,0.109
49,SAYONARA,spotify:track:3h0xzCrYEVVFhhycY7jGBs,0.548,0.63,-6.1,0.0343,0.0111,0.128
50,Sugar Daddy,spotify:track:2ViSWfhT0kvEulXA1HH7Wk,0.953,0.453,-7.197,0.07,0.0605,0.625
51,Oh Lawd,spotify:track:0grJjjezErqW92ekoDAdrc,0.804,0.497,-12.484,0.19,0.626,0.117
52,Come Home,spotify:track:3p8LPCCe2y7cosybYJlX7Y,0.698,0.585,-7.629,0.0479,0.432,0.0946
53,Make You Mine,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,-4.452,0.0261,0.0128,0.15
54,Cinderella (feat. Ty Dolla $ign),spotify:track:2lpygKqzPFtItQ4ss3cgfb,0.545,0.534,-6.874,0.047,0.235,0.345
55,Easily,spotify:track:2k9N4caeCIJLOWwWwssrEM,0.772,0.256,-8.545,0.0481,0.491,0.144
56,my future,spotify:track:2ygvZOXrIeVL4xZmAWJT2C,0.444,0.309,-10.956,0.062,0.795,0.352
57,Tables Have Turned,spotify:track:3KYfm1qCpdQUlt79UWcQyr,0.889,0.391,-8.41,0.0529,0.334,0.103
58,I Won't Run From It,spotify:track:7aW3SM5qFJu0IYVOWrAvRQ,0.615,0.719,-8.194,0.0325,0.702,0.148
59,Fear Of Being Alone,spotify:track:3QGk8QfPKlpCCcdOUGRpMA,0.758,0.738,-5.978,0.0557,0.138,0.0777
60,Vincent,spotify:track:0hQkqM37pYkOuWDDoxk3Ce,0.426,0.0906,-17.423,0.0484,0.967,0.0877
61,When You Know,spotify:track:5nPGjh9lVIhIoFUjegFhNS,0.549,0.758,-5.477,0.0354,0.00168,0.0539
62,Ode to a Conversation Stuck in Your Throat,spotify:track:3imxKEdtgGSMWihNKLdylF,0.577,0.821,-6.069,0.0681,0.0458,0.235
63,Hold Me Close (feat. Ella Henderson),spotify:track:24aN8j7dBw0FxxKUBlCtd6,0.654,0.795,-4.419,0.0536,0.178,0.19
64,Buttercup,spotify:track:2mlGPkAx4kwF8Df0GlScsC,0.705,0.373,-9.066,0.0384,0.723,0.289
65,walk from here,spotify:track:1gSz3dR7p7IV0vIJxxbzgP,0.635,0.803,-6.643,0.0395,0.265,0.129
66,Flashing Lights,spotify:track:31I3Rt1bPa2LrE74DdNizO,0.639,0.628,-7.578,0.0399,0.0381,0.386
67,Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.76,0.479,-5.574,0.0466,0.556,0.0703
68,Scared of the Dark (feat. XXXTENTACION),spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,0.443,0.623,-6.717,0.0718,0.0468,0.247
69,NIGHTRIDER,spotify:track:72PFP54TZ9Tpj9dYQcb46D,0.66,0.755,-4.501,0.0469,0.0876,0.102
70,F2020,spotify:track:3HZuxQ80VWOsBWws8XQdFB,0.702,0.597,-7.067,0.207,0.587,0.112
71,Figure It Out,spotify:track:5G5qyRHlLmZgy915TBTCkB,0.747,0.554,-6.154,0.289,0.493,0.332
72,Sky Above,spotify:track:38CnBT7s4WHptbuW7ttRwj,0.28,0.301,-13.258,0.069,0.837,0.226
73,SUNRISE,spotify:track:0C3sscH57PNeQ8dmY6xTIR,0.821,0.444,-5.954,0.0796,0.16,0.301
74,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",spotify:track:4JB0EAT4BkLShTyTt50FmO,0.813,0.615,-5.624,0.132,0.061,0.654
75,Sit Next to Me - Stereotypes Remix,spotify:track:4v0CuFW0bEMBQ1gRn2mB3X,0.68,0.738,-4.881,0.0331,0.173,0.37
76,Don't Rush (feat. DaBaby),spotify:track:3AMxuq6id3YGB57eWeheZQ,0.959,0.508,-7.857,0.257,0.144,0.136
77,I'm Not Having Any Fun,spotify:track:3Nz2uQV12bhCUGRzoYr0Zn,0.482,0.84,-4.65,0.0352,0.000675,0.267
78,Are We Having Any Fun Yet?,spotify:track:63koRk9rszZKFiVLuhdo88,0.591,0.516,-5.037,0.0417,0.0443,0.102
79,Lady by the Sea,spotify:track:4cnJNX9Ek3jKJYNsZxkk8i,0.439,0.503,-10.029,0.0281,0.284,0.152
80,No Cap,spotify:track:2KclJjnLjul7NhyJrAhpUu,0.852,0.554,-8.971,0.0376,0.0945,0.128
81,Beat Up Guitar,spotify:track:3xL0LJp3pwxltEYI119tMR,0.443,0.682,-6.569,0.0291,0.18,0.0914
82,Walking On A Dream,spotify:track:0mBkoM8r7KAQzZij5swTUL,0.87,0.699,-5.541,0.0459,0.245,0.0588
83,Like It Is,spotify:track:4dyrqiXUcK29hzrL2elqO3,0.789,0.727,-6.772,0.126,0.123,0.222
84,bloody valentine,spotify:track:1bWEngw5tAF7vWByrf5Oy5,0.52,0.856,-4.228,0.0806,0.000193,0.157
85,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,spotify:track:49dFIRQCQxPWgoH0m38XQ5,0.696,0.686,-6.113,0.0309,0.262,0.174
86,I'm Right You're Wrong,spotify:track:0eDjSVCEsF8rR8OUOp1Mbn,0.758,0.38,-9.631,0.0333,0.544,0.0955
87,6's to 9's (feat. Rationale),spotify:track:4DAaQ5InUO23d8yNRbB0Yj,0.714,0.663,-5.799,0.0694,0.145,0.264
88,Colors,spotify:track:70nNSO7MKo0E1ZJsMy0SKT,0.675,0.839,-3.758,0.0635,0.0375,0.226
89,Lazy,spotify:track:64WOIeuPwh6klNry6EOVUX,0.778,0.467,-10.05,0.0473,0.195,0.0859
90,Mind Games,spotify:track:6p8o2w0eyTsopUaBNNGwea,0.559,0.64,-9.075,0.0231,0.12,0.0499
91,Cocaine,spotify:track:3ykSdTGmYPFl8pDBXer1zG,0.699,0.502,-12.526,0.0278,0.0607,0.317
92,Good Thing (with Kehlani),spotify:track:5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,-3.857,0.0378,0.399,0.0409
93,Could You Love Me,spotify:track:7hd0ZLywUE3GZWNPXKBRGE,0.693,0.739,-6.682,0.0388,0.164,0.0906
94,Broken Glass,spotify:track:78ldtCaBRJVp2i91B715L0,0.526,0.633,-7.002,0.134,0.372,0.129
95,Lose Somebody,spotify:track:1sgDyuLooyvEML4oHspNza,0.58,0.586,-6.883,0.0357,0.344,0.0755
96,Daisy Chains,spotify:track:5HxfLkSX2Nl7BErO1q15sa,0.744,0.716,-4.708,0.0278,0.0163,0.101
97,Stunnin',spotify:track:2LUdpPCiiza6UQugipjMeS,0.906,0.604,-8.332,0.0746,0.329,0.255
98,Risky Business,spotify:track:7BUopl3koyNYyPBH1LvbKm,0.866,0.685,-7.501,0.192,0.139,0.197
99,Cheesin',spotify:track:0A3XWuyL1B7kqPHyDXHGkN,0.817,0.623,-5.9,0.043,0.202,0.113
100,no song without you,spotify:track:3KKUf8F2hktFscLgbH4YwR,0.778,0.462,-12.729,0.0359,0.463,0.11
101,Music Sounds Better With You,spotify:track:0GL1ye91pT3nJIQzXwncG2,0.934,0.524,-8.256,0.0654,0.271,0.0672
102,So Cool,spotify:track:3GgdEZJy5bxm2ZjC90ibDC,0.58,0.469,-10.02,0.0332,0.57,0.193
103,Heartless (with Julia Michaels & Morgan Wallen),spotify:track:0VFQC71dmUjuW5bU5Ewdmg,0.648,0.553,-6.35,0.0409,0.212,0.0728
104,Lonely (with Jonas Brothers),spotify:track:3I0eHJRr3iUQuZfCk0vBlZ,0.739,0.717,-5.123,0.0565,0.0611,0.206
105,Cool Blue,spotify:track:0Lbe98RKWwBbu1sipPSa4n,0.607,0.566,-10.37,0.0482,0.895,0.139
106,Grizzly Bear,spotify:track:5BWPgpqO2NNSonXKy7a1i8,0.902,0.438,-8.63,0.0493,0.503,0.101
107,Sweet FA,spotify:track:4fY6EU3jUQQISiUR8DLXuM,0.574,0.495,-7.893,0.0479,0.137,0.114
108,Depths (Pt. I),spotify:track:0GYzusCOKcPXOhCkGSomKp,0.672,0.468,-9.579,0.0311,0.156,0.0981
109,Keep It Gold,spotify:track:1o18Q8p5JfjVhDxTZwfGKu,0.786,0.674,-6.694,0.0399,0.0507,0.286
110,Love & War in Your Twenties,spotify:track:2NU2U0wWzGtZtuu1QsacOb,0.736,0.525,-9.694,0.0296,0.22,0.127
111,The Promise,spotify:track:3wyMwEpzoIWBGqEkHeEvi6,0.575,0.918,-3.881,0.0585,0.008,0.0394
112,My Favourite Book,spotify:track:5dty1UzNqdYtmkERFvZKAe,0.621,0.539,-10.734,0.0715,0.541,0.104
113,Old Pine,spotify:track:3CAX47TnPqTujLIQTw8nwI,0.401,0.364,-10.836,0.033,0.45,0.162
114,Humming,spotify:track:7lLJ35wRNyPZrocjhDfCBq,0.478,0.733,-7.667,0.0288,0.185,0.107
115,Always Down,spotify:track:2yBfnNcL9jMEfa5UpI5fL8,0.535,0.822,-4.885,0.0361,0.175,0.275
116,Days,spotify:track:5g7uidL6cVNS7GxcCAXa19,0.586,0.721,-7.743,0.0289,0.369,0.141
117,Lost Cause,spotify:track:29i8axWOLDmgbiutJb9prB,0.611,0.577,-8.728,0.0297,0.26,0.467
118,If You’re Too Shy (Let Me Know) - Edit,spotify:track:3iEqGBZ2wcpVzhiAcwXVC6,0.651,0.806,-4.842,0.0311,0.00399,0.0927
119,Boyfriend,spotify:track:15jIpgBlSbxsPVsKPNYkNp,0.572,0.916,-4.83,0.0576,0.016,0.208
120,Back to You,spotify:track:61APJ1e19xIKpz3w2U10Bn,0.518,0.519,-3.858,0.0274,0.123,0.419
121,If You Wanna Be Loved,spotify:track:4dd97CUx3v8lA0LLAlIZQP,0.608,0.571,-5.885,0.0278,0.171,0.0748
122,Hand Me Downs,spotify:track:2Yv2mHzr5AQavVdwQjEokV,0.677,0.33,-11.198,0.149,0.474,0.064
123,World Container,spotify:track:6cZE1HDByLO9vemf6qZsP6,0.302,0.752,-5.205,0.0291,0.00353,0.285
124,Coffee,spotify:track:1VbClJ27jcsMNmOxHnXlKV,0.831,0.452,-5.111,0.047,0.0803,0.359
125,Wheat Kings,spotify:track:53o05J0uSWOedPwN4Z0oyo,0.538,0.231,-17.375,0.032,0.425,0.118
126,In View,spotify:track:0b9zm2SaWhvWhkzSoWwpN7,0.484,0.903,-4.014,0.0365,0.00019,0.139
127,Fireworks,spotify:track:678vd8gSx8P7SCpV5cdnYq,0.39,0.971,-5.137,0.0986,0.0975,0.265
128,Morning Moon,spotify:track:6hlXS3SLeVv4sPQRcqUyiF,0.553,0.806,-5.812,0.0323,0.0505,0.112
129,In My Bones (feat. Kimbra & Tank and The Bangas),spotify:track:61u5uSTeVRurydvbWdfqDc,0.901,0.83,-6.255,0.167,0.172,0.266
130,All I Need (with Mahalia & Ty Dolla $ign),spotify:track:68j5DYmCikBzcp60Sv6xWO,0.485,0.492,-6.462,0.331,0.425,0.105
131,Bella Ciao - HUGEL Remix,spotify:track:41hAKBCtTuRH2aItnktHJI,0.842,0.488,-7.856,0.0844,0.218,0.0877
132,Do You Ever?,spotify:track:28z5NTRP3n4O0zkZ5WY2sZ,0.769,0.554,-6.789,0.0483,0.526,0.105
133,Weekend,spotify:track:0qPeakaeFndczx9OhJIFp6,0.921,0.438,-8.771,0.0442,0.0948,0.37
134,Sunlight,spotify:track:6y3dourJA284z6thxkw2Qw,0.697,0.565,-7.686,0.0444,0.0798,0.0779
135,Lay With Me,spotify:track:1jZdme817HIfVW794AqY5n,0.695,0.5,-7.39,0.0478,0.0184,0.247
136,Sober,spotify:track:1rIWXcxQksarC9e9Y2r1GA,0.585,0.717,-5.84,0.0877,0.452,0.182
137,Turn,spotify:track:11IJA30efHAJLO3qroPh5L,0.531,0.847,-3.907,0.0529,0.00743,0.0916
138,Times Won't Change Me,spotify:track:7ep7SI6MdEo81to9GLouIw,0.57,0.648,-7.369,0.027,0.0506,0.0835
139,I Don't Know Why,spotify:track:0ZXdzaT1k688dkpNeEgQiV,0.499,0.898,-4.181,0.124,0.124,0.0832
140,Park Bench,spotify:track:3VMymGiFEx9YmQkqMjWwnX,0.495,0.525,-8.274,0.0406,0.0162,0.0961
141,There's Still A Light In The House,spotify:track:4MIPNDbxVPWdLwH6A4nsiY,0.62,0.655,-8.525,0.0455,0.024,0.301
142,Time Alone With You (feat. Daniel Caesar),spotify:track:04jVEb76Kw5OrmGtlXlHxI,0.669,0.352,-11.18,0.455,0.322,0.484
143,Amateurs,spotify:track:10u7SDuxVzYzx8RI6HWsoV,0.76,0.501,-7.321,0.0356,0.262,0.172
144,Pretty Great,spotify:track:5OEh0t74eilX1HnfVy9E4g,0.802,0.529,-6.044,0.0425,0.333,0.23
145,Hideaway,spotify:track:00BTDWR6xCaGdst6cPKkpF,0.39,0.39,-15.14,0.0529,0.744,0.0771
146,Sunflower Seeds,spotify:track:4MJfCOcc2PpWOrUqOpvy1S,0.723,0.593,-5.816,0.0308,0.194,0.217
147,Free (with Drew Love),spotify:track:64BKKgWdKdmKlQDzRfHW3C,0.653,0.565,-6.636,0.0354,0.00561,0.145
148,Some Kinda Love,spotify:track:2MsDscMiyni9Q5hbcJCvE9,0.531,0.274,-9.54,0.148,0.808,0.0879
149,PDLIF,spotify:track:6Md0VfGaWXZgJc53IMqPkO,0.328,0.461,-8.79,0.0434,0.447,0.155
150,Honeybee,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,0.642,0.52,-7.886,0.0387,0.118,0.552
151,Fail!,spotify:track:7HjkzXqYzUiz0gkjM0Wmkk,0.623,0.681,-6.012,0.103,0.0337,0.0812
152,I Got So High That I Saw Jesus,spotify:track:0ouTaNuDfXPLnXkKi4AYOO,0.577,0.384,-11.897,0.0436,0.314,0.0809
153,In Your Eyes,spotify:track:3XnkZylcAZ86QAiGVnRVy8,0.667,0.72,-5.349,0.0331,0.00255,0.0753
154,The Gold - Phoebe Bridgers Version,spotify:track:0UAwEImuoGqEGw6MarA0bv,0.386,0.399,-12.176,0.0331,0.816,0.147
155,take you home,spotify:track:5f2JNWZKJMZEgkRJc9MCTv,0.776,0.537,-5.891,0.0471,0.184,0.0921
156,Island In The Sun,spotify:track:2MLHyLy5z5l5YRp7momlgw,0.654,0.81,-6.26,0.0288,0.00719,0.165
157,blushing!,spotify:track:7D6Jzo3YzS5kPwU1LlZDog,0.367,0.551,-6.199,0.0603,0.225,0.0648
158,Televised,spotify:track:35Ki1lvKPC2sFBD3GmKdRG,0.591,0.746,-7.762,0.0444,0.000729,0.127
159,Ride,spotify:track:1tRJnti6yMyL1OvSYsYs0i,0.611,0.44,-4.986,0.17,0.438,0.108
160,Chasing Parties,spotify:track:6HspvxNi6wRqeZLPShEa5W,0.59,0.259,-12.309,0.0417,0.727,0.114
161,The First Thing You See,spotify:track:5jcZFcrp4Tmv3x5GkmZL88,0.648,0.525,-5.898,0.0516,0.662,0.104
162,Gravity,spotify:track:0O8z1t1M41aeVAUi7scRvb,0.754,0.668,-4.054,0.0392,0.366,0.111
163,Gravity,spotify:track:4oa14QBfWRDfJy2agySy0L,0.27,0.275,-10.357,0.0356,0.834,0.146
164,Gravity,spotify:track:4gUQmfnDAS7wwH0pzOH3Fb,0.507,0.436,-7.756,0.044,0.713,0.114
165,Astrovan,spotify:track:14e46mURUUwB3i2vTe1gFz,0.548,0.444,-9.4,0.0384,0.866,0.134
166,Sinister Kid,spotify:track:78krcD2vFUXJ3Y0XXeiHWH,0.761,0.828,-7.259,0.0721,0.133,0.348
167,Lo/Hi,spotify:track:6XRgC4KAp4upKu0v7H4tQo,0.606,0.679,-7.445,0.0321,0.015,0.234
168,Never Going Back Again - 2004 Remaster,spotify:track:2TJqhMuTx2eMun7MMQVIFy,0.642,0.34,-12.852,0.0394,0.854,0.0816
169,Glad He's Gone,spotify:track:6aIAuKNU8JlVaTmoCYYN6U,0.795,0.595,-8.073,0.0698,0.0823,0.128
170,it's not u it's me,spotify:track:7cLm450e9XaPrEZTSTsfwU,0.776,0.568,-6.419,0.125,0.0204,0.078
171,Mexico,spotify:track:0VOIJT3Gz8uStYHHBGAUj1,0.774,0.497,-13.448,0.0293,0.279,0.119
172,Dance of Death - 2015 Remaster,spotify:track:4YsgFGkP1KeSFDWfZqVioX,0.311,0.876,-5.115,0.0936,0.0466,0.134
173,So Long,spotify:track:1E8t8Gtb6BQfMMpEgVNyIh,0.899,0.573,-5.47,0.0556,0.267,0.0854
174,Slow Cheetah,spotify:track:06wTEKL2rSrSaOjFtgG8fj,0.39,0.344,-7.804,0.0376,0.082,0.0715
175,It's You,spotify:track:6moU77g9RQyMzHNuKEaQKq,0.732,0.463,-6.972,0.0287,0.374,0.194
176,In My Bed,spotify:track:2o0KMNhcw5KO7CuslvR4Xs,0.813,0.385,-6.024,0.095,0.0773,0.0847
177,With You,spotify:track:1xK7enJZVdv37fnnxoZlPq,0.362,0.921,-3.815,0.486,0.123,0.19
178,"Greenlight - From ""Songland""",spotify:track:5HgbcQFIHjNcn46w8ORwhu,0.741,0.546,-9.122,0.0713,0.0369,0.0733
179,We Were Young,spotify:track:1USj0dJqfBxnOiwiOuB7pU,0.612,0.588,-5.344,0.146,0.285,0.116
180,Get Stüpid,spotify:track:4PMLEEYw4mblYsPlDSHKyu,0.843,0.797,-4.597,0.0419,0.202,0.0822
181,Losing Touch,spotify:track:51VgYxCLfaDv3xBpWVrEo3,0.814,0.487,-7.814,0.0779,0.018,0.117
182,Australia,spotify:track:6OwwTVRndoy9aoDxsmrteR,0.427,0.824,-5.176,0.0374,0.00434,0.277
183,Magic In The Hamptons (feat. Lil Yachty),spotify:track:2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,-5.339,0.0385,0.66,0.0914
184,MICHUUL.,spotify:track:3iGNoYKIabGohB9A0C7dKU,0.846,0.681,-6.172,0.144,0.384,0.185
185,Worst Nites,spotify:track:5PLJ5otdjufJxfikUDejTM,0.741,0.752,-4.968,0.0386,0.00834,0.0438
186,Easy Loving You (with Kamille),spotify:track:2OcQ3jWdw0k7ehTyE12BC0,0.369,0.387,-10.695,0.228,0.829,0.0773
187,Flames (feat. Ruel),spotify:track:0o0VkcAeeTffZcg3a7jZIh,0.555,0.62,-5.822,0.118,0.0891,0.107
188,Rest,spotify:track:0ztJ66Xs25TACCl3wdWT93,0.861,0.358,-13.163,0.152,0.801,0.262
189,Throwaway (with Clairo),spotify:track:2MnEG4htbbdfoUsyzxZ4BM,0.789,0.49,-6.588,0.0392,0.784,0.112
190,Blue,spotify:track:68V9wJrz0N8BjvI7tHGsHB,0.381,0.578,-8.242,0.229,0.287,0.0912
191,Overdose (with HONNE),spotify:track:14SdFsC2m6kl7buXWJb0n3,0.646,0.78,-7.466,0.0893,0.0601,0.602
192,Face Like Thunder,spotify:track:3llC7WjMtxqDwaM1Gjzvrs,0.636,0.742,-6.751,0.039,0.233,0.185
193,Old Fashioned,spotify:track:2N0rHlYG5N4fN9HnVis9yj,0.74,0.242,-9.003,0.0472,0.736,0.0972
194,I Spend Too Much Time in My Room,spotify:track:6XHikJpK06NoXaFwkH4tPL,0.48,0.439,-7.221,0.025,0.39,0.514
195,Feels Like This,spotify:track:53Wsf11ElpPr1WAGtRQlcx,0.384,0.165,-9.601,0.0446,0.958,0.101
196,Mice,spotify:track:3PhvB8RB0Y7oPZUd7RCpP7,0.53,0.2,-12.473,0.0468,0.712,0.0859
197,Tia Tamera (feat. Rico Nasty),spotify:track:6mbWdNBDGL4joR1EHRUZg1,0.812,0.675,-4.594,0.0938,0.017,0.182
198,MOOO!,spotify:track:00bWqt93aqLXqKtzZoq7Jw,0.878,0.407,-10.941,0.233,0.459,0.111
199,Juicy,spotify:track:4cTm3Ev9bUvy4ChJjB1nhl,0.77,0.697,-2.644,0.0607,0.0817,0.0663
200,16 Shots,spotify:track:2169IKAivSUUFGcedGASXc,0.684,0.79,-4.871,0.0735,0.0271,0.0854
201,Sedona,spotify:track:50fCm9Wuerl1Ram0FUDEaL,0.396,0.677,-7.513,0.0354,0.0372,0.112
202,If You Want To,spotify:track:7I1kle4TNmkfednJDKo8GR,0.666,0.527,-5.851,0.034,0.109,0.132
203,Glue,spotify:track:7dMU1llpBZRrAwi5he68Kq,0.676,0.811,-4.068,0.0627,0.259,0.159
204,Talk Too Much,spotify:track:7FX3ZWE70VRjsprg5oeECc,0.598,0.914,-3.752,0.0878,0.0106,0.369
205,A Toast and a Spirit,spotify:track:3vTG7B4eu8jsrSQGuxYygG,0.628,0.797,-6.103,0.0371,0.0234,0.112
206,Undercover Martyn,spotify:track:0Hrd6CSafHHqKptyFppmqH,0.442,0.872,-5.072,0.123,0.00025,0.0602
207,U (Man Like),spotify:track:0GzVxmfV2XcLHENCSlrYvU,0.614,0.265,-10.158,0.0242,0.944,0.118
208,The City,spotify:track:0bmJ2sqxKOk0l36Ctd0Fcs,0.488,0.962,-4.877,0.0882,9.27e-05,0.101
209,M.O.N.E.Y.,spotify:track:1Ij4cmQteKslDqCpenSFhF,0.423,0.661,-8.213,0.07,0.0934,0.125
210,Chocolate,spotify:track:0IwP4xY3wS0uiGxgqGXgIN,0.612,0.938,-4.463,0.0623,0.00054,0.368
211,Sex,spotify:track:2JFeVDbE3HZhY2E3oNReKh,0.408,0.975,-4.142,0.128,1.33e-05,0.506
212,Talk!,spotify:track:7Mwl3zti5NbY88SpkCxTYT,0.58,0.854,-6.551,0.0635,0.018,0.595
213,Heart Out,spotify:track:424ml6U1wmEarzw26uDtCS,0.705,0.83,-4.918,0.0274,0.00814,0.0762
