,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
41,no song without you,spotify:track:3KKUf8F2hktFscLgbH4YwR,0.778,0.462,-12.729,0.0359,0.463,0.11
42,Fool For You,spotify:track:3pEGNvJWWAfDSuUrQjEpEV,0.593,0.287,-11.496,0.0631,0.832,0.104
43,I Don't Wanna Be Okay Without You,spotify:track:5HKv1sFHbXgmXBih203HxT,0.532,0.319,-7.461,0.0288,0.399,0.138
44,Fair-Weather Friend,spotify:track:1I9GllIh1R3EMvTFT5Tfn7,0.68,0.34,-6.985,0.115,0.56,0.0705
45,Just The Same,spotify:track:5hmjpbBTy8TxV9wDKifSub,0.426,0.295,-8.337,0.0764,0.637,0.0941
46,Photograph,spotify:track:1uXH4OpzVZPEBbI3mGkxZz,0.397,0.251,-10.346,0.0337,0.946,0.0841
47,The Most Beautiful Thing,spotify:track:5unXHHcSQLGO19RuVqZB6d,0.806,0.362,-10.381,0.0345,0.535,0.111
48,All Because of You,spotify:track:1VyAPe81AxMkjAEtZRHHlH,0.43,0.177,-13.335,0.0311,0.798,0.113
49,Teach You - Acoustic,spotify:track:6BWt5CEKdM8v95Bz4xQnCl,0.497,0.304,-8.526,0.0396,0.899,0.102
50,Like Someone In Love,spotify:track:0PwaDQfnz4J8WF8221gv7n,0.597,0.462,-7.816,0.0597,0.649,0.11
51,Home Is,spotify:track:3nur4bNfmRCoLFxk9ubHHK,0.148,0.147,-19.377,0.0355,0.976,0.0987
52,Places We Won't Walk,spotify:track:30QNjcM3Q1GnLFIIJjWQL1,0.388,0.0859,-16.061,0.0472,0.969,0.108
53,Running Away,spotify:track:0wpjR48SjbwsHxd7CeaRse,0.574,0.591,-8.559,0.0762,0.814,0.108
54,I Hear a Symphony,spotify:track:3iJya7m7trpGv570Ske30n,0.207,0.243,-8.181,0.0306,0.925,0.118
55,Old Fashioned,spotify:track:0j7sWqI2qyFaVSdcwzcb9N,0.74,0.242,-9.003,0.0472,0.736,0.0972
56,He Won't Hold You (feat. Rapsody),spotify:track:20IRK6kPPtRXCJQyCZwFdU,0.488,0.364,-12.955,0.123,0.781,0.367
57,Home,spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,-9.207,0.0306,0.844,0.112
58,Don't Know Much (with Aaron Neville),spotify:track:5z3ZDMP02xF33yCvPFnct3,0.401,0.285,-11.005,0.0327,0.657,0.158
59,All My Life (with Aaron Neville) - 1999 Remaster,spotify:track:6mHrQvPTT3i4ZwwcR4gZR2,0.602,0.523,-8.753,0.034,0.444,0.05
60,Firestone,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,-7.374,0.0428,0.393,0.0952
61,Bad Day,spotify:track:0mUyMawtxj1CJ76kn9gIZK,0.599,0.785,-4.013,0.0309,0.448,0.151
62,This Head I Hold,spotify:track:1tzPSule9WZ9B8SujHv8fp,0.663,0.873,-4.915,0.0328,0.0268,0.261
63,I Say a Little Prayer,spotify:track:3NfxSdJnVdon1axzloJgba,0.592,0.355,-14.051,0.0352,0.478,0.0585
64,The Promise,spotify:track:3wyMwEpzoIWBGqEkHeEvi6,0.575,0.918,-3.881,0.0585,0.008,0.0394
65,Sober,spotify:track:3C57ewlHARCVqeH3KiYkma,0.657,0.7,-4.911,0.382,0.34,0.0992
66,Watch Me Dance,spotify:track:03LhreaNy6FWQxSxTX9u9H,0.771,0.29,-13.413,0.0341,0.323,0.0645
67,I Wish,spotify:track:1eCf3kMSUXWAv5W75bQ0oO,0.787,0.329,-11.869,0.0447,0.187,0.133
68,Follow,spotify:track:2uROM73VxtppgLSE2k27nf,0.785,0.367,-8.483,0.0363,0.113,0.0902
69,Crazy Dream,spotify:track:122nU5ENr0Y3CX22FvlKi4,0.852,0.664,-5.179,0.123,0.12,0.0737
70,Man Like You,spotify:track:673BqQR0tNM3VtzcV3Ul2Q,0.302,0.225,-14.08,0.0313,0.761,0.11
71,Isn't She Lovely,spotify:track:23H8PpuhyTDHwpqcDm7vS6,0.505,0.481,-16.006,0.435,0.992,0.378
72,It Runs Through Me,spotify:track:02CygBCQOIyEuhNZqHHcNx,0.802,0.607,-11.028,0.289,0.205,0.246
73,To Find You,spotify:track:1XeMjR6YhWQZfYyU118jM9,0.388,0.128,-13.73,0.0338,0.842,0.103
74,Hold Me Now,spotify:track:1B1Y52ftMyCmgjPsEMQDqq,0.787,0.517,-12.794,0.0332,0.658,0.292
75,Would You Be So Kind,spotify:track:3ZiuxcBeRanTjfHzVBuuQe,0.662,0.614,-9.621,0.204,0.158,0.126
76,A Groovy Kind of Love,spotify:track:5OHUTC4EvTbL0DuZQRIGGX,0.452,0.306,-9.632,0.0274,0.235,0.0989
77,If I'm Being Honest,spotify:track:5K2cBicu96Pf4mrBv3Jojk,0.435,0.191,-12.436,0.0396,0.919,0.114
78,Ain't No Love In The Heart Of The City - Single Version,spotify:track:4qYHnP5AmKzXbJhciPV8si,0.518,0.376,-18.248,0.0431,0.933,0.0976
79,Ain't No Sunshine,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,0.479,0.416,-11.451,0.124,0.457,0.118
80,Nights On Broadway,spotify:track:4JjcCdm0RSPuvQWnZyrNkm,0.573,0.641,-9.196,0.0443,0.235,0.859
81,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",spotify:track:4t0Pj3iBnSCZv5pDEPNmzG,0.811,0.545,-12.969,0.0579,0.155,0.156
82,Fanny (Be Tender With My Love),spotify:track:3GgjAKjC5kMDhWdNAPa4Lj,0.449,0.531,-9.815,0.0263,0.192,0.0858
83,How Can You Mend A Broken Heart,spotify:track:0kyo5ucRQNJbpHGpKuBhXd,0.314,0.299,-12.019,0.0437,0.568,0.0904
84,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",spotify:track:49OMJ1prsRA7ZYgrAjz70c,0.632,0.683,-6.434,0.0383,0.163,0.847
85,"Night Fever - From ""Saturday Night Fever"" Soundtrack",spotify:track:5KgbyD2lQQlIupAaPjgiXg,0.733,0.795,-7.224,0.0249,0.0266,0.083
86,Love So Right,spotify:track:2rVxsVGLFssDfM5B9BUL0K,0.575,0.405,-13.346,0.0279,0.345,0.645
87,As,spotify:track:1uirE2Am209htwgK4KVrGD,0.399,0.238,-13.727,0.0329,0.9,0.0809
88,Pretty Great,spotify:track:5OEh0t74eilX1HnfVy9E4g,0.802,0.529,-6.044,0.0425,0.333,0.23
89,What Have I Done,spotify:track:0hpaWop2LUln6yJ7b0eOza,0.625,0.581,-5.466,0.0358,0.191,0.117
90,Outnumbered,spotify:track:4Ta3PhWmY50ZLU1uhKFKPE,0.614,0.684,-5.79,0.157,0.247,0.0976
91,Power Over Me,spotify:track:4tViDtaHuSLnh7HVJTrKhs,0.319,0.841,-4.232,0.147,0.0518,0.106
92,I Won't Say (I'm In Love),spotify:track:03wwl6PnZyltRjeMkxWzUQ,0.675,0.456,-10.354,0.0512,0.231,0.173
93,Don't Know Why,spotify:track:6KE4QXE06QDEn7zRFkpxdk,0.367,0.23,-16.453,0.0418,0.875,0.106
94,Time Alone With You (feat. Daniel Caesar),spotify:track:04jVEb76Kw5OrmGtlXlHxI,0.669,0.352,-11.18,0.455,0.322,0.484
95,Hideaway,spotify:track:00BTDWR6xCaGdst6cPKkpF,0.39,0.39,-15.14,0.0529,0.744,0.0771
96,Feel (feat. Lianne La Havas),spotify:track:7MGNHuYwmm9UjQgdVciO1v,0.611,0.134,-13.96,0.0537,0.836,0.081
97,From Now On,spotify:track:3DyDoJibN4Cx2zvvtIVQqE,0.532,0.673,-6.654,0.0322,0.219,0.313
98,Babaji,spotify:track:5OzYi2jOFdouhyovank4wj,0.513,0.544,-7.3,0.033,0.256,0.0862
99,Downstream,spotify:track:5sr9gYvCGCFL97E2EFmnSy,0.433,0.374,-8.639,0.0306,0.872,0.0951
100,Lover Boy,spotify:track:32KA3mC4zolVSzpMC7V8dE,0.345,0.579,-6.036,0.036,0.0341,0.0937
101,Give A Little Bit,spotify:track:6XUHsYE38CEbYunT983O9G,0.531,0.818,-5.358,0.0452,0.0694,0.263
102,Even In The Quietest Moments,spotify:track:4PqGEhQlHBczN9hBbui8eY,0.431,0.598,-7.406,0.0288,0.338,0.131
103,Fool's Overture,spotify:track:5pSSEkT0963muzzIjsVkrs,0.406,0.306,-10.482,0.0372,0.313,0.0727
104,September Song,spotify:track:0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,-6.7,0.0444,0.054,0.0921
105,September Song - Guitar Acoustic,spotify:track:7bMkcxifc4EjIQKw49EC7h,0.593,0.394,-8.946,0.029,0.355,0.121
106,The Mission: Gabriel's Oboe,spotify:track:225fJLttmPO3vj4aqxmvnU,0.161,0.261,-13.907,0.0376,0.978,0.134
107,Miserere,spotify:track:3amCzcn0prNN2mbkpXjo72,0.306,0.0847,-18.283,0.0381,0.917,0.109
108,The Sword,spotify:track:4O1tc5JFn0qRXcRbnX1EwK,0.162,0.0439,-27.085,0.0458,0.978,0.0737
109,Te Deum Guarani,spotify:track:6QLNELfUZWfJBfCRChM9rs,0.298,0.216,-15.714,0.0372,0.984,0.128
110,Gabriel's Oboe,spotify:track:52mJSw7xeoXKRfGACPqlTI,0.0674,0.115,-22.558,0.0482,0.892,0.0878
111,River,spotify:track:6G3o4P2XgU6F1x3HJrVyiW,0.664,0.0687,-21.092,0.0349,0.869,0.0585
112,The Mission,spotify:track:4ypudCmFDkvLrj5DY6VJzj,0.232,0.0928,-23.182,0.0443,0.988,0.0732
113,Climb,spotify:track:7hnCaQEval6RNY94wx7XMv,0.092,0.0738,-18.457,0.0435,0.936,0.173
114,Vita Nostra,spotify:track:0NzVed3pTChmrJSRQL1QYG,0.474,0.362,-14.698,0.0298,0.881,0.0654
115,Carlotta,spotify:track:1RY4eykVMFT4On38o7WKY1,0.594,0.00727,-17.865,0.055,0.849,0.0837
116,Brothers,spotify:track:1bA0ykot0FXsQZ2QYgErSD,0.295,0.213,-18.724,0.0487,0.99,0.0845
117,Falls,spotify:track:73DOPGOfWFTdxj8CdW9A6L,0.109,0.125,-18.873,0.0392,0.961,0.0972
118,On Earth As It Is In Heaven,spotify:track:0DefmqHMWLchBf3VyLTYKq,0.424,0.212,-19.552,0.0275,0.967,0.0482
119,Gabriel's Oboe,spotify:track:6opPrJUpq4Pl5c84eCwLmo,0.233,0.195,-17.202,0.0461,0.96,0.0793
120,The Mission: Gabriel's Oboe,spotify:track:4tZIHyRe46VpgRYMJWcqPO,0.161,0.261,-13.907,0.0376,0.978,0.134
121,"Circle of Life - From ""The Lion King""/ Soundtrack",spotify:track:0HU5JnVaKNTWf6GykV9Zn8,0.402,0.391,-16.112,0.0406,0.0634,0.296
122,The Name Of The Game,spotify:track:1XgCkYbSfqNBIWTppsMsMv,0.621,0.646,-7.059,0.0285,0.274,0.0464
123,Can't Take My Eyes off You - 2007 Remaster,spotify:track:1qcOwwX5SvRcLQls0jDXMa,0.577,0.82,-5.343,0.0533,0.371,0.0641
124,Who Loves You,spotify:track:587P51HbZkZCjq9foest2V,0.693,0.727,-9.643,0.0543,0.0437,0.142
125,"December, 1963 (Oh What a Night!)",spotify:track:7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,-9.568,0.0253,0.058,0.0414
126,If the World Was Ending,spotify:track:5nzZGxQGfIc117nKyCQV8G,0.479,0.399,-9.255,0.0693,0.759,0.19
127,If the World Was Ending - feat. Julia Michaels,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,-10.086,0.129,0.866,0.109
128,I Don't Want to Talk About It - 1989 Version,spotify:track:6OPi0rUWmRWJhe1BjeOlJb,0.477,0.452,-10.682,0.0285,0.413,0.258
129,I Don't Want to Talk About It - 2012 Remaster,spotify:track:3idQKsObDAmfcIgz220iak,0.509,0.397,-9.171,0.0277,0.743,0.131
130,Mainstreet,spotify:track:0XVR94voJPToKX1XoOw0ot,0.505,0.747,-5.422,0.0308,0.064,0.244
131,Wheat Kings,spotify:track:53o05J0uSWOedPwN4Z0oyo,0.538,0.231,-17.375,0.032,0.425,0.118
132,"10,000 Hours (with Justin Bieber)",spotify:track:2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,-4.644,0.0259,0.153,0.111
133,Long Time Running,spotify:track:21c2GKryM716pv7NqDvykS,0.402,0.297,-9.83,0.0461,0.71,0.102
134,And So It Goes,spotify:track:1u7kQUb3lQcpHaYRfia13A,0.433,0.0871,-14.532,0.0341,0.91,0.113
135,O Magnum Mysterium,spotify:track:6JILuUvZmIC9aUnfInMSpQ,0.156,0.032,-25.919,0.0402,0.994,0.0773
136,Solsbury Hill,spotify:track:6vZZtivPrtpggT5SSXsYTy,0.678,0.631,-8.624,0.0301,0.355,0.376
137,"Spaseniye sodelal yesi posrede zemli (Salvation is Created), Op. 25, No. 5",spotify:track:0xmyzDblNF2iyiQTdGtG9u,0.159,0.0181,-26.629,0.0454,0.989,0.0616
138,I Would Be True (Irish Folk-Tune),spotify:track:5Al6V1M15hB7cfNzlOHFNk,0.241,0.106,-21.942,0.046,0.987,0.123
139,Storms in Africa,spotify:track:4kY6ePKuSFjPUW7pqI57Mk,0.499,0.177,-23.449,0.0341,0.837,0.107
140,Only Time,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,-13.744,0.0301,0.841,0.112
141,Geistliches Lied Op. 30,spotify:track:0FldhGHYh36vlLJIXrxqus,0.178,0.141,-21.639,0.0421,0.948,0.124
142,Cantate Domino,spotify:track:4faZ04TttU8PZ22WyP6xKu,0.142,0.186,-21.826,0.058,0.985,0.248
143,Les Chansons Des Roses: IV. La Rose Complète,spotify:track:3Gq6XIb071z9qeEMfK7Ykq,0.167,0.0239,-28.652,0.0395,0.987,0.102
144,Requiem: In Remembrance,spotify:track:0zvFcwf7uKie6J6ISsLoCy,0.0972,0.0732,-31.606,0.0494,0.982,0.0767
145,Indodana,spotify:track:6D2fY8zzKYnikKaVsDbDAJ,0.193,0.1,-22.57,0.0394,0.966,0.113
146,When I Need A Friend,spotify:track:0UvUivL70eDwhTWBd8S38I,0.141,0.28,-18.225,0.0618,0.921,0.135
147,We Hymn Thee,spotify:track:5Zce99quHtHmUXaETn3vf2,0.171,0.00347,-46.543,0.0474,0.987,0.107
148,Everywhere - 2017 Remaster,spotify:track:254bXAqt3zP6P50BdQvEsq,0.73,0.487,-10.991,0.0303,0.258,0.0852
149,iMi,spotify:track:5p2vqFW6PVyE38GJlCVIHv,0.489,0.396,-11.57,0.053,0.889,0.203
150,Blindsided,spotify:track:4cTD99OSLy19Uh2exKRQNa,0.671,0.147,-18.626,0.0366,0.958,0.144
151,Re: Stacks,spotify:track:2LthqyP0MLhGUBICwR1535,0.676,0.0812,-22.846,0.0398,0.979,0.118
152,For Emma,spotify:track:0mP897I93DZwdgtjkSriwj,0.669,0.613,-11.12,0.036,0.487,0.132
153,Team,spotify:track:2WNJUbFqc5cZBKUq6O4tpm,0.608,0.768,-15.33,0.0614,0.142,0.0936
154,Creature Fear,spotify:track:7H2zem6ynyk67mqqXDIwDS,0.39,0.129,-15.872,0.0519,0.928,0.271
155,Lump Sum,spotify:track:0kz4nEVFUNcYXLgzOKQnWh,0.478,0.321,-17.715,0.129,0.941,0.133
156,The Wolves (Act I and II),spotify:track:2K9aNlFNoh2UVY7K7iPMnS,0.466,0.165,-16.0,0.0486,0.774,0.0888
157,All of the Stars,spotify:track:3Th56VIq2sEaEmPPETu7p5,0.54,0.557,-6.097,0.0259,0.00886,0.307
158,You & Me - Live in Paris,spotify:track:0aQQdwWsM4JizazUmE83UB,0.512,0.46,-11.353,0.0287,0.636,0.848
159,You & Me - Flume Remix,spotify:track:1OWPYsuHD3AaYpFGtTk1IO,0.593,0.392,-6.872,0.0257,0.382,0.131
160,Never Be Like You (feat. Kai),spotify:track:5WI2ltQIdwgzf1SNE76JyR,0.444,0.557,-5.476,0.0602,0.453,0.152
161,Sh'Diah,spotify:track:0Ncb7nwBtO0cl9SwuSTHwH,0.244,0.261,-11.007,0.03,0.888,0.15
162,I Need My Girl,spotify:track:7rbCL7W893Zonbfnevku5s,0.523,0.438,-11.49,0.0356,0.867,0.123
163,Bloom - Bonus Track,spotify:track:41yIvlFgvGwxq8qTqAR7eG,0.592,0.416,-9.794,0.0246,0.882,0.112
164,Yi,spotify:track:1sgBtdd3OgBABV9L5tM8K8,0.661,0.407,-21.583,0.747,0.73,0.862
165,Jelmore,spotify:track:0v3PdoLZrm0RVfS8sHnADp,0.323,0.242,-10.955,0.073,0.979,0.0911
166,Brighter!,spotify:track:2EbL9RN1CpNav0UzTQVRdm,0.625,0.469,-11.292,0.0251,0.217,0.124
167,From Gold,spotify:track:3AQhXfkD5BijatJVv2DsJV,0.391,0.435,-13.318,0.0364,0.921,0.0937
168,Salem,spotify:track:0Kp0CPUzFcEqhBbHoRKtbm,0.567,0.483,-10.803,0.04,0.76,0.174
169,Naked as We Came,spotify:track:1lUdXbhl6u6QMQZRTAhlWW,0.365,0.208,-16.734,0.0363,0.63,0.106
170,Arms,spotify:track:48HT7Zzd3We4ZjG82lsbdK,0.41,0.141,-18.564,0.0337,0.931,0.118
171,Time After Time,spotify:track:5kOBEsqVNwi4udPRbagNIV,0.628,0.248,-13.304,0.032,0.814,0.111
172,Death with Dignity,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,0.51,0.16,-21.03,0.0395,0.986,0.113
173,We Don't Eat,spotify:track:2Fpf5a5fGDWSHNj1iIPc5W,0.458,0.373,-12.432,0.0472,0.896,0.122
174,Scared,spotify:track:6sW8kBQjLE0Jh4JPw43riO,0.505,0.4,-8.401,0.0324,0.453,0.125
175,Bobcaygeon,spotify:track:1L7Sp4k1fP1sAVRqUw1CWQ,0.408,0.689,-6.118,0.039,0.212,0.171
176,"Grace, Too",spotify:track:0qC02cAOQmm4eJR4Kn9pcY,0.469,0.543,-9.132,0.0296,0.00438,0.0886
177,Flume,spotify:track:12DA0XIh6NqwthSOQ4d9af,0.456,0.152,-16.977,0.0337,0.921,0.11
178,Bad Time,spotify:track:5h2XR7VWvJ7jPhbvCyuYee,0.56,0.916,-3.72,0.0393,0.228,0.0969
179,Hold Me While You Wait,spotify:track:60iSKGrGazRzICtMjADNSM,0.688,0.53,-5.507,0.0333,0.443,0.0995
180,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5.679,0.0319,0.751,0.105
181,Pink Rabbits,spotify:track:193ZaXTaD0dPz66pUYS3SQ,0.501,0.657,-7.332,0.0443,0.789,0.0908
182,Shallow,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,-6.362,0.0308,0.371,0.231
183,"Piano Sonata No. 21 in C Major, Op. 53, ""Waldstein"": III. Rondo: Allegretto moderato - Prestissimo",spotify:track:73hMuvtzMhIOIas4RC7tMp,0.387,0.0327,-25.398,0.0337,0.982,0.0668
184,Rocket Man (I Think It's Going To Be A Long Long Time),spotify:track:2zvot9pY2FNl1E94kc4K8M,0.601,0.532,-9.119,0.0286,0.432,0.0925
185,Your Song - Remastered,spotify:track:2bUXfclD8DwJwwUENtSCWu,0.555,0.336,-9.916,0.0296,0.821,0.089
186,Port of Call,spotify:track:1DyokmQ7JjJIoYpgCq4JG5,0.598,0.494,-8.253,0.0278,0.79,0.295
187,When I Die,spotify:track:3J53aCv1bxqwe5EkBSqzO5,0.423,0.612,-7.24,0.0342,0.0305,0.291
188,Landslide,spotify:track:0PV6IYqZ1yXxaON7kxGsm4,0.537,0.841,-5.777,0.0316,0.323,0.105
189,Gibraltar,spotify:track:5WUxLqUKQdEZ5oW3uZiSni,0.75,0.292,-8.988,0.0357,0.714,0.118
190,Santa Fe,spotify:track:3gQZdiGlObKaY274Q3lnoH,0.728,0.679,-6.764,0.0271,0.299,0.11
191,Postcards from Italy,spotify:track:4qBHDoJFUUSvTa4aZJfEuw,0.621,0.569,-7.318,0.0297,0.928,0.115
192,Elephant Gun,spotify:track:0MtVmhAx6CxNuxFIUc6Mj9,0.171,0.626,-8.677,0.0486,0.873,0.0681
193,Varieties of Exile,spotify:track:026OCabht6zFyPRLCPBBzY,0.456,0.663,-8.067,0.0329,0.374,0.0762
194,It Never Rains in Southern California,spotify:track:6tunhVGD8C05MZNjSVIsjw,0.626,0.565,-10.027,0.0271,0.124,0.0811
195,Baba O'Riley - Remix,spotify:track:0TzCim4sBQZ9N0AAG25lOM,0.404,0.589,-11.131,0.0396,0.364,0.196
196,My Sweet Lord - Remastered 2014,spotify:track:0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,-8.913,0.0335,0.0972,0.0832
197,Piano Man,spotify:track:3FCto7hnn1shUyZL42YgfO,0.334,0.472,-8.792,0.0277,0.6,0.317
198,Come and Get Your Love,spotify:track:5519RhpzObr9Mn3iqoeodJ,0.674,0.785,-6.126,0.0535,0.127,0.0764
199,I Feel It Coming,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,-5.946,0.118,0.428,0.0679
200,Thunder Road,spotify:track:56lhDZNQ5J47aog6mGKeGk,0.369,0.758,-5.871,0.0364,0.623,0.531
201,Dreamboat Annie,spotify:track:7IyuwRPPNq6gYI1vzqKsrU,0.497,0.409,-15.649,0.0335,0.142,0.185
202,She's Out of My Life - Demo,spotify:track:3oiEFdnT6VWhlrDjCYxxyk,0.492,0.0677,-16.376,0.043,0.818,0.0813
203,Earth Song - Remastered Version,spotify:track:2BMCVC1kKFxiw1fy5CpwAh,0.511,0.454,-6.802,0.0314,0.45,0.0865
204,Human Nature,spotify:track:7jcDPNcPbX5dy2yw8yUsBO,0.633,0.518,-10.046,0.0286,0.569,0.271
205,You Are Not Alone,spotify:track:3AoeaZs8dFemFJr3JdzOL0,0.651,0.402,-9.303,0.028,0.639,0.0765
206,Heal the World,spotify:track:7woW97CfcWaKtuC6W5BP2K,0.545,0.485,-8.045,0.0485,0.537,0.104
207,A Beautiful Sea,spotify:track:5EsjSTpYqT4OasWIUiEklb,0.57,0.8,-6.936,0.0304,0.0194,0.277
208,Up,spotify:track:44TV58bBAJnBO9keXGFUJM,0.668,0.427,-9.232,0.0338,0.0803,0.284
209,Lost Without You,spotify:track:6EelrDeZGS0Z81NhXevtrJ,0.409,0.137,-9.169,0.0446,0.928,0.0706
