,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
210,When We Were Young,spotify:track:7ilS0BPWS8ek2P2GaxH3cP,0.377,0.595,-5.936,0.0489,0.303,0.095
211,Heartbeats,spotify:track:2S6ke1uHlqyqfU9ixg9rQH,0.433,0.198,-12.18,0.0351,0.899,0.151
212,Photograph,spotify:track:1hwN2eAwsXgktvw9Qe8TrP,0.617,0.696,-12.739,0.0282,0.0155,0.108
213,The Wind,spotify:track:1rHMg7t3LICgfTl2OsDn46,0.758,0.187,-18.963,0.0437,0.927,0.122
214,The Long And Winding Road - Remastered 2009,spotify:track:3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,-10.096,0.0279,0.756,0.0559
215,Killing Me,spotify:track:7rzAHrmTxLRRyrYDlcFR1U,0.455,0.224,-8.13,0.0323,0.899,0.0925
216,What If This Is All The Love You Ever Get?,spotify:track:5CZ1XU3DiHnhGM3NpySKyh,0.698,0.122,-10.132,0.0569,0.959,0.0948
217,The Lakes,spotify:track:5KK2jdGKWhW9TAkagdUEE9,0.42,0.427,-9.565,0.0282,0.481,0.106
218,Goshen,spotify:track:3tnC1ZyTZra63cuDlaQrXy,0.287,0.264,-9.857,0.0267,0.831,0.0968
219,Chasing Cars,spotify:track:11bD1JtSjlIgKgZG2134DZ,0.563,0.592,-4.571,0.0276,0.209,0.132
220,I Only Know - What I Know Now,spotify:track:6uknuuAG4PkPmNu3trIELV,0.508,0.288,-17.021,0.0824,0.357,0.0744
221,My Willing Heart,spotify:track:2pKmB8t9HNJfW4bVFmnu1v,0.5,0.172,-13.501,0.0398,0.763,0.0838
222,Timeless,spotify:track:2ZSFgKhbrnwgWm1fGNuXz3,0.69,0.329,-10.7,0.0337,0.0632,0.122
223,Points,spotify:track:6vkmPY29nHhybgA8S8AyGb,0.279,0.227,-17.144,0.0501,0.92,0.16
224,Fall Creek Boys Choir,spotify:track:4ldAHJkji64Ke0WlxL9fj9,0.556,0.269,-12.234,0.0502,0.946,0.0834
225,Love Me In Whatever Way,spotify:track:6pGqjFdeCbDhlHtRK3VEj7,0.318,0.468,-11.578,0.0851,0.856,0.188
226,Radio Silence,spotify:track:0ZPPbwJD2WVU8HdMsVtChk,0.532,0.412,-9.641,0.0319,0.773,0.106
227,The Wilhelm Scream,spotify:track:688DZF6e1MH5Uf409dwaHm,0.546,0.291,-12.252,0.138,0.784,0.0894
228,Winter Birds,spotify:track:56YkpkKgo432vro5Kt3F4D,0.522,0.0471,-14.708,0.0381,0.864,0.124
229,"Lions, Tigers & Bears",spotify:track:7zqM7Wm2xJLZ50qAnTLoHD,0.576,0.515,-6.178,0.0295,0.0788,0.118
230,Retrograde,spotify:track:2IqjKEBiz0CdLKdkXhxw84,0.533,0.251,-11.283,0.0372,0.873,0.134
231,Vincent,spotify:track:0hQkqM37pYkOuWDDoxk3Ce,0.426,0.0906,-17.423,0.0484,0.967,0.0877
232,Torch Song,spotify:track:1gsgLwatCiw4b26UzvdY9T,0.465,0.621,-9.267,0.0292,0.662,0.102
233,These Quiet Times,spotify:track:5RyZ9anytY9FX28xz9m04J,0.551,0.572,-8.274,0.025,0.829,0.101
234,Why,spotify:track:2fYYmPNwDaNpw1KRSxpQ5H,0.531,0.471,-9.267,0.0236,0.28,0.133
235,American Pie,spotify:track:2QgWuCtBpNIpl5trmKCxRf,0.526,0.509,-10.893,0.0628,0.6,0.144
236,Invisible - Single Version,spotify:track:170Xk9uyoGQKoJcRgE0jZk,0.628,0.801,-6.146,0.027,0.102,0.0949
237,Only You - 1999 Mix,spotify:track:205jljonE9xabEhnLRQuQT,0.823,0.693,-6.816,0.0279,0.326,0.0802
238,Only You,spotify:track:3UIXmHdXWroLttiNWNeDlz,0.748,0.559,-8.078,0.0362,0.204,0.0982
239,"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",spotify:track:3skk6UIXV4kepq2bdYy97g,0.417,0.425,-11.689,0.062,0.0418,0.0897
240,Limit To Your Love,spotify:track:33BnSMHgX0AsbKSIbkuMwh,0.775,0.281,-10.216,0.096,0.549,0.0941
241,I Need A Forest Fire,spotify:track:0TLAptKgYxe7F0KewWH6X6,0.293,0.29,-11.596,0.0454,0.696,0.1
242,A Case Of You,spotify:track:6tNrUI6H15kqWBff0HcEZr,0.459,0.276,-11.192,0.08,0.933,0.114
243,I Don't Know How To Love Him (Glee Cast Version),spotify:track:02Ybr92oVKaMykhM3SfTqK,0.431,0.475,-6.349,0.0259,0.841,0.108
244,I Don't Know How To Love Him,spotify:track:6DSq5IghuzKhH3AYatSb6h,0.284,0.396,-6.761,0.028,0.699,0.129
245,Lost Boy,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,-15.099,0.0534,0.965,0.0889
246,Kiss Me,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,0.589,0.227,-16.67,0.0498,0.64,0.0248
247,This,spotify:track:0pJfsPQesJyCnR5XWZyvj9,0.588,0.0929,-14.301,0.0443,0.95,0.128
248,Forever And Almost Always,spotify:track:1kcSxFrGtb8HSLdc7AWenO,0.554,0.276,-6.474,0.0303,0.889,0.112
249,Leave Your Lover,spotify:track:4bdPdSIHu8OeWpLWEEB2ts,0.448,0.255,-8.729,0.0387,0.944,0.104
250,I'll Follow You,spotify:track:1KGU8NoWemAXIgfFoenfzk,0.182,0.337,-9.528,0.0307,0.909,0.113
251,Let Her Go,spotify:track:6GmUVqe73u5YRfUUynZK6I,0.479,0.545,-7.346,0.0688,0.365,0.0963
252,Give Me Love,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0.526,0.328,-9.864,0.0461,0.694,0.112
253,Run to You,spotify:track:5SzDZJAxd49lckDqJpADTj,0.24,0.0622,-10.022,0.0327,0.857,0.104
254,Poison & Wine,spotify:track:3wsZYuHJrk3lssa7V7jvye,0.285,0.186,-12.729,0.0288,0.76,0.104
255,Say Something,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,-8.822,0.0355,0.857,0.0913
256,Mad World,spotify:track:3GZyz9MvyHVRUMP9nSEfzR,0.586,0.115,-13.64,0.0311,0.969,0.105
257,Knockin' On Heaven's Door,spotify:track:2GSFSTeDDRw9WXpc63T6up,0.526,0.118,-14.455,0.0444,0.983,0.111
258,You'll Be In My Heart,spotify:track:0xEIhF83JaaXLG0RPUViHJ,0.569,0.739,-6.54,0.03,0.0644,0.0922
259,Wake Me Up,spotify:track:0ygAYQQy7bfDN6gH640bbl,0.616,0.209,-13.43,0.406,0.902,0.139
260,I Got Some Moves,spotify:track:7oBdcuCtau3lPfBJKONKt6,0.297,0.28,-13.071,0.0348,0.495,0.1
261,Far Away Blues,spotify:track:2ZZTCLRLn9FaQqReqVDVKK,0.328,0.0873,-26.225,0.0541,0.668,0.328
262,Come Back Down,spotify:track:2VDRYl9C0VYtdjQy9l3qDM,0.423,0.413,-10.371,0.0306,0.301,0.112
263,Suitcase,spotify:track:5T1FwpWK6LWOTXqBU4uQTI,0.301,0.0787,-17.36,0.0419,0.957,0.116
264,Waiting On the World to Change,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,-5.82,0.115,0.159,0.249
265,Your Body Is a Wonderland,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,0.647,0.729,-6.251,0.0236,0.0206,0.134
266,XO,spotify:track:7cpCU3Denug5NGZsSpQl8v,0.431,0.377,-9.753,0.0288,0.749,0.211
267,This Is The Last Time,spotify:track:4l9gNfeexV0FJ7traSwtNf,0.524,0.763,-6.732,0.0308,0.00196,0.125
268,Silenced By The Night,spotify:track:0BhGZmaQ1SET53qGkGvwxD,0.515,0.809,-5.051,0.0288,0.00188,0.0983
269,Sovereign Light Café,spotify:track:4QRkCwqwHFaZ7xeoR9CHL6,0.535,0.725,-5.861,0.0302,0.013,0.156
270,"Tear Up This Town - Orchestral Version / From ""A Monster Calls"" Original Motion Picture Soundtrack",spotify:track:2zk3PHJUr75UgIosDoopBG,0.527,0.624,-8.951,0.0352,0.4,0.1
271,Atlantic,spotify:track:3LdKufJAbl8faACLyn73dI,0.477,0.791,-6.815,0.0329,0.00378,0.0852
272,Try Again,spotify:track:4gDeFO5FbKDvsoNvkLYIq8,0.472,0.521,-6.042,0.0288,0.182,0.0882
273,Bend & Break,spotify:track:1hoyGI5Hj81BT7Rkb9uXGF,0.471,0.843,-3.592,0.0295,0.000734,0.163
274,Everybody's Changing,spotify:track:5hkdfA87RZvNaxl6XiveOA,0.515,0.835,-3.564,0.0293,0.00146,0.101
275,Your Eyes Open,spotify:track:7g6rAe8WxaDMYV8VmH6Rqv,0.537,0.784,-5.705,0.0299,0.000454,0.239
276,She Has No Time,spotify:track:6nVDI0zfw7RDlNvbjkUWhf,0.528,0.565,-8.857,0.0313,0.512,0.0707
277,Can't Stop Now,spotify:track:5FY2njcIQptvWO1sboVbuk,0.514,0.725,-4.11,0.0306,0.00593,0.143
278,Sunshine,spotify:track:2ZJx6l80uxWnYhVLZybbPh,0.587,0.755,-6.414,0.0256,0.425,0.104
279,Untitled 1,spotify:track:6QnSX0c7FgfIfPw8uDOXfF,0.586,0.775,-7.222,0.0279,0.0157,0.0686
280,Hamburg Song,spotify:track:02jZMEqhrdFHFt1D4aBAVo,0.4,0.187,-11.204,0.0382,0.926,0.0906
281,Somewhere Only We Know,spotify:track:0ll8uFnc0nANY35E0Lfxvg,0.453,0.655,-4.22,0.0259,0.0794,0.0849
282,Woods,spotify:track:35zX9FPuA6qg9bqx79eskS,0.193,0.352,-10.821,0.0921,0.936,0.102
283,Fall Creek Boys Choir,spotify:track:2BMx3N1HFThlRbiScVcDez,0.4,0.259,-13.135,0.0617,0.943,0.1
284,Lost In The World,spotify:track:2Im64pIz6m0EJKdUe6eZ8r,0.608,0.746,-5.249,0.184,0.115,0.427
285,Skinny Love,spotify:track:2cbic3TiUENlJX91y67ARR,0.593,0.263,-14.029,0.0567,0.844,0.127
286,Best Day Of My Life,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,-2.392,0.0346,0.0591,0.0558
287,Let It Go,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.546,0.311,-10.396,0.0288,0.818,0.107
288,On Top Of The World,spotify:track:6Qj1WXW41Mn3Fh9V2sHphM,0.635,0.926,-5.589,0.151,0.0893,0.0928
289,America's Sweetheart,spotify:track:2NcstvY8H9PVQ0DMNGHckh,0.528,0.928,-3.925,0.0664,0.0208,0.376
290,Sweet Creature,spotify:track:5kRPPEWFJIMox5qIkQkiz5,0.427,0.262,-8.541,0.0276,0.746,0.068
291,Photograph,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,-10.48,0.0476,0.607,0.0986
292,Work,spotify:track:32lmL4vQAAotg6MrJnhlQZ,0.725,0.534,-6.238,0.0946,0.0752,0.0919
293,Malibu,spotify:track:2habSXqcJGExM6JJyskY7O,0.565,0.782,-6.413,0.0506,0.0577,0.0757
294,Pretty Girl - Cheat Codes X CADE Remix,spotify:track:39IsH7B5byx8NRlEKlZVg9,0.703,0.868,-4.661,0.0291,0.15,0.104
295,Something Just Like This,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,-6.769,0.0317,0.0498,0.164
296,It Ain't Me - Tiësto's AFTR:HRS Remix,spotify:track:6PnfLB5Z1DtXFMqhNn6wDY,0.645,0.657,-5.362,0.084,0.0162,0.0607
297,One Dance,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,-5.609,0.0536,0.00776,0.329
298,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",spotify:track:3DXncPQOG4VBw3QHh3S817,0.609,0.668,-4.284,0.0367,0.0552,0.167
299,Shape of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,-3.183,0.0802,0.581,0.0931
300,Castle on the Hill,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,-4.868,0.0989,0.0232,0.14
