,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
16,Demons,spotify:track:77UXyXy6qie0sOtLdEIH4A,0.458,0.378,-11.354,0.15,0.416,0.0966
17,Call Me,spotify:track:1xpXnpIpuvzpx9jz15baJF,0.678,0.395,-8.639,0.12,0.411,0.122
18,Something Real (with London On Da Track & Chris Brown),spotify:track:4otQJBpb8okSeykALR3eCH,0.685,0.667,-3.837,0.0365,0.0564,0.115
19,Valerie,spotify:track:4fLnXd56RsWN4ZBtb9TegQ,0.641,0.539,-6.351,0.0463,0.346,0.0837
20,Used To Love You,spotify:track:7nOtXCM1w97j4KeBRH2rPj,0.621,0.461,-7.65,0.0713,0.24,0.12
21,What About Me (feat. Post Malone),spotify:track:6lTLgWznUomxzmQpkqGPdF,0.774,0.458,-6.45,0.042,0.0278,0.133
22,Treat Me Like Somebody,spotify:track:2mx4wF6IW1mfZmWtENDBUU,0.529,0.36,-10.84,0.113,0.474,0.0446
23,Levitating (feat. DaBaby),spotify:track:463CkQjx2Zk1yXoBuierM9,0.702,0.825,-3.787,0.0601,0.00883,0.0674
24,Dark Paradise,spotify:track:48ae9wfgrP5ArdRpMiBTQo,0.578,0.639,-8.346,0.0638,0.12,0.135
25,Everything,spotify:track:2TSDtbnjwM14Hcaau0MrEI,0.64,0.651,-5.578,0.0694,0.0798,0.111
26,Sensei,spotify:track:609xDejvWBG3sBUAfvKUTC,0.812,0.803,-4.93,0.163,0.266,0.0589
27,Kontrol,spotify:track:1090OWoP6JTpYAaSSEBvGy,0.868,0.521,-6.902,0.0512,0.281,0.0992
28,Nakhre (Eyes on You 2),spotify:track:7cPvawYOfGFay7TANURYEO,0.686,0.875,-5.798,0.0473,0.000511,0.412
29,Come Over (feat. Popcaan),spotify:track:58mtgcQVZ56NgWHKsN94nD,0.702,0.652,-5.587,0.318,0.0608,0.277
30,Session 32,spotify:track:2ktg2oZDyFAX3iY1QNkXl5,0.574,0.123,-13.959,0.196,0.894,0.118
31,The Worst,spotify:track:2wBCrtJS3E3TimRZ5MElTI,0.539,0.414,-9.156,0.0601,0.253,0.143
32,Gonna Love Me,spotify:track:3nXrCAE44KlevAkQB2XWcN,0.514,0.506,-7.095,0.28,0.402,0.191
33,Hit Different,spotify:track:7Bar1kLTmsRmH6FCKKMEyU,0.679,0.516,-6.371,0.0452,0.199,0.0965
34,Comfortable,spotify:track:3f3cliOygeuUpGRwdohy12,0.429,0.399,-11.679,0.0893,0.632,0.087
35,Janib-Sajde Kiye Hain,spotify:track:79Lyg0iwzj4SnXR8gPgIFO,0.418,0.563,-8.227,0.0483,0.629,0.186
36,Teri Meri-Phir Se,spotify:track:35FEaaBfaB7iIQRRdT5PQl,0.596,0.442,-8.66,0.0321,0.81,0.111
37,O Saathi-Humsafar,spotify:track:1pBh6y0y6qZKhBoiUI3cJb,0.385,0.477,-8.656,0.0489,0.591,0.123
38,Tum Hi Ho-Rehnuma,spotify:track:23vqIK7cx6OHoC43VwxvqM,0.448,0.571,-6.05,0.0323,0.744,0.194
39,Dilbar-Ishare Tere-Tere Te,spotify:track:5BCYVuxnCxQb5r3JEQb63F,0.64,0.85,-3.766,0.0919,0.297,0.112
40,Tumhe Apna Banane Ka-Chand Chhupa,spotify:track:6aXlO1s1XyCapXoA8WUtEJ,0.556,0.534,-8.322,0.0357,0.65,0.122
41,Sanam Re-Phir Mohabbat,spotify:track:3GJmxOa2CSlakYKX9TOe1F,0.654,0.329,-11.989,0.0315,0.821,0.0909
42,Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh,spotify:track:2b91QnfidZklQxVUQRLaVr,0.659,0.547,-7.233,0.0516,0.21,0.0762
43,Tera Yaar Hoon Main-Yaar Mod Do,spotify:track:6nlzfaq7OiPofnL2CBy7qe,0.332,0.391,-9.857,0.0336,0.874,0.0973
44,To Die For - Madism Remix,spotify:track:0lV1nrpDhrDtCQNsnjIr3v,0.596,0.657,-5.108,0.0387,0.646,0.102
45,To Die For - Acoustic,spotify:track:4DyYFJt4ihkt5cRU5TC3Hx,0.586,0.255,-9.915,0.0388,0.967,0.124
46,Love Is A Losing Game,spotify:track:0FDabUXsNRn1yS65CzEF2Y,0.24,0.232,-8.934,0.0351,0.948,0.11
47,Pray,spotify:track:59ljpSFcgtfWJKS3vqG27R,0.535,0.382,-9.465,0.0426,0.282,0.0865
48,Scars,spotify:track:2OluMwzMSfrOnyUFeR57QS,0.567,0.399,-10.385,0.0981,0.759,0.119
49,One Day At A Time,spotify:track:2weuLbzYrptvPuAWykOI0V,0.502,0.32,-7.95,0.0342,0.775,0.113
50,"Fire On Fire - From ""Watership Down""",spotify:track:5rFj8OzffT0iggSjcBaeND,0.584,0.407,-7.356,0.046,0.476,0.18
51,We Don't Have To Take Our Clothes Off,spotify:track:61iyAeMVUNu7vIVqedsBFB,0.565,0.176,-9.254,0.0419,0.956,0.108
52,Better,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,0.442,0.585,-10.332,0.0964,0.0984,0.14
53,Touch and Go,spotify:track:763p5nkQytkOE7xmsFyu8y,0.812,0.542,-5.403,0.0444,0.294,0.141
54,Sick in the Head,spotify:track:6Do32cjp3ToopEDnHtG77C,0.866,0.474,-8.74,0.0586,0.0213,0.103
55,Closer,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,-6.461,0.0766,0.028,0.152
56,Burn,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,-7.161,0.108,0.314,0.12
57,STARGAZING,spotify:track:7wBJfHzpfI3032CSD7CE2m,0.487,0.789,-3.69,0.044,0.00947,0.189
58,Arabian Dance,spotify:track:5XtqMWQ83SCRMXYeRlpx5Q,0.688,0.72,-6.827,0.0409,0.00545,0.0832
59,Foolish,spotify:track:6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,-5.763,0.0532,0.347,0.106
60,I Was Made For Loving You,spotify:track:1Xwh83YOFQARZ3QXscP123,0.417,0.349,-11.984,0.0285,0.346,0.0963
61,Never Enough,spotify:track:5CsDo9j3N4yFZNCN1h9loS,0.777,0.716,-5.327,0.347,0.294,0.665
62,Like Toy Soldiers,spotify:track:6CN3e26iQSj1N5lomh0mfO,0.52,0.768,-3.489,0.359,0.0193,0.104
63,Say What You Say,spotify:track:4EQkcrSLF3QdlwNca7sMXY,0.89,0.541,-3.672,0.418,0.179,0.167
64,Who Knew,spotify:track:15joiMls8SpP1VtGivYh6i,0.855,0.596,-4.147,0.307,0.135,0.139
65,Criminal,spotify:track:18ohWhzbMCynq5QJ68ifkW,0.81,0.724,-6.153,0.268,0.127,0.306
66,Lean on Me,spotify:track:3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,-13.843,0.0667,0.782,0.124
67,Lean on Me - ArtistsCAN,spotify:track:7ejusxgMqURCcMQa0fdOwl,0.54,0.739,-3.904,0.034,0.18,0.151
68,Alone Again,spotify:track:1Hpe55FfvUHQF9rAT9iXB5,0.487,0.809,-5.094,0.0345,0.109,0.13
69,Without You,spotify:track:3Ec0xJayuykiO6ZhpVWtxF,0.473,0.543,-8.112,0.0421,0.169,0.0871
70,Clarity,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.509,0.781,-3.48,0.072,0.0398,0.0749
71,Robbery,spotify:track:5iAxcPoyxt0HWU5sZToqe5,0.685,0.748,-7.558,0.0959,0.306,0.183
72,Waves - Robin Schulz Radio Edit,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,-9.334,0.0369,0.00821,0.0829
73,Electric,spotify:track:1O7h8bA4FHqZEi2y9xCDtK,0.917,0.68,-5.966,0.137,0.0488,0.126
74,Night Like This,spotify:track:6LEdMwnQo6sZAhN5rTSQ9l,0.767,0.633,-6.331,0.0501,0.00438,0.0424
75,Some Things Never Change,spotify:track:4Xbotg4PCLJw9cDx2dtZLK,0.566,0.543,-4.485,0.0314,0.613,0.106
76,Kyun Rabba,spotify:track:68QwG6Ni1jFQc5Fit2iXp0,0.336,0.704,-7.928,0.0472,0.27,0.107
77,Kal Ho Naa Ho - Sad,spotify:track:4lUCGBxMfX94HYiSz9xjMy,0.585,0.467,-7.957,0.0307,0.347,0.0878
78,Picture Perfect,spotify:track:2albzwEMSQ8CofY0cQblSt,0.587,0.572,-8.689,0.194,0.0125,0.135
79,Neighbors Know My Name,spotify:track:6jvvpPJQJy5rMOEkLlADl6,0.663,0.693,-5.776,0.0635,0.0379,0.162
80,Foreign Remix (feat. Justin Bieber),spotify:track:2rpWXKjsErmTQWSbxjvHH3,0.709,0.583,-6.814,0.0595,0.137,0.395
81,Angels,spotify:track:67kXYrMTQbS7MVbXyGyxHm,0.472,0.265,-10.059,0.0356,0.959,0.1
82,Good To You,spotify:track:3eDBBDWXkmH6chzPZhuajx,0.405,0.703,-4.893,0.0463,0.0213,0.217
83,Live For,spotify:track:6ts66zbyvqPLxZkIIK2Lwr,0.617,0.676,-7.652,0.105,0.539,0.113
84,I Know What You Want (feat. Flipmode Squad),spotify:track:3oairMMtNVnUppKwroxou4,0.658,0.771,-4.318,0.271,0.016,0.654
85,Break Ya Neck,spotify:track:7gKgd0P3dAAePiSQQBqrlf,0.82,0.809,-6.759,0.251,0.443,0.0613
86,Ye,spotify:track:3FskQrDXcY24ur2fCvz35O,0.503,0.592,-5.923,0.444,0.0181,0.169
87,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd,0.816,0.781,-4.237,0.0425,0.692,0.0835
88,Location (feat. Burna Boy),spotify:track:3z4CGd63tpUn9a6oQSG0CI,0.812,0.496,-5.969,0.297,0.271,0.0955
89,dropout (w/ blackbear),spotify:track:1hV0Ue00iyNCZvb1n0VyGf,0.699,0.322,-11.429,0.0634,0.214,0.0993
90,Doin' Time,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,0.649,0.538,-11.196,0.0519,0.372,0.0951
91,Courage to Change,spotify:track:2MbgQKWhoii8bqsMBWWWgA,0.307,0.606,-5.567,0.0347,0.0927,0.357
92,Always Forever,spotify:track:348V56M6i1xDGDqTuGLTxB,0.637,0.444,-8.606,0.0815,0.142,0.255
93,FRANCHISE (feat. Young Thug & M.I.A.),spotify:track:4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,-5.405,0.277,0.00671,0.195
94,Ready 2 Stay,spotify:track:3wyTEZ3s4csEVyT91kIRhO,0.65,0.75,-5.099,0.0501,0.6,0.169
95,Taaron Ke Shehar,spotify:track:1r6sFC5J0p9r3jcfIoSGDM,0.441,0.61,-5.182,0.0404,0.238,0.101
96,More Than Enough,spotify:track:1tNK6PDCrJLEa2AQBCEfjP,0.648,0.531,-5.886,0.0345,0.26,0.12
97,Better,spotify:track:1dLXLETYiZohIZWnse4ypG,0.637,0.418,-7.137,0.301,0.353,0.131
98,SHE DON'T LOVE ME,spotify:track:4MaOXwqSgiwgngbeYePmu8,0.677,0.396,-8.229,0.0278,0.117,0.0888
99,Snowman,spotify:track:3E6Ydoy1H8ePoigc10Mgsa,0.716,0.512,-6.257,0.0331,0.483,0.0928
100,Now My Feet Won't Touch the Ground,spotify:track:4PA4J8GvCN8RuE39wJ1QT1,0.494,0.255,-13.797,0.0305,0.817,0.0819
101,Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,-6.761,0.0268,0.0509,0.0833
102,Something Just Like This,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,-6.769,0.0317,0.0498,0.164
103,Yellow,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7.227,0.0281,0.00239,0.234
104,Emergency,spotify:track:1mLUvpjtP8RAZIt9KoZwvv,0.412,0.355,-7.619,0.0325,0.751,0.151
105,Put Your Records On,spotify:track:2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,-7.844,0.0362,0.167,0.133
106,The Tide Is High - Radio Mix,spotify:track:5WuVWOngcRkMOx9RRLCvui,0.776,0.693,-2.528,0.0314,0.0234,0.0322
107,Promiscuous,spotify:track:47aQT2aV12TyilaoYi1NiD,0.795,0.978,-6.097,0.0459,0.046,0.143
108,Last Living Souls,spotify:track:7JzmCjvB6bk48JghLyrg8N,0.849,0.536,-5.596,0.0582,0.0283,0.0659
109,Bambiha Bole,spotify:track:4VUpM5CFGeaeWY7akhQwQB,0.775,0.618,-6.133,0.086,0.2,0.468
110,Barood Dil,spotify:track:2Emq7L4la48TSGETgt5sJL,0.76,0.75,-4.057,0.0944,0.256,0.159
111,"Roi Na (From ""Shiddat"")",spotify:track:4rPtypjtZbjBDTUXPLrJXz,0.318,0.699,-4.864,0.0736,0.534,0.13
112,Bigger,spotify:track:77kfOaLb3jneS0lCbc9AMA,0.78,0.733,-2.851,0.112,0.166,0.341
113,Fly Together (Remix),spotify:track:5ag7xS3UmNnwZk9AVPahmU,0.426,0.861,-4.834,0.329,0.327,0.327
114,Lasting Lover - Acoustic,spotify:track:0TGU6ELkO9MRv7aHL3QVrl,0.554,0.378,-6.7,0.0302,0.868,0.11
115,Back To You (feat. Chris Brown & Charlie Wilson),spotify:track:5Iz8xVGbOEWlLpM4JWozT2,0.645,0.764,-3.069,0.148,0.0378,0.132
116,Dream Girl - Global Remix,spotify:track:5Etwr8GddDDAwuTK84m5JI,0.605,0.736,-4.609,0.271,0.1,0.169
117,Rain (feat. Swae Lee),spotify:track:1pZwFpiLKrSfNtXs6WQLlf,0.618,0.416,-9.077,0.0772,0.733,0.106
118,Paid Off,spotify:track:7Ai70wSpUnJ7n0w6oqENws,0.91,0.324,-8.522,0.102,0.18,0.0941
119,Alone (feat. A Boogie Wit da Hoodie),spotify:track:75T7wWkAW4hcch4lg1p8Zk,0.567,0.481,-7.432,0.283,0.436,0.105
120,Pretty,spotify:track:6e4f88p8OxpqtbYywLAIbz,0.599,0.336,-12.528,0.0572,0.86,0.111
121,Let Me Know,spotify:track:0dJhXJKZTpiaxTUc7uItIN,0.743,0.548,-6.545,0.0947,0.175,0.088
122,Valentine's Day (Shameful),spotify:track:6GCRnf1W9OKxok9fvNp3pz,0.503,0.411,-10.602,0.387,0.578,0.101
123,Innocence,spotify:track:0gim01kKtr7rfWhb2CtvDx,0.447,0.468,-8.892,0.323,0.679,0.0785
124,Got It On Me,spotify:track:25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,-7.258,0.19,0.00815,0.095
125,The Real Her,spotify:track:7csi0PZxAyKmaC19KWMFqR,0.567,0.309,-14.254,0.385,0.166,0.12
126,CPR,spotify:track:5Tp4UJvnsF4Zd05k0zXUte,0.693,0.369,-12.683,0.175,0.637,0.0951
127,She Knows About Me,spotify:track:2bxG0N7YsdkIBfuLsE0J8i,0.445,0.541,-7.407,0.0816,0.751,0.199
128,Demons,spotify:track:77UXyXy6qie0sOtLdEIH4A,0.458,0.378,-11.354,0.15,0.416,0.0966
129,Call Me,spotify:track:1xpXnpIpuvzpx9jz15baJF,0.678,0.395,-8.639,0.12,0.411,0.122
130,Something Real (with London On Da Track & Chris Brown),spotify:track:4otQJBpb8okSeykALR3eCH,0.685,0.667,-3.837,0.0365,0.0564,0.115
131,Valerie,spotify:track:4fLnXd56RsWN4ZBtb9TegQ,0.641,0.539,-6.351,0.0463,0.346,0.0837
132,Used To Love You,spotify:track:7nOtXCM1w97j4KeBRH2rPj,0.621,0.461,-7.65,0.0713,0.24,0.12
133,What About Me (feat. Post Malone),spotify:track:6lTLgWznUomxzmQpkqGPdF,0.774,0.458,-6.45,0.042,0.0278,0.133
134,Treat Me Like Somebody,spotify:track:2mx4wF6IW1mfZmWtENDBUU,0.529,0.36,-10.84,0.113,0.474,0.0446
135,Levitating (feat. DaBaby),spotify:track:463CkQjx2Zk1yXoBuierM9,0.702,0.825,-3.787,0.0601,0.00883,0.0674
136,Dark Paradise,spotify:track:48ae9wfgrP5ArdRpMiBTQo,0.578,0.639,-8.346,0.0638,0.12,0.135
137,Everything,spotify:track:2TSDtbnjwM14Hcaau0MrEI,0.64,0.651,-5.578,0.0694,0.0798,0.111
138,Sensei,spotify:track:609xDejvWBG3sBUAfvKUTC,0.812,0.803,-4.93,0.163,0.266,0.0589
139,Kontrol,spotify:track:1090OWoP6JTpYAaSSEBvGy,0.868,0.521,-6.902,0.0512,0.281,0.0992
140,Nakhre (Eyes on You 2),spotify:track:7cPvawYOfGFay7TANURYEO,0.686,0.875,-5.798,0.0473,0.000511,0.412
141,Come Over (feat. Popcaan),spotify:track:58mtgcQVZ56NgWHKsN94nD,0.702,0.652,-5.587,0.318,0.0608,0.277
142,Session 32,spotify:track:2ktg2oZDyFAX3iY1QNkXl5,0.574,0.123,-13.959,0.196,0.894,0.118
143,The Worst,spotify:track:2wBCrtJS3E3TimRZ5MElTI,0.539,0.414,-9.156,0.0601,0.253,0.143
144,Gonna Love Me,spotify:track:3nXrCAE44KlevAkQB2XWcN,0.514,0.506,-7.095,0.28,0.402,0.191
145,Hit Different,spotify:track:7Bar1kLTmsRmH6FCKKMEyU,0.679,0.516,-6.371,0.0452,0.199,0.0965
146,Comfortable,spotify:track:3f3cliOygeuUpGRwdohy12,0.429,0.399,-11.679,0.0893,0.632,0.087
147,Janib-Sajde Kiye Hain,spotify:track:79Lyg0iwzj4SnXR8gPgIFO,0.418,0.563,-8.227,0.0483,0.629,0.186
148,Teri Meri-Phir Se,spotify:track:35FEaaBfaB7iIQRRdT5PQl,0.596,0.442,-8.66,0.0321,0.81,0.111
149,O Saathi-Humsafar,spotify:track:1pBh6y0y6qZKhBoiUI3cJb,0.385,0.477,-8.656,0.0489,0.591,0.123
150,Tum Hi Ho-Rehnuma,spotify:track:23vqIK7cx6OHoC43VwxvqM,0.448,0.571,-6.05,0.0323,0.744,0.194
151,Dilbar-Ishare Tere-Tere Te,spotify:track:5BCYVuxnCxQb5r3JEQb63F,0.64,0.85,-3.766,0.0919,0.297,0.112
152,Tumhe Apna Banane Ka-Chand Chhupa,spotify:track:6aXlO1s1XyCapXoA8WUtEJ,0.556,0.534,-8.322,0.0357,0.65,0.122
153,Sanam Re-Phir Mohabbat,spotify:track:3GJmxOa2CSlakYKX9TOe1F,0.654,0.329,-11.989,0.0315,0.821,0.0909
154,Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh,spotify:track:2b91QnfidZklQxVUQRLaVr,0.659,0.547,-7.233,0.0516,0.21,0.0762
155,Tera Yaar Hoon Main-Yaar Mod Do,spotify:track:6nlzfaq7OiPofnL2CBy7qe,0.332,0.391,-9.857,0.0336,0.874,0.0973
156,To Die For - Madism Remix,spotify:track:0lV1nrpDhrDtCQNsnjIr3v,0.596,0.657,-5.108,0.0387,0.646,0.102
157,To Die For - Acoustic,spotify:track:4DyYFJt4ihkt5cRU5TC3Hx,0.586,0.255,-9.915,0.0388,0.967,0.124
158,Love Is A Losing Game,spotify:track:0FDabUXsNRn1yS65CzEF2Y,0.24,0.232,-8.934,0.0351,0.948,0.11
159,Pray,spotify:track:59ljpSFcgtfWJKS3vqG27R,0.535,0.382,-9.465,0.0426,0.282,0.0865
160,Scars,spotify:track:2OluMwzMSfrOnyUFeR57QS,0.567,0.399,-10.385,0.0981,0.759,0.119
161,One Day At A Time,spotify:track:2weuLbzYrptvPuAWykOI0V,0.502,0.32,-7.95,0.0342,0.775,0.113
162,"Fire On Fire - From ""Watership Down""",spotify:track:5rFj8OzffT0iggSjcBaeND,0.584,0.407,-7.356,0.046,0.476,0.18
163,We Don't Have To Take Our Clothes Off,spotify:track:61iyAeMVUNu7vIVqedsBFB,0.565,0.176,-9.254,0.0419,0.956,0.108
164,Better,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,0.442,0.585,-10.332,0.0964,0.0984,0.14
165,Touch and Go,spotify:track:763p5nkQytkOE7xmsFyu8y,0.812,0.542,-5.403,0.0444,0.294,0.141
166,Sick in the Head,spotify:track:6Do32cjp3ToopEDnHtG77C,0.866,0.474,-8.74,0.0586,0.0213,0.103
167,Closer,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,-6.461,0.0766,0.028,0.152
168,Burn,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,-7.161,0.108,0.314,0.12
169,STARGAZING,spotify:track:7wBJfHzpfI3032CSD7CE2m,0.487,0.789,-3.69,0.044,0.00947,0.189
170,Arabian Dance,spotify:track:5XtqMWQ83SCRMXYeRlpx5Q,0.688,0.72,-6.827,0.0409,0.00545,0.0832
171,Foolish,spotify:track:6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,-5.763,0.0532,0.347,0.106
172,I Was Made For Loving You,spotify:track:1Xwh83YOFQARZ3QXscP123,0.417,0.349,-11.984,0.0285,0.346,0.0963
173,Never Enough,spotify:track:5CsDo9j3N4yFZNCN1h9loS,0.777,0.716,-5.327,0.347,0.294,0.665
174,Like Toy Soldiers,spotify:track:6CN3e26iQSj1N5lomh0mfO,0.52,0.768,-3.489,0.359,0.0193,0.104
175,Say What You Say,spotify:track:4EQkcrSLF3QdlwNca7sMXY,0.89,0.541,-3.672,0.418,0.179,0.167
176,Who Knew,spotify:track:15joiMls8SpP1VtGivYh6i,0.855,0.596,-4.147,0.307,0.135,0.139
177,Criminal,spotify:track:18ohWhzbMCynq5QJ68ifkW,0.81,0.724,-6.153,0.268,0.127,0.306
178,Lean on Me,spotify:track:3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,-13.843,0.0667,0.782,0.124
179,Lean on Me - ArtistsCAN,spotify:track:7ejusxgMqURCcMQa0fdOwl,0.54,0.739,-3.904,0.034,0.18,0.151
180,Alone Again,spotify:track:1Hpe55FfvUHQF9rAT9iXB5,0.487,0.809,-5.094,0.0345,0.109,0.13
181,Without You,spotify:track:3Ec0xJayuykiO6ZhpVWtxF,0.473,0.543,-8.112,0.0421,0.169,0.0871
182,Clarity,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.509,0.781,-3.48,0.072,0.0398,0.0749
183,Robbery,spotify:track:5iAxcPoyxt0HWU5sZToqe5,0.685,0.748,-7.558,0.0959,0.306,0.183
184,Waves - Robin Schulz Radio Edit,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,-9.334,0.0369,0.00821,0.0829
185,Electric,spotify:track:1O7h8bA4FHqZEi2y9xCDtK,0.917,0.68,-5.966,0.137,0.0488,0.126
186,Night Like This,spotify:track:6LEdMwnQo6sZAhN5rTSQ9l,0.767,0.633,-6.331,0.0501,0.00438,0.0424
187,Some Things Never Change,spotify:track:4Xbotg4PCLJw9cDx2dtZLK,0.566,0.543,-4.485,0.0314,0.613,0.106
188,Kyun Rabba,spotify:track:68QwG6Ni1jFQc5Fit2iXp0,0.336,0.704,-7.928,0.0472,0.27,0.107
189,Kal Ho Naa Ho - Sad,spotify:track:4lUCGBxMfX94HYiSz9xjMy,0.585,0.467,-7.957,0.0307,0.347,0.0878
190,Picture Perfect,spotify:track:2albzwEMSQ8CofY0cQblSt,0.587,0.572,-8.689,0.194,0.0125,0.135
191,Neighbors Know My Name,spotify:track:6jvvpPJQJy5rMOEkLlADl6,0.663,0.693,-5.776,0.0635,0.0379,0.162
192,Foreign Remix (feat. Justin Bieber),spotify:track:2rpWXKjsErmTQWSbxjvHH3,0.709,0.583,-6.814,0.0595,0.137,0.395
193,Angels,spotify:track:67kXYrMTQbS7MVbXyGyxHm,0.472,0.265,-10.059,0.0356,0.959,0.1
194,Good To You,spotify:track:3eDBBDWXkmH6chzPZhuajx,0.405,0.703,-4.893,0.0463,0.0213,0.217
195,Live For,spotify:track:6ts66zbyvqPLxZkIIK2Lwr,0.617,0.676,-7.652,0.105,0.539,0.113
196,I Know What You Want (feat. Flipmode Squad),spotify:track:3oairMMtNVnUppKwroxou4,0.658,0.771,-4.318,0.271,0.016,0.654
197,Break Ya Neck,spotify:track:7gKgd0P3dAAePiSQQBqrlf,0.82,0.809,-6.759,0.251,0.443,0.0613
198,Ye,spotify:track:3FskQrDXcY24ur2fCvz35O,0.503,0.592,-5.923,0.444,0.0181,0.169
199,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd,0.816,0.781,-4.237,0.0425,0.692,0.0835
200,Location (feat. Burna Boy),spotify:track:3z4CGd63tpUn9a6oQSG0CI,0.812,0.496,-5.969,0.297,0.271,0.0955
201,dropout (w/ blackbear),spotify:track:1hV0Ue00iyNCZvb1n0VyGf,0.699,0.322,-11.429,0.0634,0.214,0.0993
202,Doin' Time,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,0.649,0.538,-11.196,0.0519,0.372,0.0951
203,Courage to Change,spotify:track:2MbgQKWhoii8bqsMBWWWgA,0.307,0.606,-5.567,0.0347,0.0927,0.357
204,Always Forever,spotify:track:348V56M6i1xDGDqTuGLTxB,0.637,0.444,-8.606,0.0815,0.142,0.255
205,FRANCHISE (feat. Young Thug & M.I.A.),spotify:track:4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,-5.405,0.277,0.00671,0.195
206,Ready 2 Stay,spotify:track:3wyTEZ3s4csEVyT91kIRhO,0.65,0.75,-5.099,0.0501,0.6,0.169
207,Taaron Ke Shehar,spotify:track:1r6sFC5J0p9r3jcfIoSGDM,0.441,0.61,-5.182,0.0404,0.238,0.101
208,More Than Enough,spotify:track:1tNK6PDCrJLEa2AQBCEfjP,0.648,0.531,-5.886,0.0345,0.26,0.12
209,Better,spotify:track:1dLXLETYiZohIZWnse4ypG,0.637,0.418,-7.137,0.301,0.353,0.131
210,SHE DON'T LOVE ME,spotify:track:4MaOXwqSgiwgngbeYePmu8,0.677,0.396,-8.229,0.0278,0.117,0.0888
