,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
102,Poplar St,spotify:track:3ApAsbQP7d5GlFwwdExaTY,0.575,0.446,-7.802,0.0296,0.247,0.137
103,Warm Animal,spotify:track:7oiZRx7OZbUAYUiYeFTXrf,0.786,0.384,-8.655,0.0651,0.072,0.0484
104,Bridge To Nowhere,spotify:track:5quJrzPog7c3AZj1PerUPU,0.652,0.76,-5.41,0.0341,0.632,0.134
105,Suicide Saturday,spotify:track:0scQIzgcOhnmfqfOTpRUFH,0.443,0.719,-5.555,0.033,0.0225,0.227
106,Australia,spotify:track:6OwwTVRndoy9aoDxsmrteR,0.427,0.824,-5.176,0.0374,0.00434,0.277
107,See Through,spotify:track:1pJzl0YsxaWj6BbPs1mUuQ,0.577,0.811,-5.123,0.075,0.0394,0.11
108,Wish I Knew You,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,-6.593,0.0261,0.142,0.124
109,Brother Down,spotify:track:32WrsvD69H6sSLCPQo5WNy,0.568,0.932,-3.932,0.0315,0.305,0.532
110,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,-4.083,0.0284,0.0115,0.167
111,Humbug Mountain Song,spotify:track:3HdcqQpq7zb5GbEKBDY34p,0.593,0.926,-5.361,0.0319,0.0355,0.311
112,Undertones,spotify:track:2RlYufxJxYOFW2xtSYlWjL,0.351,0.935,-4.884,0.0553,0.00207,0.466
113,River Below,spotify:track:3X805DNadxmbeIZQBrex85,0.466,0.957,-2.774,0.0745,0.000359,0.339
114,This Suffering,spotify:track:07sJ4xKLvWusl7pb90U9b3,0.473,0.972,-3.138,0.0955,0.000223,0.0763
115,Pins and Needles,spotify:track:3YuftIhLOyNyL9G29gpyB0,0.586,0.866,-3.774,0.0345,0.00436,0.25
116,Fallen Leaves,spotify:track:3jUTjCISntIUFL8jnAjzgc,0.71,0.811,-4.079,0.0431,0.00105,0.0677
117,Hail to the King,spotify:track:5anCkDvJ17aznvK5TED5uo,0.58,0.916,-4.358,0.0387,0.000297,0.126
118,The Trooper - 2015 Remaster,spotify:track:4OROzZUy6gOWN4UGQVaZMF,0.285,0.908,-4.601,0.0705,0.0318,0.311
119,Navigate the Seas of the Sun,spotify:track:7a19y3FBr1qbTPWHsCokoW,0.525,0.619,-8.096,0.0242,0.127,0.172
120,Rime of the Ancient Mariner - 2015 Remaster,spotify:track:6K8ROjiPJqyHDJS0sA0dwH,0.39,0.932,-6.558,0.0666,0.0986,0.322
121,2 Minutes to Midnight - 2015 Remaster,spotify:track:2SrVGpjv0mqCR6j9EZPSm2,0.446,0.97,-5.004,0.0508,0.00754,0.199
122,Flight of Icarus - 2015 Remaster,spotify:track:3vhKrSxe3fRuS5Ogis76VO,0.368,0.917,-4.829,0.0772,0.147,0.169
123,Hallowed Be Thy Name - 2015 Remaster,spotify:track:469rBLYJUZHMJLtq2Wch3h,0.313,0.882,-6.215,0.0355,0.0346,0.45
124,Run to the Hills - 2015 Remaster,spotify:track:4Zc7TCHzuNwL0AFBlyLdyr,0.249,0.943,-5.188,0.0669,0.0286,0.162
125,Children of the Damned - 2015 Remaster,spotify:track:7tcaQvBbSpNN0P2UF6WXxB,0.286,0.775,-6.607,0.0335,0.0233,0.12
126,Fear of the Dark - 2015 Remaster,spotify:track:6p8eFfPw3nQkf37aT3AkmK,0.308,0.866,-5.671,0.059,0.000739,0.232
127,Death or Glory,spotify:track:7owsQDXB7wAwygcbhTVLYf,0.181,0.974,-5.493,0.162,0.000365,0.364
128,Paschendale - 2015 Remaster,spotify:track:5csZmb5ZdDO3EQIPpriNGX,0.168,0.941,-5.303,0.0938,0.0119,0.069
129,If Eternity Should Fail,spotify:track:3n14UOwEsWw7W8iYj1mx1v,0.291,0.868,-6.499,0.0611,0.00679,0.118
130,Speed of Light,spotify:track:1smvmwmbrQiBwgJZMxVtup,0.176,0.974,-5.778,0.132,0.000419,0.107
131,Dance of Death - 2015 Remaster,spotify:track:4YsgFGkP1KeSFDWfZqVioX,0.311,0.876,-5.115,0.0936,0.0466,0.134
132,The Weight - Remastered,spotify:track:0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,-9.28,0.0549,0.373,0.103
133,Southern Man,spotify:track:4Lz33Oi0UQ6SECXsT80Tx2,0.373,0.571,-9.186,0.0334,0.392,0.126
134,Old Man - 2009 Remaster,spotify:track:16XeptMdlJTWWeIrwEAOvv,0.702,0.244,-15.286,0.0355,0.431,0.0963
135,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",spotify:track:6VltRkmJbCTqgKrTHk4Ulw,0.502,0.4,-13.697,0.0294,0.856,0.333
136,The Wreck of the Edmund Fitzgerald,spotify:track:536L9C0N7vhYdibCJx3cI2,0.308,0.376,-15.24,0.0626,0.116,0.166
137,Take This Life,spotify:track:7eyshS7nRaFtN8oMjHZSnp,0.452,0.993,-4.74,0.172,2.88e-06,0.152
138,Only for the Weak,spotify:track:03zYFtluA21jFWQVPMbUYO,0.458,0.909,-4.414,0.0446,2.32e-06,0.283
139,Skin,spotify:track:2hFAUhpBME5tWs5coiLxFL,0.429,0.993,-3.454,0.0962,2.96e-05,0.328
140,Your Betrayal,spotify:track:25GC50HslaaruyrKjdu0lP,0.569,0.883,-4.41,0.0747,8.07e-05,0.0883
141,Perennial,spotify:track:2eqFIWCNNKU94iFUvBCOMR,0.541,0.901,-5.654,0.0415,0.000799,0.0572
142,Pinball Map,spotify:track:5brmjs9AKY5t5hE6MllXGQ,0.543,0.96,-4.138,0.0888,3.8e-06,0.122
143,Living In A Ghost Town,spotify:track:5RrrQhJKKKMJt3wB5n2N3t,0.679,0.697,-5.369,0.0454,0.0148,0.124
144,Billie Jean,spotify:track:5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,-3.051,0.0401,0.0236,0.0359
145,Don't Stop 'Til You Get Enough,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,-9.875,0.089,0.126,0.183
146,"Hot Stuff - 12"" Version",spotify:track:2Vnw8zKmjhr1jczUeaqiQg,0.796,0.892,-8.31,0.0333,0.00475,0.0717
147,"Night Fever - From ""Saturday Night Fever"" Soundtrack",spotify:track:5KgbyD2lQQlIupAaPjgiXg,0.733,0.795,-7.224,0.0249,0.0266,0.083
148,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",spotify:track:3mRM4NM8iO7UBqrSigCQFH,0.703,0.826,-7.179,0.0341,0.0322,0.179
149,One Of Us,spotify:track:40IHflbrHcOuC8ZcYxUSAC,0.652,0.397,-15.245,0.0385,0.478,0.0679
150,Dancing Queen,spotify:track:4NtUY5IGzHCaqfZemmAu56,0.539,0.884,-6.53,0.0403,0.382,0.76
151,Miss You - Remastered,spotify:track:3hJLKtTpgct9Y9wKww0BiR,0.795,0.71,-4.746,0.0392,0.443,0.344
152,I Don't Feel Like Dancin' - Radio Edit,spotify:track:1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,-3.398,0.0282,0.0156,0.114
153,Lay All Your Love On Me,spotify:track:2245x0g1ft0HC7sf79zbYN,0.695,0.701,-6.435,0.0281,0.0187,0.251
154,Voulez-Vous,spotify:track:4XRGWn5xVdYVdSzgyQjVkC,0.682,0.862,-4.799,0.0435,0.16,0.155
155,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:1DSfSCGnvhEP8XA2oKkcCq,0.706,0.655,-5.987,0.0281,0.0288,0.32
156,Call Me,spotify:track:4qO03RMQm88DdpTJcxlglY,0.56,0.825,-6.711,0.0347,0.000785,0.0892
157,Rasputin,spotify:track:5jkFvD4UJrmdoezzT1FRoP,0.639,0.893,-6.509,0.036,0.289,0.222
158,Dyers Eve (Remastered),spotify:track:7nmvslxDj3o3Y0O0d79A0G,0.404,0.948,-7.252,0.0604,1.92e-05,0.0773
159,Welcome Home (Sanitarium) (Remastered),spotify:track:5Nu6hybktveVXtgD7hDLVD,0.309,0.767,-9.676,0.033,0.000305,0.0967
160,The God That Failed,spotify:track:0h26wQZD5GoSvK5zZuv69E,0.563,0.8,-6.565,0.039,0.000477,0.118
161,Through The Never,spotify:track:0K8hmlY7fVZLRp3R1JnWLT,0.391,0.929,-6.773,0.0426,0.00742,0.183
162,The Unforgiven,spotify:track:2lF8jQFhIjpmQa501sYXxR,0.539,0.597,-9.581,0.0258,0.0108,0.134
163,Wherever I May Roam,spotify:track:49rcSzMayJhIwGf0CJCaxJ,0.554,0.816,-7.871,0.0353,0.000526,0.0988
164,Sad But True,spotify:track:1Ug98CRiQYu7wiSym4uLY4,0.632,0.845,-6.336,0.0333,0.000773,0.0618
165,Until It Sleeps,spotify:track:63aVbch5VRXtQnCITdeDTZ,0.562,0.919,-4.458,0.0293,0.000223,0.142
166,King Nothing,spotify:track:140u2dqlZbpi4ZLgeolKqA,0.528,0.909,-5.712,0.0381,7.77e-05,0.0891
167,Spit Out the Bone,spotify:track:3ouyKg8HpcxmoubhUCpFlF,0.157,0.987,-3.739,0.091,9.25e-06,0.151
168,Lords of Summer,spotify:track:3wb7zznyd1Ue1UHv6eMUPv,0.21,0.974,-3.91,0.0579,1.18e-05,0.279
169,"Atlas, Rise!",spotify:track:1CvoQuE26MBLWQp9UNB8w8,0.419,0.994,-3.191,0.0596,3.28e-05,0.0784
170,Moth Into Flame,spotify:track:6P6qJr6lXMMqAjIFFHZh9r,0.169,0.978,-3.37,0.0657,3.28e-05,0.0567
171,Whiskey In The Jar,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,0.511,0.972,-3.751,0.0413,5.36e-06,0.19
172,Turn The Page,spotify:track:7HPhrbgMHV5cUskknWA2oo,0.422,0.818,-3.941,0.0319,1.64e-05,0.0931
173,Mercyful Fate,spotify:track:45oVrneg2MiwAA74KgmtBj,0.328,0.952,-4.037,0.0635,1.12e-05,0.0721
174,Astronomy,spotify:track:6FCSwETzhnykKYJLIMTewZ,0.331,0.782,-5.624,0.0413,0.000157,0.146
175,All Nightmare Long,spotify:track:5w3TTTAo6DIEjQYO3vKZq0,0.271,0.985,-0.805,0.123,0.000568,0.0809
176,That Was Just Your Life,spotify:track:2otSugsyrMFRi7ohdeB635,0.251,0.994,-2.29,0.109,0.000577,0.0898
177,"Broken, Beat & Scarred",spotify:track:5xABQiiRBuVWsL9zamoj1G,0.323,0.982,-1.459,0.0869,4.9e-05,0.237
178,"Hey, Ma",spotify:track:0d6bZwEAi1XblGRhnzPfgC,0.411,0.285,-10.97,0.0306,0.872,0.0993
179,Apollo,spotify:track:4lhhYqzREcts4uOOqWHjRJ,0.712,0.8,-5.068,0.0377,0.0747,0.0938
180,Drops of Jupiter (Tell Me),spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,0.468,0.64,-5.862,0.0275,0.154,0.154
181,Vaccination Scar,spotify:track:0P3Slenp8BboMM0HjY5LiR,0.457,0.954,-4.149,0.0542,0.0105,0.337
182,It's A Good Life If You Don't Weaken',spotify:track:2rq1xsGCFXjdwJ85jdrfCW,0.56,0.477,-8.714,0.0256,0.21,0.125
183,Gus: The Polar Bear From Central Park,spotify:track:5c3EnUqMBsMrDdTL6hlokU,0.399,0.664,-5.766,0.0305,0.0411,0.166
184,The Darkest One,spotify:track:3Hp5Fm0ivx22EtLkIH4nvU,0.592,0.91,-5.461,0.0306,0.0993,0.12
185,Ahead By A Century,spotify:track:2SVEOxPGB8Z8WikO4DppNA,0.742,0.567,-9.269,0.0278,0.019,0.103
186,Nautical Disaster,spotify:track:58Gi98Nvrjo7qVI1dHOqFD,0.439,0.907,-7.942,0.101,0.00252,0.106
187,Cordelia,spotify:track:4NdrEZXts7Nq4onexSarPD,0.573,0.633,-9.593,0.028,0.0132,0.0886
188,In A World Possessed By The Human Mind,spotify:track:45erEOdEX0ks9c1sNccFz1,0.595,0.828,-5.812,0.0495,0.06,0.0712
189,Under My Thumb,spotify:track:3E8gEvhLia6w9lQv3hfxzM,0.738,0.491,-13.407,0.0487,0.298,0.119
190,No Expectations,spotify:track:7nGECXF1SRyAsG5GOraNGm,0.468,0.285,-12.944,0.0267,0.568,0.138
191,Gimme Shelter,spotify:track:1dv3ePjze9tPq2pk8eWJdR,0.63,0.616,-8.128,0.0309,0.463,0.173
192,Wild Horses,spotify:track:5pS433WfKO8SVdAX3QYf0A,0.432,0.389,-6.517,0.0255,0.687,0.0788
193,Angie - Remastered 2009,spotify:track:6oD0TvHIYmObKNl5Mz05ri,0.429,0.554,-6.128,0.0291,0.67,0.105
194,Beast Of Burden - Remastered,spotify:track:0832Tptls5YicHPGgw7ssP,0.786,0.87,-3.875,0.0316,0.413,0.0389
195,Sweet Virginia,spotify:track:1hJrWWK74fKL7eeV3CFOvF,0.477,0.74,-5.397,0.0446,0.502,0.263
196,Ten Years Gone - 1990 Remaster,spotify:track:1NV6sCADgcLSW7DG7zSWlq,0.544,0.4,-12.504,0.0439,0.526,0.0716
197,When the Levee Breaks - Remaster,spotify:track:7psfcbjfnXwYIezHstNa1a,0.271,0.766,-8.03,0.0329,0.00217,0.0707
198,Tangerine - Remaster,spotify:track:4ywWJqYKOwaVVh9xXARWUS,0.306,0.398,-12.767,0.0412,0.0857,0.0756
199,D'yer Mak'er - Remaster,spotify:track:4ItljeeAXtHsnsnnQojaO2,0.525,0.929,-8.56,0.0784,0.262,0.0754
200,Going to California - Remaster,spotify:track:70gbuMqwNBE2Y5rkQJE9By,0.503,0.265,-15.913,0.0333,0.943,0.0867
201,Black Dog - Remaster,spotify:track:3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,-7.842,0.0904,0.396,0.242
202,Over the Hills and Far Away - 1990 Remaster,spotify:track:5KXdflxoxCcE9m5F2QoAUY,0.412,0.54,-13.897,0.0516,0.0582,0.0849
203,Brave New World,spotify:track:0HwdiT4MVRzY0OALcjq0Oh,0.341,0.848,-4.475,0.0371,0.0583,0.136
204,Whole Lotta Love - 1990 Remaster,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,-11.6,0.405,0.0484,0.405
205,When the Levee Breaks - Remaster,spotify:track:05f8Hg3RSfiPSCBQOtxl3i,0.271,0.766,-8.03,0.0329,0.00217,0.0707
206,Since I've Been Loving You - Remaster,spotify:track:1SDiiE3v2z89VxC3aVRKHQ,0.393,0.364,-10.945,0.0345,0.0021,0.121
