,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
344,waves (feat. Travis Scott) - Remix,0.628,0.844,-2.825,0.0744,0.0132,0.108,115.091
345,Funeral,0.715,0.442,-8.913,0.0727,0.0546,0.213,110.02
346,Where We're From,0.551,0.39,-6.581,0.454,0.783,0.112,74.409
347,Be,0.475,0.433,-9.953,0.359,0.481,0.361,76.834
348,Wait Up,0.542,0.4,-10.676,0.433,0.731,0.109,180.111
349,Crossfire,0.323,0.558,-5.292,0.337,0.459,0.676,73.552
350,Don't You Know,0.748,0.704,-8.978,0.0637,0.175,0.12,112.009
351,Free Animal,0.579,0.584,-7.151,0.0438,0.0856,0.0958,80.001
352,BITE,0.591,0.402,-5.847,0.0337,0.192,0.148,125.015
353,All On My Mind,0.584,0.788,-4.162,0.0691,0.252,0.0654,138.102
354,FutureSex / LoveSound,0.853,0.839,-6.311,0.0702,0.117,0.111,105.045
355,I Wanna Be Yours,0.464,0.417,-9.345,0.0256,0.136,0.0974,67.528
356,Over,0.337,0.479,-8.735,0.136,0.336,0.0727,61.828
357,Do It for Me,0.592,0.528,-7.802,0.122,0.167,0.355,164.951
358,Window Seat (feat. Wafia),0.729,0.438,-9.116,0.097,0.676,0.222,106.142
359,Bury Me Face Down,0.39,0.629,-4.876,0.0469,0.0187,0.0658,141.983
360,Tip Toe,0.447,0.362,-6.34,0.0829,0.69,0.13,70.751
361,One Woman Man,0.51,0.623,-5.444,0.0358,0.0606,0.0997,129.827
362,Afternoon,0.64,0.498,-8.678,0.0322,0.0502,0.227,128.068
363,Know About Love,0.267,0.539,-6.032,0.0328,0.34,0.215,86.996
364,like that,0.573,0.441,-5.799,0.0758,0.186,0.61,61.657
365,Do I Wanna Know?,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03
366,I Wanna Be Yours,0.464,0.417,-9.345,0.0256,0.136,0.0974,67.528
367,You Again,0.48,0.243,-11.611,0.0528,0.458,0.104,113.646
368,The Wall,0.655,0.425,-5.683,0.0529,0.418,0.346,74.999
369,"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",0.548,0.433,-7.944,0.0333,0.19,0.163,120.009
370,I Want To,0.471,0.577,-6.593,0.0359,0.031,0.154,169.334
371,Sad Songs In The Summer,0.55,0.808,-4.44,0.102,0.213,0.155,137.935
372,Habits of My Heart - EP Version,0.392,0.498,-7.63,0.117,0.665,0.34,72.048
373,Don't Wanna Be Your Girl,0.62,0.193,-13.404,0.0439,0.638,0.107,129.979
374,Younger,0.745,0.477,-7.706,0.088,0.202,0.12,136.055
375,I Revel in You,0.762,0.336,-13.009,0.0699,0.83,0.109,166.012
376,We Don't Talk,0.807,0.625,-6.817,0.0428,0.0327,0.0745,104.011
377,Cruisin',0.627,0.315,-9.74,0.0619,0.61,0.158,86.004
378,Heaven On Earth,0.739,0.454,-9.145,0.0559,0.246,0.102,93.998
379,LANGUAGE,0.825,0.521,-10.651,0.267,0.198,0.0726,126.059
380,Unravel Me,0.387,0.419,-8.803,0.183,0.476,0.122,79.211
381,High Off You,0.385,0.272,-9.971,0.0591,0.807,0.106,126.068
382,Feels,0.687,0.212,-11.742,0.147,0.686,0.0689,179.942
383,Numb - Sabrina Claudio vs.TWO LANES Remix,0.447,0.708,-7.29,0.375,0.311,0.211,74.38
384,Different State of Mind,0.658,0.393,-9.96,0.0363,0.715,0.173,141.037
385,Bright Skies,0.414,0.425,-8.262,0.035,0.489,0.114,138.626
386,sad for you,0.554,0.523,-7.431,0.0368,0.0291,0.131,89.925
387,Black Skinhead,0.766,0.809,-6.123,0.279,0.0011,0.168,130.127
388,Without Me,0.908,0.669,-2.827,0.0738,0.00286,0.237,112.238
389,BOOGIE,0.604,0.933,-3.034,0.214,0.0137,0.37,110.029
390,Lemon (feat. Drake) - Drake Remix,0.777,0.657,-6.434,0.237,0.000738,0.0932,189.992
391,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",0.58,0.935,-4.847,0.293,0.176,0.514,129.173
392,Waves,0.557,0.586,-4.57,0.0382,0.0528,0.339,96.091
393,Yellow,0.869,0.526,-5.766,0.111,0.139,0.119,128.996
394,Tokyo Drifting,0.715,0.438,-9.874,0.0575,0.12,0.107,128.905
395,I Don't Fuck With You,0.824,0.733,-5.474,0.0613,0.0362,0.325,97.972
396,Basket Case,0.442,0.943,-3.205,0.0602,0.00293,0.091,85.064
397,Fuck You,0.775,0.904,-4.08,0.0437,0.0271,0.06,130.009
398,Stacy's Mom,0.774,0.75,-4.927,0.0412,0.00207,0.0808,118.015
399,"Check Yes, Juliet",0.352,0.912,-4.253,0.0725,0.00197,0.193,166.795
400,Never Gonna Give You Up,0.727,0.939,-11.855,0.0369,0.135,0.151,113.33
401,Absolutely (Story of a Girl) - Radio Mix,0.481,0.94,-5.204,0.066,0.000891,0.0939,96.493
402,My Love (feat. T.I.),0.771,0.68,-5.881,0.224,0.277,0.682,119.952
403,It's My Life,0.551,0.913,-4.063,0.0466,0.0263,0.347,119.992
404,I Want You to Want Me,0.489,0.755,-5.092,0.0708,0.0189,0.0812,104.239
405,Maniac,0.623,0.647,-5.438,0.04,0.00122,0.354,107.987
406,Problems,0.761,0.554,-4.583,0.0432,0.226,0.181,145.015
407,i wanna be your girlfriend,0.54,0.381,-14.323,0.0347,0.0217,0.305,155.882
408,bad idea!,0.511,0.806,-6.093,0.0481,0.03,0.252,162.04
409,Breezeblocks,0.616,0.656,-7.298,0.0344,0.096,0.205,150.071
410,2004,0.889,0.178,-15.065,0.385,0.95,0.0908,127.992
411,Ass Back Home (feat. Neon Hitch),0.716,0.838,-4.289,0.0513,0.134,0.148,130.034
412,Run This Town,0.591,0.921,-1.787,0.313,0.323,0.302,86.808
413,F**kin' Perfect,0.575,0.648,-4.747,0.0333,0.0383,0.364,92.021
414,Favorite Liar,0.64,0.722,-3.489,0.0351,0.0196,0.128,119.916
415,Jesus In LA,0.767,0.627,-4.096,0.0401,0.537,0.359,94.028
416,Alex,0.717,0.616,-7.721,0.109,0.101,0.143,119.989
417,Marlboro Nights,0.466,0.823,-6.635,0.311,0.00237,0.332,175.797
418,Such Great Heights,0.653,0.818,-8.125,0.047,0.00907,0.0703,174.984
419,All I Got,0.667,0.509,-6.584,0.0348,0.12,0.269,104.995
420,"Dance, Baby!",0.602,0.601,-8.521,0.0411,0.037,0.312,122.017
421,EARFQUAKE,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635
422,Lost in You,0.771,0.607,-12.02,0.113,0.334,0.122,90.035
423,"Sit Still, Look Pretty",0.655,0.74,-4.081,0.274,0.14,0.106,182.105
424,Miss Jackson (feat. LOLO),0.642,0.873,-5.821,0.0551,0.00394,0.175,82.002
425,Love Runs Out,0.719,0.935,-3.752,0.0589,0.167,0.0973,120.022
426,Dirty Little Secret,0.467,0.957,-4.846,0.0454,0.000241,0.595,143.832
427,Bad Girls,0.639,0.912,-2.621,0.0615,0.00107,0.097,143.448
428,Rescue Me,0.759,0.605,-7.737,0.0433,0.156,0.694,121.049
429,First of the Year (Equinox),0.429,0.948,-3.657,0.227,0.00711,0.0812,115.785
430,Wake Up Call,0.659,0.951,-2.743,0.054,0.0301,0.0897,82.01
431,Fuck Feelings,0.813,0.351,-6.568,0.0442,0.27,0.177,104.981
432,You're Such A,0.619,0.694,-6.279,0.172,0.00601,0.38,176.018
433,FU (feat. French Montana),0.548,0.833,-3.294,0.0497,0.199,0.305,190.029
434,Chinese New Year,0.744,0.845,-7.422,0.253,0.759,0.1,75.221
435,Cheat Codes for Hoes,0.715,0.55,-10.293,0.425,0.651,0.172,116.669
436,Do It Like A Dude,0.663,0.844,-3.672,0.0487,0.0506,0.364,140.041
437,Alarm,0.756,0.589,-5.093,0.232,0.0812,0.176,146.928
438,Bad,0.827,0.613,-5.34,0.0621,0.366,0.093,137.96
439,Forever,0.563,0.459,-7.781,0.0292,0.92,0.11,79.983
440,do u even miss me at all?,0.819,0.519,-7.16,0.0768,0.384,0.0898,100.039
441,Please Notice,0.55,0.271,-8.451,0.0297,0.843,0.107,111.344
442,lowkey,0.752,0.494,-8.18,0.0559,0.432,0.0869,117.901
443,Talia,0.401,0.507,-7.001,0.089,0.549,0.164,180.159
444,feel something,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029
445,I.F.L.Y.,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954
446,Mad at You (with Gallant),0.359,0.421,-4.069,0.0356,0.818,0.153,161.244
447,Haunt You,0.658,0.458,-8.738,0.0785,0.371,0.0958,91.914
448,Tunnel of Love - Remix,0.825,0.845,-8.201,0.169,0.265,0.0967,160.004
449,Seen It All,0.633,0.74,-7.084,0.0341,0.0553,0.153,112.991
450,She Don't Dance,0.716,0.875,-4.664,0.0594,0.0213,0.535,109.991
451,The Drive,0.644,0.789,-5.612,0.198,0.0804,0.122,87.986
452,Our Generation,0.651,0.488,-9.271,0.0573,0.0774,0.11,120.075
453,Dance Like We Used To,0.697,0.61,-9.408,0.0634,0.0182,0.101,126.037
454,Kiss Like the Sun (with Jake Bugg),0.681,0.7,-6.838,0.0447,0.0268,0.572,125.992
455,moodz (feat. 24hrs),0.753,0.486,-8.864,0.144,0.197,0.115,101.921
456,juicy sweatsuits (feat. Juicy J),0.717,0.535,-8.009,0.422,0.217,0.0673,102.841
457,double,0.662,0.595,-6.818,0.294,0.481,0.321,120.793
458,make daddy proud,0.818,0.497,-7.249,0.0502,0.162,0.0645,102.042
459,Think About Things,0.869,0.291,-11.477,0.0615,0.0235,0.113,127.051
460,Magnets,0.704,0.628,-7.882,0.162,0.0626,0.103,92.005
461,The Giver (Reprise),0.463,0.928,-4.559,0.183,0.00187,0.321,122.742
462,I Found You (with Calvin Harris),0.775,0.872,-4.194,0.0469,0.033,0.298,122.994
463,Little Things (feat. Quinn XCII & Chelsea Cutler) - pluko Remix,0.625,0.739,-3.852,0.194,0.0299,0.0539,98.019
464,Just The Same,0.741,0.565,-4.637,0.0405,0.385,0.14,92.064
465,Focus (feat. 21 Savage),0.752,0.703,-5.268,0.0969,0.00694,0.143,77.021
466,Don't Wanna Fall In Love,0.486,0.616,-6.9,0.277,0.0149,0.356,132.151
467,Meet Me,0.46,0.697,-3.423,0.414,0.278,0.306,144.113
468,CRUSH,0.536,0.713,-8.132,0.0579,0.144,0.29,167.894
469,Tho,0.57,0.421,-11.045,0.0451,0.262,0.0905,128.136
470,weak when ur around,0.769,0.323,-12.887,0.0524,0.678,0.116,94.977
471,Guilty,0.371,0.551,-9.208,0.22,0.0378,0.108,80.655
472,ADD,0.752,0.624,-4.789,0.0759,0.353,0.358,140.067
473,Guilty (feat. Maja),0.377,0.55,-9.208,0.213,0.0364,0.108,83.142
474,"UH, UH",0.76,0.621,-12.127,0.115,0.0219,0.191,108.09
475,Waited 4 U - ODESZA Remix,0.605,0.67,-6.397,0.0481,0.077,0.0593,135.049
476,Blue - Flume Remix,0.743,0.701,-3.907,0.0886,0.434,0.249,134.987
477,My High,0.76,0.806,-5.87,0.132,0.000791,0.0392,133.007
478,Chicago Freestyle (feat. Giveon),0.735,0.449,-7.507,0.347,0.629,0.113,122.947
479,sauceintherough - bonus track,0.74,0.463,-6.718,0.38,0.167,0.147,77.547
480,i feel bad,0.637,0.785,-3.382,0.0512,0.0201,0.333,144.053
481,headspace,0.665,0.613,-2.49,0.0344,0.291,0.0762,162.056
482,Lunary,0.618,0.513,-6.906,0.05,0.0323,0.108,140.082
483,n.y.e.,0.742,0.639,-7.63,0.183,0.124,0.114,115.078
484,Drugs,0.652,0.499,-11.681,0.053,0.0972,0.61,98.003
485,Couldn't Tell,0.62,0.535,-6.862,0.0512,0.124,0.111,101.921
486,Foundation,0.266,0.426,-9.493,0.0468,0.286,0.159,142.313
487,Lockdown,0.779,0.72,-4.702,0.2,0.149,0.212,94.021
488,ain't love,0.444,0.57,-8.152,0.065,0.145,0.128,96.982
489,heartbreak drugs,0.817,0.441,-6.971,0.255,0.0155,0.0744,160.06
490,Neon Cathedral - feat. Allen Stone,0.534,0.595,-8.871,0.432,0.399,0.0767,164.328
491,Complete,0.615,0.549,-7.34,0.112,0.00954,0.109,144.099
492,Intro,0.617,0.778,-8.871,0.027,0.459,0.128,100.363
493,Mind Games,0.394,0.339,-10.09,0.0375,0.631,0.109,95.689
494,deadroses,0.612,0.536,-6.537,0.157,0.697,0.131,132.251
495,I've Never Felt So Good,0.641,0.303,-12.803,0.0639,0.672,0.124,81.984
496,Gold (feat. Eighty4 Fly),0.495,0.675,-5.015,0.148,0.0998,0.0873,172.023
497,A Wake (feat. Evan Roman),0.687,0.736,-7.481,0.106,0.165,0.0711,101.151
498,White Walls (feat. ScHoolboy Q & Hollis),0.767,0.782,-5.545,0.14,0.0541,0.338,116.491
499,Neon Cathedral (feat. Allen Stone),0.483,0.593,-8.84,0.457,0.385,0.08,164.187
500,Ten Thousand Hours,0.374,0.758,-7.566,0.305,0.199,0.144,83.821
501,Wing$,0.399,0.599,-6.987,0.204,0.362,0.188,73.051
502,Make The Money,0.608,0.917,-5.993,0.27,0.167,0.366,88.733
503,queen of broken hearts,0.716,0.711,-6.098,0.0769,0.00644,0.0783,97.016
504,i feel 2 much,0.612,0.544,-7.279,0.0666,0.408,0.0998,86.046
505,Circles,0.726,0.448,-11.754,0.36,0.393,0.104,118.975
506,Remember You (feat. Blackbear),0.654,0.565,-8.741,0.196,0.345,0.157,140.079
507,These Things Happen,0.521,0.682,-9.04,0.446,0.0597,0.0745,86.87
508,Downtown Love (feat. John Michael Rouchell),0.544,0.557,-10.554,0.0765,0.217,0.0771,87.97
509,Opportunity Cost,0.613,0.417,-11.122,0.698,0.437,0.469,137.267
510,Alone / EA6,0.448,0.66,-7.642,0.276,0.709,0.351,124.767
511,nobody knows,0.589,0.458,-8.942,0.173,0.706,0.11,114.996
512,33 “GOD”,0.52,0.389,-10.476,0.0403,0.83,0.0937,133.113
513,Gettin' Old,0.743,0.4,-12.369,0.0625,0.4,0.111,80.01
514,idfc,0.63,0.5,-8.755,0.0611,0.611,0.114,144.871
515,drugs,0.484,0.444,-6.935,0.0636,0.601,0.238,144.21
516,An Evening I Will Not Forget / Furthest Thing,0.489,0.261,-15.061,0.0474,0.741,0.192,121.338
517,Moments Passed,0.378,0.723,-6.961,0.066,0.0514,0.0999,119.809
518,Precious,0.64,0.477,-9.193,0.0479,0.369,0.111,117.005
519,4u,0.776,0.513,-6.757,0.0872,0.392,0.0642,153.934
520,Chainsmoking,0.381,0.683,-4.05,0.104,0.541,0.147,138.169
521,Put It on Me,0.629,0.414,-5.782,0.0323,0.0068,0.0807,81.941
522,I Feel Like I'm Drowning,0.717,0.577,-5.436,0.0491,0.708,0.0899,104.927
523,Love Is a Bitch,0.532,0.178,-9.754,0.0541,0.614,0.0985,149.879
524,Be Your Love,0.693,0.455,-8.029,0.0327,0.268,0.722,129.955
525,Pearl,0.685,0.407,-10.484,0.0917,0.35,0.359,102.982
526,Where's My Love - JordanXL Remix,0.701,0.423,-8.98,0.0423,0.0184,0.365,110.061
527,Move That Body,0.669,0.668,-5.553,0.207,0.294,0.183,77.493
528,Forever (feat. Elohim) - Laxcity Remix,0.469,0.343,-10.608,0.0381,0.881,0.0735,93.276
529,L*** Is a Bad Word,0.692,0.758,-4.826,0.217,0.14,0.0928,84.42
530,Elevated,0.48,0.46,-8.651,0.0912,0.108,0.124,140.863
531,Everytime,0.751,0.377,-9.8,0.0538,0.0485,0.291,112.478
532,New Grave (ft. Kevin Drew and Kelly Zutrau),0.338,0.267,-10.04,0.0347,0.765,0.131,77.489
533,I Heard (ft. The-Dream and Vory),0.541,0.669,-4.944,0.0639,0.0245,0.527,103.761
534,Falling (ft. Marco McKinnis and Kelly Zutrau),0.67,0.796,-6.715,0.0471,0.0387,0.147,119.505
535,Favorite Thing,0.853,0.487,-8.067,0.189,0.117,0.0768,79.094
536,"No Pain (ft. Khalid, Charlie Wilson and Charlotte Day Wilson)",0.649,0.537,-2.656,0.0567,0.219,0.0918,127.885
537,"Pick Me Up (ft. Vic Mensa, Vory, Kelly Zutrau)",0.75,0.858,-3.748,0.304,0.146,0.158,119.91
538,Crave You - Adventure Club Remix,0.634,0.692,-5.646,0.0997,0.00586,0.0726,140.029
539,Closer,0.583,0.785,-3.991,0.0337,0.0012,0.124,91.977
540,Secrets,0.848,0.768,-5.386,0.0373,0.0412,0.195,118.961
541,Just Friends,0.639,0.685,-4.571,0.049,0.105,0.143,110.041
542,Goodbye (feat. Meredith Brackbill & Galvanic),0.443,0.53,-8.86,0.129,0.314,0.0948,89.809
543,Thx (feat. Deverano),0.563,0.712,-6.582,0.191,0.537,0.119,80.081
544,Go to Sleep (feat. Kailee Morgue) (feat. Kailee Morgue) - SYRE Remix,0.686,0.538,-9.124,0.0591,0.245,0.0797,98.018
545,"""Outside My Window""",0.666,0.751,-11.883,0.0379,0.0402,0.168,118.993
546,Another You,0.585,0.393,-9.985,0.429,0.772,0.637,71.038
547,Right Time,0.529,0.871,-6.792,0.047,0.0475,0.0948,123.959
548,higher,0.624,0.568,-8.905,0.0591,0.0392,0.129,91.009
549,IMPATIENT,0.695,0.662,-7.714,0.0795,0.255,0.0974,142.121
550,Hold On,0.663,0.696,-8.651,0.0433,0.0155,0.343,122.017
551,Who Is It Gonna B (feat. A. K. Paul),0.779,0.542,-9.548,0.0454,0.306,0.392,131.005
552,Vertigo,0.574,0.338,-13.599,0.432,0.15,0.0971,116.797
553,Love Is Alive,0.676,0.5,-6.878,0.0412,0.701,0.596,97.863
554,So Good (feat. bülow),0.602,0.603,-5.265,0.0841,0.00421,0.194,138.963
555,Airwalk,0.545,0.524,-9.33,0.109,0.0129,0.194,131.703
556,Hurting on Purpose (feat. K.Flay),0.796,0.698,-5.867,0.0676,0.0162,0.312,140.966
557,My Girl,0.371,0.565,-8.045,0.0705,0.115,0.199,119.299
558,Reflections,0.803,0.451,-9.004,0.461,0.0667,0.385,134.88
559,Up in Flames,0.792,0.451,-5.878,0.0456,0.378,0.086,141.0
560,SLOW DANCING IN THE DARK - Loud Luxury Remix,0.752,0.883,-4.45,0.0426,0.00616,0.167,122.026
561,DOWN,0.76,0.662,-5.451,0.107,0.107,0.084,148.026
562,BURNT AF,0.65,0.247,-12.615,0.0384,0.302,0.266,110.907
563,MAKE A MESS,0.823,0.455,-7.839,0.0466,0.00175,0.0559,126.96
564,talk is overrated,0.776,0.353,-8.317,0.0687,0.435,0.302,138.035
565,Keep My Head Afloat,0.805,0.544,-8.034,0.121,0.0228,0.049,108.124
566,Bound 2,0.367,0.665,-2.821,0.0465,0.145,0.113,148.913
567,Good Morning,0.808,0.473,-10.128,0.202,0.903,0.0858,159.935
568,Dö,0.431,0.93,-6.079,0.0634,0.0103,0.0978,106.662
569,Kuszo,0.648,0.75,-6.161,0.0785,0.0206,0.0747,160.003
570,Quevegi,0.524,0.9,-7.087,0.139,0.0169,0.114,159.977
571,Can't See Without You,0.725,0.626,-4.093,0.19,0.46,0.145,95.041
572,Guillotine,0.574,0.803,-3.17,0.186,0.102,0.0861,97.967
573,State of Flux,0.674,0.831,-7.939,0.306,0.0314,0.175,140.025
574,Like It's Over (Ramzoid Remix),0.528,0.656,-4.992,0.0374,0.0203,0.128,89.959
575,Grasslands,0.577,0.638,-2.626,0.0472,0.169,0.382,129.978
576,Keep You,0.63,0.664,-7.636,0.213,0.114,0.082,129.888
577,Wild Thoughts - Medasin Dance Remix,0.502,0.699,-5.516,0.167,0.161,0.0647,179.871
578,head first,0.909,0.392,-6.221,0.0652,0.278,0.106,127.052
579,By Myself,0.685,0.553,-6.965,0.0667,0.359,0.654,130.022
580,superstars,0.312,0.614,-6.073,0.0466,0.0589,0.0898,205.379
581,Be Somebody,0.626,0.742,-6.975,0.127,0.0624,0.135,99.985
582,Vicodin,0.642,0.776,-5.216,0.135,0.0715,0.146,102.995
583,Kings of Summer - Single Version,0.734,0.661,-6.705,0.0356,0.222,0.201,134.93
584,Rewind,0.663,0.625,-7.123,0.0666,0.114,0.172,100.028
585,Champagne & Sunshine (Ellusive Remix),0.568,0.79,-4.411,0.0791,0.174,0.269,109.747
586,Rich & Sad,0.794,0.648,-5.114,0.078,0.0803,0.2,156.017
587,Because of You / Let Me Love You,0.775,0.777,-7.312,0.0828,0.0125,0.0937,100.005
588,Pretty Girl - Cheat Codes X CADE Remix,0.703,0.868,-4.661,0.0291,0.15,0.104,121.03
589,Leave You Lonely,0.361,0.614,-8.754,0.0635,0.462,0.18,113.032
590,Waiting for You,0.524,0.274,-13.931,0.295,0.502,0.0924,167.998
591,No More,0.768,0.401,-10.934,0.0845,0.915,0.11,102.049
592,Test & Recognise - Flume Re-work,0.544,0.579,-8.52,0.0712,0.193,0.117,109.769
593,Group Therapy,0.704,0.815,-3.6,0.283,0.484,0.103,183.877
594,Breath,0.577,0.789,-7.537,0.114,0.00757,0.17,160.1
595,Feel the Fire - Breath Vocal Mix,0.565,0.822,-7.712,0.0598,0.01,0.149,79.967
596,Feel the Fire - MEMBA Remix,0.349,0.834,-7.255,0.421,0.0389,0.0541,81.159
597,I'm No Magician,0.811,0.58,-6.732,0.0373,0.642,0.14,125.977
598,Mod Ting,0.508,0.843,-3.144,0.134,0.0692,0.186,109.946
599,Chemical (feat. Ahsha & Lemay) - Hex Cougar Remix,0.377,0.799,-1.211,0.111,0.121,0.108,149.785
600,Rainbows,0.376,0.258,-11.948,0.0623,0.788,0.338,159.328
601,Passage,0.426,0.321,-11.136,0.0639,0.889,0.151,119.637
602,Sleep Sound,0.762,0.536,-11.7,0.0623,0.353,0.0847,118.134
603,Sintra,0.677,0.543,-7.445,0.0772,0.00476,0.11,168.026
604,Antenna,0.73,0.58,-8.338,0.0542,0.0803,0.0933,109.976
605,Sleepless Nights - GANZ Remix,0.638,0.697,-8.737,0.0337,0.00149,0.252,136.982
606,Marijuana,0.697,0.655,-9.781,0.15,0.0626,0.353,86.969
607,Kodama,0.579,0.573,-9.086,0.257,0.276,0.0825,83.798
608,Drugs (feat. Two Feet),0.823,0.549,-3.9,0.225,0.373,0.0779,153.813
609,Tondo,0.675,0.92,-7.153,0.054,0.0123,0.329,132.0
610,dreamin',0.831,0.419,-7.381,0.44,0.359,0.0959,84.983
611,I Want You,0.568,0.575,-6.419,0.0387,0.397,0.0851,94.986
612,TROJAN HORSE,0.651,0.726,-7.583,0.312,0.576,0.272,89.305
613,LUST DRUNK,0.418,0.635,-5.541,0.28,0.736,0.114,148.645
614,WHO CARES,0.541,0.432,-7.348,0.0698,0.247,0.0423,156.027
615,VANILLA,0.552,0.709,-4.716,0.386,0.26,0.646,122.365
616,Say It - SG Lewis Remix,0.616,0.503,-7.484,0.0428,0.0305,0.21,149.961
617,I Dreamt We Spoke Again - Louis the Child Remix,0.653,0.496,-7.746,0.323,0.0825,0.0725,118.796
618,INDULGE,0.611,0.658,-7.764,0.275,0.0425,0.146,146.977
619,SO DONE,0.668,0.546,-6.788,0.101,0.0795,0.115,156.069
620,Everything,0.633,0.8,-7.324,0.0778,0.355,0.21,96.445
621,Seconds,0.635,0.526,-8.073,0.103,0.176,0.0966,92.979
622,flagpole sitta,0.497,0.877,-4.45,0.0469,0.256,0.314,134.993
623,Hallucinating,0.773,0.766,-6.281,0.0452,0.114,0.0997,107.012
624,running,0.804,0.626,-6.174,0.196,0.29,0.0691,107.004
625,Only Be Me,0.7,0.581,-8.493,0.0779,0.118,0.135,140.019
626,Every Color (with Foster The People),0.771,0.747,-4.858,0.059,0.018,0.343,124.985
627,Undo,0.726,0.768,-4.864,0.0403,0.272,0.103,137.927
628,Be With You,0.451,0.563,-8.863,0.0468,0.746,0.123,140.047
629,One Type of Dark - Ta-ku Remix,0.88,0.469,-9.683,0.0576,0.00792,0.146,135.048
630,In Chains,0.555,0.823,-7.915,0.0454,0.000365,0.107,142.013
631,Smile - Hippie Sabotage Remix,0.519,0.456,-11.985,0.0535,0.36,0.0858,101.065
632,Just A Thought,0.67,0.563,-8.508,0.0355,0.0905,0.205,138.036
633,Pink And Blue,0.701,0.733,-4.273,0.29,0.0239,0.361,100.072
634,Origami,0.707,0.736,-5.883,0.281,0.0648,0.29,84.957
635,Haze,0.578,0.591,-7.087,0.0463,0.0775,0.165,95.015
636,Milk,0.793,0.482,-6.381,0.293,0.122,0.292,169.969
637,Lift Me Up (feat. Mike Taylor),0.409,0.61,-6.011,0.0447,0.0696,0.0655,101.576
638,Shvke,0.6,0.81,-5.16,0.0674,0.0242,0.0812,89.998
639,5 AM,0.562,0.97,-2.235,0.338,0.0853,0.135,164.08
640,Goodbye,0.729,0.702,-5.207,0.141,0.0874,0.0503,91.999
641,The Difference,0.56,0.865,-1.148,0.0909,0.255,0.083,159.96
642,Save Me From Myself (with NoMBe & Big Gigantic),0.673,0.676,-4.888,0.216,0.0198,0.428,82.979
643,Promethium,0.393,0.506,-6.772,0.0396,0.429,0.0998,136.905
644,Found You,0.478,0.634,-6.092,0.0728,0.395,0.599,180.185
645,Do You Go Up - Kidswaste Remix,0.683,0.325,-13.409,0.205,0.848,0.0951,155.132
646,Got 2 Know,0.767,0.598,-7.274,0.0684,0.589,0.147,128.043
647,Sleepy Eyes,0.608,0.736,-6.7,0.165,0.051,0.215,97.038
648,20:25,0.72,0.664,-7.278,0.105,0.00435,0.0601,99.958
649,Friends,0.628,0.668,-5.935,0.263,0.288,0.622,138.865
650,Your Love (Déjà Vu),0.854,0.671,-7.158,0.0543,0.019,0.105,107.994
651,Home,0.66,0.45,-11.011,0.0451,0.839,0.374,145.011
652,Life in Grey,0.539,0.642,-4.385,0.0481,0.00186,0.144,135.018
653,Sunburn,0.693,0.725,-7.297,0.0321,0.121,0.214,105.961
654,All My Friends,0.668,0.764,-4.277,0.0487,0.025,0.314,106.036
655,EZRA,0.83,0.449,-16.048,0.541,0.334,0.123,117.939
656,come thru,0.578,0.671,-6.368,0.0423,0.315,0.0977,86.985
657,Tokyo Drifting (with Denzel Curry),0.708,0.496,-8.175,0.0496,0.0816,0.102,128.914
658,Leaving (feat. Yuna),0.587,0.668,-5.79,0.0435,0.222,0.0589,93.974
659,Be Fine (feat. Wafia),0.51,0.675,-6.717,0.145,0.199,0.35,180.094
660,Flavors,0.598,0.611,-6.163,0.058,0.00404,0.097,143.98
661,ily,0.567,0.789,-5.676,0.0328,0.0239,0.343,76.512
662,Lonely (feat. The Rigs),0.606,0.421,-8.025,0.0348,0.225,0.086,155.047
663,Cucumber Water,0.881,0.768,-4.873,0.304,0.132,0.14,92.075
664,What About Me,0.677,0.622,-8.308,0.1,0.0716,0.179,114.914
665,Let Go Today,0.84,0.193,-11.186,0.0696,0.182,0.173,99.99
666,When I'm Down,0.827,0.769,-4.058,0.126,0.209,0.091,93.986
667,Where To Go,0.776,0.473,-9.324,0.174,0.416,0.0994,130.031
668,In Your Eyes,0.488,0.644,-5.194,0.0361,0.176,0.107,137.916
669,Backwards Love,0.685,0.76,-3.468,0.0347,0.038,0.142,121.045
670,Big Time - X Games Theme,0.814,0.529,-10.46,0.0875,0.00247,0.114,133.016
671,Go Easy - Petey Remix,0.627,0.772,-6.445,0.0765,0.156,0.312,99.998
672,Take It All,0.891,0.671,-10.672,0.213,0.177,0.134,112.991
673,Chasing Tail (Madnap Remix),0.574,0.723,-4.963,0.0384,0.112,0.119,79.863
674,6 Letters,0.469,0.421,-8.428,0.112,0.293,0.09,72.824
675,Shoulda Known - GANZ Remix,0.46,0.6,-7.504,0.0488,0.191,0.121,139.715
676,Waiting,0.502,0.745,-8.614,0.426,0.13,0.325,159.966
677,You Got Me,0.593,0.474,-6.676,0.0662,0.23,0.163,119.763
678,To My Soul,0.81,0.534,-5.721,0.0425,0.163,0.192,106.02
679,Favours,0.773,0.674,-7.131,0.0429,0.117,0.174,118.038
