,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
89,I Know You Know - Delamare Remix,0.658,0.397,-4.927,0.137,0.515,0.0781,169.965
90,Bcntxl,0.714,0.521,-9.401,0.0501,0.506,0.363,136.05
91,When I'm Gone,0.53,0.548,-8.059,0.104,0.788,0.0905,93.114
92,Night Terrific! (feat. Yaqob),0.666,0.367,-13.022,0.12,0.897,0.205,82.03
93,Renegade,0.853,0.663,-8.467,0.204,0.17,0.0972,105.014
94,Films,0.744,0.611,-5.985,0.347,0.711,0.173,91.98
95,Deep End,0.478,0.454,-11.561,0.243,0.717,0.0954,77.506
96,One Too Many Movies,0.719,0.459,-8.533,0.072,0.618,0.101,139.785
97,No Slave,0.523,0.506,-10.058,0.107,0.076,0.646,81.973
98,A History Of Sorry,0.392,0.65,-7.209,0.123,0.686,0.0746,81.051
99,Colours,0.624,0.532,-7.986,0.0691,0.823,0.0712,104.911
100,Elizabeth (feat. Dominic Fike),0.699,0.559,-6.853,0.0851,0.194,0.276,151.981
101,Get to You,0.737,0.213,-14.884,0.0488,0.9,0.0961,139.109
102,ACID TRIP,0.72,0.562,-7.642,0.0367,0.0359,0.126,98.943
103,Move All Night,0.797,0.69,-5.845,0.037,0.248,0.132,124.0
104,Bummed (feat. Alison Wonderland),0.437,0.759,-6.133,0.039,0.000371,0.0872,160.034
105,Moon Rider (feat. Wrabel),0.572,0.57,-6.99,0.0251,0.0436,0.122,104.982
106,Chills,0.367,0.631,-6.647,0.435,0.685,0.124,180.059
107,You And Me Now,0.654,0.916,-5.684,0.046,0.0114,0.106,123.991
108,LOVED FOREVER,0.534,0.371,-9.718,0.0909,0.551,0.11,143.977
109,77 (feat. Kini Solana),0.318,0.592,-4.597,0.0494,0.307,0.0866,67.231
110,Don't Let Me Down - Sabrina Claudio vs. Devault Remix,0.648,0.651,-8.92,0.0995,0.298,0.252,107.989
111,Your Eye,0.387,0.758,-2.794,0.0578,0.0616,0.118,127.947
112,Easy,0.57,0.464,-11.614,0.0882,0.417,0.173,124.913
113,Sight,0.384,0.408,-9.751,0.0733,0.661,0.113,84.483
114,Bad Things,0.469,0.631,-7.399,0.0423,0.0487,0.344,147.935
115,Where We Go,0.291,0.686,-5.7,0.0435,0.053,0.143,160.058
116,Sending Me Ur Loving,0.733,0.583,-7.437,0.0347,0.00133,0.0814,123.006
117,Freakin' Out On the Interstate,0.45,0.794,-5.015,0.0538,0.388,0.303,143.861
118,Beige,0.47,0.67,-7.526,0.0783,0.393,0.117,83.856
119,Robbery,0.685,0.748,-7.558,0.0959,0.306,0.183,152.949
120,U-Ser-Name,0.632,0.795,-3.787,0.0798,0.163,0.304,114.915
121,peanut butter,0.667,0.466,-7.565,0.176,0.703,0.0807,85.949
122,Weekend Friend,0.409,0.594,-9.725,0.031,0.032,0.0904,110.187
123,For A Minute,0.711,0.778,-6.346,0.0897,0.0273,0.103,160.018
124,Charlie,0.631,0.605,-6.119,0.029,0.214,0.107,115.05
125,Quits,0.733,0.787,-2.192,0.32,0.229,0.169,73.463
126,Awaken,0.493,0.344,-8.876,0.0381,0.752,0.303,139.994
127,go with u,0.787,0.537,-6.827,0.204,0.594,0.114,108.994
128,HEADY,0.656,0.595,-6.627,0.0297,0.0178,0.23,115.064
129,BACK AND FORTH,0.583,0.697,-7.035,0.0807,0.157,0.147,153.95
130,Reckless,0.849,0.362,-8.585,0.41,0.519,0.233,81.143
131,Pink Skies (Demo),0.565,0.566,-8.737,0.141,0.485,0.104,138.836
132,ON SOME HIGH,0.411,0.447,-9.628,0.0956,0.423,0.28,113.664
133,Hallucinogenics - Vallis Alps Remix,0.782,0.469,-10.876,0.154,0.897,0.107,122.02
134,Politics & Violence,0.379,0.561,-6.451,0.0608,0.481,0.11,189.542
135,Heartstrings (feat. Santana),0.639,0.549,-6.754,0.156,0.0879,0.168,80.001
136,11 Hours - Branchez Remix,0.687,0.352,-8.229,0.0759,0.626,0.133,122.955
137,Açaí Bowl,0.687,0.439,-8.347,0.0426,0.502,0.109,91.972
138,Let Go Today,0.84,0.192,-11.186,0.07,0.184,0.173,99.991
139,Vultures,0.456,0.469,-9.886,0.0919,0.0358,0.121,78.825
140,Under the Sun,0.506,0.736,-7.994,0.428,0.0217,0.208,170.109
141,Leaving,0.529,0.465,-10.403,0.0673,0.129,0.0763,139.957
142,Higher (feat. Chance the Rapper & Blue Hawaii) - Remix,0.74,0.729,-3.988,0.183,0.0747,0.0479,119.939
143,Cold,0.711,0.412,-6.827,0.0445,0.184,0.0546,130.015
144,Lavender Lemonade,0.689,0.658,-6.19,0.0756,0.689,0.15,95.996
145,Sleep Alone (feat. Ella Boh),0.551,0.525,-5.912,0.309,0.274,0.0368,173.804
146,Ku Ring Gai,0.623,0.332,-16.085,0.0509,0.897,0.379,74.893
147,Green,0.7,0.56,-6.057,0.333,0.273,0.127,108.111
148,Roots - OddKidOut Remix,0.628,0.814,-5.749,0.372,0.00832,0.102,87.324
149,Always Somethin,0.727,0.751,-7.467,0.0497,0.107,0.134,112.958
150,What I Know,0.686,0.733,-7.901,0.0423,0.623,0.103,126.021
151,Into Something,0.643,0.777,-5.657,0.208,0.429,0.0701,159.882
152,In My Head,0.758,0.737,-5.761,0.256,0.16,0.0952,164.073
153,Man Down,0.641,0.51,-6.471,0.0454,0.718,0.103,96.617
154,Yoko Ono,0.664,0.473,-10.388,0.037,0.00468,0.108,150.016
155,Come Close,0.635,0.629,-7.782,0.221,0.314,0.127,107.986
156,Groove Armada (Interlude),0.774,0.273,-13.325,0.063,0.371,0.341,104.024
157,Ugly,0.781,0.512,-7.316,0.0864,0.0926,0.13,142.939
158,Honesty,0.531,0.458,-8.298,0.0436,0.486,0.2,84.008
159,Away - TWO LANES Remix,0.695,0.659,-9.953,0.0481,0.00551,0.107,117.975
160,DVOCEAN Remix,0.351,0.664,-7.59,0.251,0.0215,0.241,164.556
161,What Are You so Afraid Of,0.554,0.463,-6.019,0.0274,0.248,0.135,79.994
162,053117,0.694,0.649,-10.311,0.172,0.315,0.139,140.075
163,Before,0.656,0.385,-10.457,0.0651,0.41,0.107,132.079
164,Cages,0.657,0.664,-10.893,0.205,0.651,0.109,118.986
165,Whispers (feat. Avonlea),0.352,0.768,-6.722,0.127,0.0655,0.549,140.069
166,Home,0.741,0.556,-6.232,0.13,0.426,0.178,145.843
167,Whatever You Want,0.683,0.422,-10.001,0.0505,0.31,0.0921,126.025
168,Little Things,0.723,0.416,-11.172,0.0623,0.0931,0.215,140.017
169,Let Go,0.714,0.534,-9.234,0.069,0.362,0.368,77.221
170,Zz,0.38,0.447,-9.505,0.032,0.406,0.086,180.055
171,Queen (feat. Quinn XCII),0.781,0.619,-6.616,0.0882,0.22,0.112,82.954
172,Stranger (feat. Elliphant) - Y2K Remix,0.756,0.377,-9.035,0.0469,0.56,0.193,111.977
173,Waterfalls,0.368,0.435,-10.99,0.112,0.516,0.104,179.185
174,HER,0.556,0.56,-6.338,0.111,0.114,0.134,122.699
175,This Is for You,0.558,0.333,-13.51,0.0319,0.625,0.131,82.011
176,Empty,0.34,0.6,-5.613,0.0533,0.449,0.0832,167.915
177,Warm Pants,0.498,0.419,-9.285,0.111,0.785,0.568,137.439
178,Ghost Love,0.801,0.537,-9.624,0.109,0.375,0.144,130.955
179,Get Over It,0.861,0.327,-9.497,0.253,0.806,0.0908,101.006
180,Sunflower,0.827,0.525,-8.271,0.0728,0.034,0.108,120.016
181,Discipline - Louis the Child Remix,0.757,0.535,-4.456,0.27,0.217,0.339,128.981
182,Santiago,0.491,0.666,-6.872,0.143,0.336,0.356,175.798
183,Peach Arizona,0.561,0.503,-10.592,0.0751,0.256,0.0987,76.992
184,Antidote,0.773,0.518,-6.918,0.0646,0.141,0.112,111.585
185,MIDNIGHT PURPLE,0.605,0.558,-6.505,0.158,0.482,0.368,100.634
186,Sun's Up,0.658,0.397,-8.287,0.0928,0.835,0.127,108.003
187,IDNTWNTU,0.696,0.357,-11.538,0.236,0.0805,0.234,106.986
188,Wavin',0.304,0.537,-10.079,0.356,0.849,0.0884,176.6
189,Thirteen Years,0.371,0.586,-7.659,0.0485,0.611,0.0947,106.278
190,Loving You Is a Mountain,0.426,0.484,-7.772,0.0335,0.43,0.0888,58.339
191,Lotus,0.646,0.687,-4.938,0.0756,0.64,0.107,102.785
192,Too Much Of A Good Thing,0.678,0.597,-8.862,0.0306,0.00113,0.141,119.929
193,You And I - SAINT WKND Remix,0.607,0.793,-5.62,0.0322,0.0968,0.0852,119.956
194,I Love You.,0.647,0.749,-3.09,0.0484,0.0111,0.0995,114.009
195,On Road,0.682,0.539,-8.775,0.0512,0.456,0.103,77.02
196,Mexico,0.706,0.59,-4.983,0.0439,0.116,0.0569,148.036
197,U GOT ME,0.517,0.835,-4.619,0.041,0.149,0.186,149.073
198,Take It Back,0.895,0.23,-17.24,0.155,0.0411,0.0593,92.016
199,Lost Tonight,0.538,0.268,-10.783,0.0819,0.691,0.089,79.681
200,Liar,0.619,0.688,-6.49,0.0809,0.186,0.106,145.253
201,Trip 14,0.667,0.573,-5.462,0.0377,0.577,0.0932,86.858
202,Hurts (feat. Louis The Child & Whethan),0.747,0.56,-7.086,0.0494,0.169,0.55,129.019
203,Alive,0.805,0.536,-6.604,0.181,0.174,0.116,137.037
204,We're Alone,0.668,0.549,-8.618,0.0793,0.181,0.0819,107.382
205,Pretty (feat. Che Ecru),0.681,0.597,-6.21,0.0859,0.417,0.0433,120.008
206,Without You,0.815,0.211,-12.798,0.0548,0.738,0.107,89.986
207,Fine,0.667,0.349,-10.0,0.0433,0.445,0.097,129.967
208,White Adidas,0.666,0.445,-6.66,0.0367,0.149,0.0939,115.992
209,Sip It Slow,0.704,0.422,-8.835,0.0381,0.0474,0.304,101.997
210,LăVĭNDŭR,0.472,0.533,-7.033,0.032,0.494,0.147,142.104
211,Nights Up,0.47,0.506,-7.873,0.137,0.746,0.356,179.434
212,It Rains,0.392,0.554,-8.912,0.112,0.00227,0.172,127.243
213,Nothing at All,0.6,0.307,-9.802,0.0535,0.54,0.22,130.603
214,Bed,0.824,0.576,-8.035,0.0495,0.551,0.0823,112.986
215,Insert Runaway,0.536,0.663,-7.71,0.0385,0.000552,0.326,104.934
216,Too Deep - Bearface Remix,0.567,0.628,-8.685,0.0512,0.00567,0.118,120.011
217,Igotwtuneed,0.702,0.507,-9.373,0.177,0.807,0.199,106.909
218,eighteen again,0.379,0.57,-7.126,0.0449,0.459,0.114,149.836
219,Brother,0.431,0.611,-7.951,0.109,0.389,0.338,120.518
220,Misfit,0.531,0.512,-10.788,0.439,0.475,0.362,75.968
221,Easy,0.705,0.372,-12.164,0.0586,0.619,0.0931,157.048
222,Overthinking,0.677,0.376,-10.723,0.122,0.75,0.133,96.03
223,4 THE ROAD,0.588,0.48,-7.563,0.174,0.106,0.106,139.614
224,Wash Away,0.688,0.791,-6.626,0.0453,0.214,0.154,119.024
225,Faded,0.747,0.521,-9.02,0.34,0.0451,0.18,102.919
226,II,0.448,0.547,-8.663,0.0409,0.445,0.0747,152.129
227,Physical - OddKidOut Remix,0.737,0.542,-6.584,0.365,0.257,0.0631,159.795
228,Self Discovery,0.616,0.598,-8.612,0.039,0.283,0.109,79.962
229,Think of Me,0.346,0.374,-8.623,0.0402,0.94,0.149,122.18
230,Loss,0.608,0.589,-12.197,0.0449,0.0766,0.103,121.044
231,pop a pill,0.688,0.551,-6.299,0.229,0.184,0.159,162.118
232,Figure It Out,0.747,0.554,-6.154,0.289,0.493,0.332,96.988
233,Unravel Me,0.387,0.419,-8.803,0.183,0.476,0.122,79.211
234,Lovesick,0.326,0.468,-11.096,0.0754,0.561,0.123,98.02
235,Kiss It Better,0.619,0.806,-4.8,0.0483,0.272,0.0671,95.0
236,Expectations,0.576,0.443,-7.477,0.0754,0.00923,0.124,180.08
237,Easy - Remix,0.799,0.301,-11.361,0.185,0.195,0.0816,100.026
238,All The Time,0.675,0.44,-9.298,0.349,0.545,0.197,109.823
239,While We're Young,0.649,0.791,-6.013,0.193,0.104,0.108,128.023
240,Wet The Bed (feat. Ludacris),0.58,0.66,-7.405,0.0429,0.0166,0.174,123.801
241,Bad (feat. Rihanna) - Remix,0.807,0.702,-6.594,0.0748,0.307,0.111,114.038
242,The Take (feat. Chris Brown),0.464,0.547,-8.137,0.339,0.0511,0.155,67.003
243,Come and See Me (feat. Drake),0.717,0.347,-10.265,0.0636,0.0511,0.087,84.987
244,Say It,0.546,0.529,-10.511,0.0583,0.0862,0.124,107.331
245,Apartment,0.532,0.65,-5.605,0.0359,0.0374,0.0923,106.888
246,Champagne & Sunshine,0.607,0.522,-10.028,0.0701,0.0548,0.0909,109.961
247,Heaven,0.526,0.321,-6.725,0.0425,0.153,0.171,137.962
248,Swim,0.666,0.542,-6.429,0.0392,0.27,0.0765,120.134
249,Play with Me,0.716,0.438,-12.369,0.264,0.333,0.114,106.614
250,When We,0.612,0.325,-9.497,0.0794,0.186,0.109,117.831
251,Belong to You (feat. 6LACK),0.605,0.553,-10.845,0.101,0.274,0.184,152.076
252,After Hours,0.663,0.567,-5.941,0.0309,0.0938,0.124,108.959
253,Into It,0.518,0.572,-6.706,0.0416,0.0503,0.129,130.053
254,Dark Side,0.714,0.549,-5.982,0.0655,0.611,0.0887,138.07
255,"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",0.386,0.437,-7.946,0.036,0.184,0.169,119.923
256,Nothing Compares - Bonus Track,0.532,0.577,-9.313,0.0352,0.00253,0.234,131.922
257,Acquainted,0.372,0.478,-9.835,0.0503,0.482,0.0844,101.102
258,What You Need,0.657,0.405,-8.637,0.0584,0.525,0.146,133.895
259,Coming Down,0.665,0.612,-4.664,0.0314,0.487,0.183,120.989
260,You Were Right - Louis Futon Remix,0.499,0.743,-5.943,0.21,0.0687,0.421,121.929
261,Ocean (feat. Jacquees),0.711,0.264,-17.696,0.187,0.268,0.24,133.874
262,Bad Drugs,0.392,0.528,-8.643,0.0588,0.0284,0.639,75.409
263,Numb to the Feeling,0.695,0.737,-5.75,0.122,0.232,0.136,129.999
264,Snow White,0.634,0.409,-5.517,0.0501,0.557,0.102,116.112
265,Playa (Say That),0.476,0.549,-4.948,0.0342,0.497,0.24,119.803
266,Dead Man's Arms,0.535,0.508,-5.996,0.0318,0.233,0.0993,134.567
267,3am,0.565,0.44,-10.009,0.051,0.626,0.0893,119.728
268,hotel andrea,0.359,0.361,-10.194,0.0552,0.365,0.111,85.898
269,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",0.467,0.41,-12.028,0.185,0.328,0.113,95.931
270,Stay,0.742,0.561,-7.017,0.139,0.566,0.641,134.01
271,Skin,0.614,0.591,-6.919,0.0651,0.527,0.111,120.04
272,Cinderella (feat. Ty Dolla $ign),0.545,0.534,-6.874,0.047,0.235,0.345,140.021
273,Planet God Damn (feat. Njomza),0.643,0.491,-12.87,0.641,0.633,0.104,173.147
274,Soulmate,0.606,0.534,-6.904,0.512,0.132,0.148,111.044
275,We (feat. CeeLo Green),0.641,0.637,-9.43,0.0579,0.794,0.131,138.869
276,My Favorite Part,0.861,0.33,-7.194,0.0526,0.627,0.14,95.016
277,High For This,0.465,0.403,-8.895,0.0755,0.744,0.0777,74.95
278,House Of Balloons / Glass Table Girls,0.65,0.711,-5.417,0.0377,0.0123,0.301,89.019
279,The Morning,0.652,0.549,-7.555,0.039,0.317,0.104,120.073
280,Wicked Games,0.658,0.591,-5.197,0.0309,0.00959,0.325,114.078
281,The Party & The After Party,0.438,0.634,-7.456,0.337,0.476,0.113,203.585
282,Loft Music,0.287,0.498,-7.523,0.177,0.581,0.322,171.725
283,The Knowing,0.451,0.573,-8.277,0.0303,0.571,0.172,85.921
284,Twenty Eight,0.639,0.633,-7.338,0.0352,0.574,0.111,129.996
285,Lonely Star,0.458,0.705,-5.463,0.0672,0.395,0.601,157.97
286,Life Of The Party,0.554,0.696,-7.664,0.0335,0.0237,0.505,138.051
287,The Zone,0.619,0.521,-8.092,0.0744,0.26,0.101,139.886
288,The Birds Pt. 1,0.571,0.692,-6.656,0.0545,0.0245,0.0813,127.937
289,The Birds Pt. 2,0.296,0.518,-9.571,0.0489,0.745,0.462,183.672
290,Rolling Stone,0.693,0.323,-11.97,0.0306,0.405,0.149,129.964
291,Valerie,0.641,0.539,-6.351,0.0463,0.346,0.0837,148.004
292,D.D.,0.68,0.707,-7.225,0.0987,0.479,0.511,119.993
293,Montreal,0.497,0.803,-4.46,0.132,0.0447,0.424,183.883
294,Outside,0.565,0.446,-9.26,0.0531,0.693,0.469,140.121
295,XO / The Host,0.438,0.593,-7.786,0.049,0.375,0.388,127.994
296,Initiation,0.659,0.526,-7.318,0.14,0.45,0.292,139.748
297,Next,0.63,0.682,-7.317,0.0551,0.715,0.115,112.077
298,Till Dawn (Here Comes The Sun),0.697,0.542,-8.946,0.0437,0.821,0.134,99.988
299,Skin,0.638,0.558,-6.87,0.0466,0.136,0.126,126.905
300,Na Na,0.67,0.476,-6.253,0.0406,0.328,0.104,96.975
301,Dangerous Woman,0.67,0.637,-5.275,0.0445,0.0543,0.356,134.056
302,Often,0.572,0.631,-9.836,0.0476,0.222,0.135,134.078
303,New Flame,0.709,0.638,-4.3,0.0405,0.0649,0.0969,141.994
304,Wicked Games,0.409,0.579,-5.156,0.0387,0.0113,0.368,111.426
305,Take You Down,0.387,0.64,-5.817,0.081,0.107,0.319,59.989
306,Wet The Bed (feat. Ludacris),0.58,0.66,-7.405,0.0429,0.0166,0.174,123.801
307,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",0.563,0.383,-7.544,0.0322,0.283,0.127,173.984
308,Over,0.337,0.479,-8.735,0.136,0.336,0.0727,61.828
309,Some Kind Of Drug (feat. Marc E. Bassy),0.586,0.525,-8.968,0.498,0.0705,0.0729,126.51
310,Crazy In Love - Remix,0.23,0.694,-6.828,0.109,0.0619,0.112,172.751
311,Let Me Love You,0.527,0.435,-8.363,0.129,0.0295,0.243,102.698
312,Often - Kygo Remix,0.582,0.498,-9.906,0.0455,0.12,0.385,80.028
313,Own It,0.654,0.342,-11.305,0.101,0.0487,0.313,103.064
314,U With Me?,0.429,0.43,-11.373,0.165,0.337,0.138,174.984
315,Redemption,0.694,0.314,-7.82,0.117,0.612,0.117,119.906
316,With You,0.878,0.406,-9.961,0.249,0.136,0.112,128.015
317,Lights Out,0.527,0.428,-10.975,0.0358,0.329,0.106,89.984
318,Used To,0.405,0.541,-7.707,0.0891,0.208,0.0952,171.704
319,La Senza,0.425,0.341,-14.262,0.192,0.0348,0.082,83.578
320,Afterglow,0.364,0.261,-12.016,0.161,0.524,0.159,82.11
321,Isn't She Lovely,0.569,0.382,-10.201,0.0278,0.738,0.156,109.998
322,F*ck Me & Feed Me,0.8,0.278,-15.243,0.247,0.642,0.0731,103.918
323,Love Me Right,0.485,0.385,-10.222,0.144,0.386,0.0606,101.426
324,Wednesday Night Interlude,0.312,0.466,-8.163,0.0509,0.729,0.215,135.44
325,Mother May I Sleep With Danger?,0.727,0.732,-7.422,0.154,0.0719,0.17,114.918
326,Jungle,0.697,0.235,-8.651,0.0534,0.62,0.107,99.947
327,Nostalgia Cycle,0.482,0.528,-8.947,0.161,0.295,0.121,160.044
328,Free Porn Cheap Drugs,0.502,0.682,-5.125,0.0269,0.17,0.0988,128.881
329,Born To Die,0.428,0.626,-6.639,0.0339,0.222,0.277,86.02
330,Lust For Life (with The Weeknd),0.456,0.672,-8.62,0.069,0.572,0.364,99.998
331,Cherry,0.355,0.541,-9.667,0.0608,0.0457,0.316,123.524
332,Blue Jeans - Album Version - Remastered,0.553,0.824,-4.399,0.0589,0.434,0.0801,117.955
333,R.I.P. 2 My Youth,0.353,0.686,-5.704,0.0534,0.00216,0.123,94.47
334,Now Or Never,0.67,0.585,-4.861,0.0354,0.107,0.131,110.03
335,Bad At Love,0.675,0.751,-3.539,0.0296,0.0604,0.0893,118.384
336,New Americana,0.339,0.707,-5.121,0.0428,0.0113,0.337,173.993
337,Gasoline,0.731,0.58,-7.328,0.0399,0.223,0.129,119.997
338,Him & I (with Halsey),0.589,0.731,-6.343,0.0868,0.0534,0.308,87.908
339,I HATE EVERYBODY,0.679,0.197,-7.078,0.0331,0.137,0.0887,79.504
340,Finally // beautiful stranger,0.626,0.55,-5.105,0.029,0.051,0.118,133.976
341,Hazel,0.578,0.338,-12.005,0.0405,0.355,0.0866,83.876
342,Fuck You,0.617,0.557,-5.931,0.0381,0.155,0.48,143.912
343,Homemade,0.511,0.58,-7.772,0.231,0.51,0.136,199.884
