,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
217,Art School Wannabe,spotify:track:4JgABUEuQw3QKHBAwLqQue,0.34,0.651,-5.857,0.0492,0.00416,0.102
218,Save It For The Weekend,spotify:track:11cVt2IAfcDvrz98EhjDgc,0.424,0.83,-5.298,0.028,0.000307,0.36
219,Someone To Spend Time With,spotify:track:0qQ9VcVPkWDTnff6HIhISU,0.817,0.471,-13.301,0.0335,0.0529,0.106
220,Times New Roman,spotify:track:4pK0DvSEj3w1IYV4xb8NhB,0.746,0.65,-6.904,0.0331,0.342,0.122
221,Warm (feat. Mia),spotify:track:3kBofOTKMUZ62a311eUwvx,0.662,0.297,-14.525,0.0301,0.888,0.119
222,Constantinople,spotify:track:0ErT89RwJ9BlFpMAtNA9uX,0.674,0.378,-7.706,0.0288,0.486,0.101
223,Starchild,spotify:track:4Ku4jFPD4J7UxdjG0xpjPf,0.503,0.615,-6.545,0.232,0.125,0.0881
224,Baby Girl,spotify:track:5DXLAH0YC4FEYFTbCbd2Qy,0.653,0.763,-3.84,0.0611,0.218,0.406
225,Hello-Sin-Nation,spotify:track:3Cj9pE1d6h6WFLFzsA7igL,0.326,0.768,1.381,0.0317,0.593,0.0964
226,Baby Blue,spotify:track:7c1mJwugEp6fUU1GH4Vywi,0.415,0.427,-9.871,0.0362,0.981,0.772
227,Surrounded,spotify:track:5Nbk7hQ0Y4h4AC6RVnFo93,0.622,0.234,-16.657,0.0549,0.0686,0.106
228,Tokyo,spotify:track:14NWHFVIYDXGkQDGQOuFHQ,0.752,0.38,-13.74,0.0368,0.0229,0.165
229,Bloom,spotify:track:05xA64s3UzOOmAnh9SIIjn,0.749,0.399,-7.526,0.0393,0.261,0.0949
230,Graduate,spotify:track:3fcXvyeiIdEFi85srqzkWC,0.524,0.663,-11.964,0.0438,0.000894,0.0998
231,She Don't Talk About It,spotify:track:0jxzej6r80yzAJ03NqSfWK,0.537,0.957,-5.055,0.224,0.000229,0.358
232,American Spirits,spotify:track:01w1oN1WO5aOThHnLBN8eS,0.503,0.824,-4.779,0.0285,0.0508,0.102
233,Badabum,spotify:track:12ETRtzTYbKzYBWSuhTNJB,0.598,0.225,-16.453,0.0316,0.922,0.186
234,Baby Teeth,spotify:track:7tsCU1ddBjBIuSt0zBXllk,0.614,0.649,-7.494,0.0228,0.0843,0.0619
235,Big Sis,spotify:track:0ARp9mXXpPflIwehy25kCa,0.825,0.482,-8.29,0.0378,0.876,0.101
236,Hell N Back,spotify:track:3NRql0A1Ef4RCvT473iqgD,0.584,0.684,-4.314,0.567,0.312,0.112
237,Slush Puppy,spotify:track:6abKEw6Tgs54rQ0ZKiP0rp,0.48,0.446,-9.334,0.0296,0.619,0.346
238,Adversity,spotify:track:251lM96DbNbBzUrSuDcP6y,0.661,0.733,-6.859,0.026,0.00551,0.0992
239,Shalala,spotify:track:0Bl1Gt8R9kjz7JO7SYAuhe,0.452,0.729,-5.6,0.0304,0.0192,0.115
240,Myth,spotify:track:0agBriTy7L5vFjeFT4qXr9,0.448,0.733,-6.238,0.0292,0.0369,0.169
241,Manastra,spotify:track:4b2rTEG9vXwNYikfSDUdsP,0.435,0.631,-7.485,0.0364,0.0352,0.186
242,$10,spotify:track:26KmHt6pWgKfbO3yFuB5QM,0.624,0.596,-9.804,0.0314,0.475,0.119
243,Million,spotify:track:7a10B93rPDwb13eoXvZdLs,0.648,0.398,-5.415,0.108,0.0299,0.161
244,River's Edge,spotify:track:52qvt2m3T6Yt96anGIWohF,0.594,0.746,-7.993,0.0329,0.0449,0.206
245,Ne Me Quitte Pas (Don't Leave Me),spotify:track:7DYkWTA0ckaqm2MFfAIlQr,0.617,0.5,-5.747,0.034,0.386,0.107
246,Acolyte,spotify:track:4YW1KY7SuHca5CRvBs6QZs,0.789,0.476,-10.674,0.0338,0.782,0.113
247,Only in the West,spotify:track:6cLxofxCjrFpQYtifjK5Vf,0.954,0.537,-6.871,0.0901,0.0723,0.218
248,Universe,spotify:track:5S5S5oiwdGS4ppgXmF2w0V,0.663,0.735,-5.52,0.0282,0.208,0.114
249,Get Fucked,spotify:track:35HusLibk4RIHUh7nheP10,0.832,0.454,-13.399,0.0728,0.433,0.35
250,Holocene,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,0.375,0.304,-14.52,0.0302,0.943,0.126
251,Feather On the Clyde,spotify:track:0O6lze2TCynV8fpwxyVRPj,0.463,0.275,-13.624,0.0333,0.89,0.101
252,Sleep on the Floor,spotify:track:66X8KpUB1EeHtsVdICGaiq,0.375,0.443,-8.014,0.0342,0.236,0.122
253,Shrike,spotify:track:083PU4XnYAOMAGVruma3vb,0.506,0.275,-8.464,0.0292,0.494,0.101
254,Halcyon,spotify:track:32tG8Q4LHgB9psZpClf4wF,0.626,0.39,-13.659,0.0261,0.801,0.0839
255,July,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,0.708,0.186,-8.953,0.0422,0.868,0.0779
256,Black Flies,spotify:track:3JhNsyNQSyrsHcnFRHZN1e,0.581,0.36,-13.174,0.0289,0.44,0.0924
257,Hot Knifer,spotify:track:51jG0OlS5GWuunFH05NyC6,0.644,0.247,-8.813,0.0368,0.927,0.115
258,You're Somebody Else,spotify:track:6iWEhoALoBFnQMNVhYY0Sc,0.706,0.46,-9.061,0.0296,0.847,0.106
259,Concrete Wall,spotify:track:1QlUpsX8dGxV5vRwl8fJRK,0.684,0.368,-12.56,0.0673,0.785,0.287
260,Night Ride,spotify:track:2O07FF1DMc1oRDlkIo33FC,0.608,0.752,-4.954,0.0315,0.0163,0.118
261,Bambi,spotify:track:3Fx9Xi571ygW3NgX7JbT82,0.622,0.849,-7.075,0.0378,0.00255,0.153
262,The Start Of Something,spotify:track:6K5GAopLZzzg0ZX8k5GWwh,0.632,0.733,-6.924,0.0293,0.179,0.0988
263,Weekend Friend,spotify:track:2d3QlXE6FXFDeodiS66yjM,0.409,0.594,-9.725,0.031,0.032,0.0904
264,Maybe You're the Reason,spotify:track:5Po5YmT4RhawSeqNXx5m0o,0.621,0.762,-6.376,0.0328,0.106,0.302
265,Let It All Out (10:05),spotify:track:6UbOE1KhvE5EjWxAF0EaB8,0.657,0.397,-10.558,0.0349,0.434,0.0841
266,Imaginationcy,spotify:track:3vQYcH9krDAkYqPJILas3J,0.414,0.713,-7.823,0.0848,0.197,0.322
267,You Only Live Once,spotify:track:4fPBB44eDH71YohayI4eKV,0.63,0.908,-2.42,0.0326,0.0238,0.116
268,Dræm Girl,spotify:track:6lbLn5iL2NBJnbib7bTXMn,0.192,0.952,-5.888,0.258,0.00164,0.307
269,Your Love (Déjà Vu),spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl,0.854,0.671,-7.158,0.0543,0.019,0.105
270,Hostage,spotify:track:7CP998VJtYSdyecPt2Haj4,0.581,0.417,-10.239,0.0303,0.138,0.109
271,Dark Red,spotify:track:37y7iDayfwm3WXn5BiAoRk,0.603,0.783,-4.023,0.062,0.449,0.119
272,I'm Just Snacking,spotify:track:6413UUgINHbZsCJeJBFlmT,0.615,0.475,-7.351,0.029,0.135,0.235
273,Unwind,spotify:track:10qar57dEiw0arPhQ3NTU5,0.737,0.56,-8.281,0.127,0.815,0.125
274,Space Song,spotify:track:0hNhlwnzMLzZSlKGDCuHOo,0.508,0.788,-7.288,0.0296,0.233,0.144
275,OK,spotify:track:0APAKxMXB7jdDs4kw1l30y,0.72,0.625,-6.274,0.0362,0.0112,0.0999
276,Window,spotify:track:3hARuUtzTdUuWH1KiLJlSf,0.714,0.483,-9.378,0.195,0.436,0.28
277,Quiet Ferocity,spotify:track:2AxlcWUZNfy08e9tsSUyrT,0.828,0.693,-4.847,0.0622,0.00656,0.0889
278,On Your Way Down,spotify:track:6ECcJlfjh2F1LJxe74qKnJ,0.721,0.782,-5.257,0.0423,0.00307,0.0628
279,Anywhere Else,spotify:track:2D69PngXadKH5ruFa4wGIp,0.444,0.891,-4.198,0.0444,0.0204,0.141
280,Blinded,spotify:track:1yqn3XYxrZ4I805SuoJSL1,0.811,0.55,-5.197,0.0363,0.0312,0.0725
281,I Am What You Want Me to Be,spotify:track:6I3sYfu0ffy4dZfETCld2H,0.373,0.962,-3.306,0.297,0.00397,0.813
282,People Always Say,spotify:track:40pnrHR09SeR9RnU3vgunC,0.745,0.641,-5.096,0.0362,0.0856,0.123
283,Waiting for a Sign,spotify:track:6hilNt9hfu6LvGrce27ifo,0.8,0.631,-5.06,0.0323,0.00948,0.0818
284,Feel the Way I Do,spotify:track:0TVwMTKyuSp41ytctKTA3T,0.803,0.636,-4.64,0.0322,0.0231,0.0791
285,Sending Me Ur Loving,spotify:track:1QwhWld3yDy65MJCeBelCp,0.733,0.583,-7.437,0.0347,0.00133,0.0814
286,Used to Be in Love,spotify:track:290xSzR8Ee9fm82poMg4od,0.83,0.631,-5.238,0.0313,0.0022,0.0539
287,Heavy Hearted,spotify:track:3yXgttblOo006gd4eGOvw1,0.642,0.887,-4.566,0.0563,0.00166,0.0906
288,Bad Dream,spotify:track:6lVhkY4iqf1GF5z6lu3mlp,0.686,0.579,-6.104,0.0317,0.00177,0.066
289,Funhouse,spotify:track:1uexV2mYuZmLhVz4G5LUZv,0.792,0.865,-3.04,0.0337,0.00503,0.0375
290,American Boy,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,-2.99,0.326,0.171,0.07
291,Wind It Up,spotify:track:7zs7Um0yq1zQzOSkIc44K9,0.959,0.906,-6.902,0.0546,0.331,0.337
292,Toxic,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,-3.914,0.114,0.0249,0.242
293,Promiscuous,spotify:track:7cUhxtLxcNZXV6Qdpi8PTO,0.818,0.972,-6.032,0.0502,0.0521,0.168
294,SOS,spotify:track:30cSNer6TV8x2utjULVeQ5,0.677,0.671,-4.905,0.0361,0.004,0.413
295,STARSTRUKK (feat. Katy Perry),spotify:track:1hBM2D1ULT3aeKuddSwPsK,0.607,0.805,-5.579,0.0608,0.00175,0.231
296,Black Skinhead,spotify:track:722tgOgdIbNe3BEyLnejw4,0.766,0.809,-6.123,0.279,0.0011,0.168
297,Good Girls Go Bad (feat. Leighton Meester),spotify:track:7kMfu3KUydmrFVGEAhjtyl,0.594,0.874,-3.716,0.0815,0.0116,0.549
298,Like A G6,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,-8.126,0.449,0.00676,0.117
299,Bottoms Up (feat. Nicki Minaj),spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.845,0.601,-5.283,0.161,0.0205,0.385
300,Let It Rock,spotify:track:6TrNRd98WksT9Kkmx9uj6R,0.607,0.783,-4.41,0.0397,0.000683,0.0678
301,Slip,spotify:track:1BaOhe084eXesllCBZXHYn,0.716,0.275,-10.013,0.0547,0.754,0.147
302,Cane Shuga,spotify:track:7GHqPV9RCRofSXh68htAkg,0.796,0.794,-5.661,0.0386,0.536,0.0896
303,Losing You,spotify:track:7mjOxXnZYbGtgjyX0hqaLs,0.597,0.771,-10.717,0.0394,0.0111,0.0987
304,Moody Orange,spotify:track:1k7aPYyAnNTjVbjw1YDNp1,0.621,0.427,-11.464,0.0733,0.79,0.189
305,The Beach,spotify:track:2u0CelO5c81XS7z3dGpHbS,0.245,0.64,-7.426,0.0608,0.131,0.0766
306,Body Gold,spotify:track:0IIdoxwlGBHhNZQkbYF3yD,0.717,0.49,-7.584,0.091,0.583,0.323
307,Life in a Bubble I Blew - bonus track,spotify:track:2gcqVTesDy08DOB2rV2Odt,0.655,0.759,-5.525,0.0268,0.373,0.173
308,You Are the Right One,spotify:track:5fLfzMQ6T583mnUke8622M,0.66,0.591,-8.497,0.026,0.16,0.632
309,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,0.106
310,Without the Lights,spotify:track:1Nt1LxcEA2lM0r55OY7bOV,0.497,0.378,-9.78,0.0317,0.0896,0.0632
311,Mariposa,spotify:track:4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,-5.88,0.028,0.617,0.356
312,Peach,spotify:track:5JRMqkR82k2fdDEAim9SCN,0.646,0.681,-5.847,0.0764,0.683,0.107
313,These Days,spotify:track:4gZDCOFuLCxCRWNhSEcOtJ,0.655,0.668,-6.733,0.0272,0.0398,0.0759
314,Less Than I Do,spotify:track:4QMSq1uq0JgvyKhEDp8wkx,0.529,0.579,-6.94,0.0518,0.0198,0.103
315,Wishful Thinking,spotify:track:06Xh1KvQofFghlSt33mFjc,0.644,0.661,-6.161,0.0332,0.144,0.177
316,Phone Numbers,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,0.884,0.539,-6.389,0.208,0.239,0.0805
317,Summertime In Paris,spotify:track:6XNANAB7sFvkfho6bMCp7o,0.569,0.86,-4.116,0.043,0.135,0.153
318,Mango,spotify:track:1FpAKPGuR8SoIUw5t0I5vn,0.87,0.587,-6.117,0.0406,0.0209,0.0888
319,Honeypie,spotify:track:0rzWENXdfcLTgyt5DByGTy,0.743,0.683,-4.606,0.201,0.0713,0.15
320,CAN YOU HEAR THE MOON,spotify:track:7pcANiSH8mEKLUIPAxiSDr,0.343,0.503,-6.018,0.0623,0.0242,0.42
321,Softly,spotify:track:4PvbbMYL4fkToni5BLaYRb,0.759,0.436,-11.233,0.0419,0.33,0.102
322,Come Over,spotify:track:3GSEZewTr5OeI9LnWovr5x,0.403,0.73,-5.367,0.282,0.0561,0.106
323,Blank Page,spotify:track:6Glo8UvULrbs0RM85UMgb9,0.627,0.826,-7.643,0.0342,0.0104,0.181
324,Kilby Girl,spotify:track:3fsaxdtRDMEvZu1XC3FN2i,0.327,0.442,-9.992,0.0418,0.0613,0.113
325,Vera,spotify:track:0ftCPVAo6loYGo0hEWY6Ky,0.4,0.556,-9.026,0.0826,0.116,0.133
326,hostage,spotify:track:0kJv5n6rhE4nSFQk9yrD6t,0.425,0.122,-15.194,0.0478,0.889,0.0733
327,Agnes,spotify:track:6prvUr8l3t7x5GY7heQb5w,0.55,0.518,-8.949,0.0246,0.0162,0.114
328,Foreplay,spotify:track:28luqgS4NCuFKP6YSOtia5,0.73,0.422,-6.211,0.0678,0.123,0.105
329,Follow Me,spotify:track:4DC3FBWyXeO6VSnVojF13d,0.616,0.257,-9.846,0.0387,0.926,0.108
330,Devil Like Me,spotify:track:0HsGh7cboYz6cVMIyFrQ8j,0.679,0.63,-6.83,0.158,0.758,0.111
331,All This Could Be Yours,spotify:track:69ZQuzXEqiNTYM0pTj0qGN,0.633,0.892,-1.871,0.0357,0.000555,0.337
332,Cringe,spotify:track:0hy48SusJtyhy4DNB2rEaS,0.731,0.445,-8.202,0.0533,0.071,0.0862
333,Doing Good,spotify:track:4KAs4IcxluXDFGuV4XCEJa,0.71,0.73,-8.381,0.0481,0.293,0.098
334,Silk (feat. Thelma Plum),spotify:track:2smKkz9SSKxe16NuscYxq5,0.547,0.541,-11.463,0.0891,0.788,0.128
335,Silvertongue,spotify:track:0yTJtxZJ5VLfBEHhiNUNeY,0.673,0.789,-4.288,0.0408,0.00975,0.752
336,Such Small Scenes,spotify:track:1PBp3M4Dh1TO0D6kgL8GqA,0.598,0.841,-6.652,0.0563,0.107,0.154
337,Young Blood,spotify:track:25nzKGDiua1lE9Qo5V19GL,0.579,0.865,-4.692,0.0302,5.63e-05,0.649
338,Rollin (feat. Future & Khalid),spotify:track:3FDrI0FLKzrYQiWxPhqV2W,0.754,0.762,-4.486,0.0849,0.45,0.224
339,Miss You,spotify:track:3uFMPm9DLHP2uv1BYTmadh,0.57,0.763,-5.404,0.0391,0.188,0.103
340,Royal Blue,spotify:track:2irfRtOjWZ990KjO2B6uR4,0.646,0.685,-8.094,0.0437,0.0776,0.0751
341,You Don’t Get Me High Anymore,spotify:track:3gkSQbWTDBh0ZKq85WmJDz,0.504,0.945,-4.625,0.0504,0.00242,0.536
342,Misery Business,spotify:track:3l9CW99AHtExIRV4hW2N5m,0.517,0.906,-3.677,0.0735,0.00272,0.113
343,Sigh No More,spotify:track:5U5ylKLPH02eF971FqiazK,0.472,0.366,-10.01,0.0311,0.0249,0.255
344,Friends,spotify:track:06mv1npEiuJd706bVUDYXD,0.516,0.158,-14.433,0.0672,0.783,0.222
345,Seaside,spotify:track:6ZygaqgtPkiahkiYJhYWhn,0.629,0.422,-8.542,0.0411,0.705,0.124
346,Live That Long,spotify:track:4WBXTnzVmz3Thn76w3rYUR,0.613,0.531,-9.172,0.0338,0.144,0.801
347,Toes,spotify:track:754wVXWrtf1X3ZHQOFFsnR,0.639,0.347,-12.322,0.0421,0.406,0.215
348,Young Blood - Acoustic,spotify:track:6QPqf4WqwZkxM68bGipzvP,0.691,0.231,-10.512,0.0471,0.815,0.103
349,R U Mine?,spotify:track:2AT8iROs4FQueDv2c8q2KE,0.288,0.758,-5.692,0.0371,0.00616,0.303
350,Perfect Places,spotify:track:7ARveOiD31w2Nq0n5FsSf8,0.622,0.58,-5.273,0.0504,0.00241,0.112
351,Come A Little Closer,spotify:track:7zjupUeHyd2j2FKlmSiZlj,0.454,0.79,-1.774,0.032,0.0212,0.175
352,A Lonely Night,spotify:track:0ifooM33X1iBxVYyOkSbXW,0.853,0.663,-6.955,0.0755,0.0431,0.0891
353,windows,spotify:track:1OWt2uCo3AzMBEpn1bPmo7,0.562,0.509,-6.278,0.029,0.684,0.108
354,First,spotify:track:2ZE6D6ySdIjWpb6GObprV8,0.468,0.692,-4.015,0.0295,0.0202,0.523
355,San Francisco,spotify:track:2eQOMQkStoRUQyq6HGh1iG,0.307,0.847,-4.215,0.0551,0.0215,0.0783
356,Birch Tree,spotify:track:5mOPeaSXywGZX3mDflbDsq,0.659,0.792,-7.101,0.0301,0.0186,0.102
357,Brazil,spotify:track:5ftdTvmQjjsL23t7jxADfI,0.689,0.617,-5.196,0.0289,0.0918,0.0816
358,"New Person, Same Old Mistakes",spotify:track:52ojopYMUzeNcudsoz7O9D,0.47,0.809,-6.74,0.0495,0.272,0.0491
359,Marinade,spotify:track:2N60TAtXaCbmi7zqdUoW61,0.677,0.74,-6.528,0.0243,0.242,0.105
360,Cocoon,spotify:track:39bpQHvHkE0K7UUD2HL9oI,0.732,0.708,-5.978,0.0324,0.0715,0.0824
361,Can't Hide,spotify:track:7CotyU8EcChJlqOFnxPPmI,0.61,0.69,-2.656,0.0911,0.0422,0.166
362,Dive,spotify:track:51ChrwmUPDJvedPQnIU8Ls,0.761,0.386,-6.158,0.0399,0.355,0.0953
363,Just Breathe,spotify:track:3nUBqO8IZEkTF3RToTTReV,0.311,0.165,-13.817,0.0353,0.916,0.0751
364,Leave Your Lover,spotify:track:4bdPdSIHu8OeWpLWEEB2ts,0.448,0.255,-8.729,0.0387,0.944,0.104
365,Hot Coals,spotify:track:6wIVkGVIkfT0WN4S8cFNLs,0.605,0.824,-3.362,0.0325,0.00292,0.312
366,bellyache,spotify:track:51NFxnQvaosfDDutk0tams,0.695,0.573,-8.597,0.106,0.46,0.482
367,A closeness,spotify:track:5ClDPw47BORurTM0yTwuS7,0.526,0.458,-9.472,0.0384,0.766,0.109
368,Hearts Don't Break Around Here,spotify:track:2dfHh7ECGxfNqZTQno09Vk,0.604,0.366,-7.881,0.0267,0.719,0.162
369,Jungle,spotify:track:4QEaE0Yj9oCvCzehPlZ1On,0.59,0.697,-5.877,0.0291,0.269,0.0881
370,Bedford Falls,spotify:track:0pmHBrhcPIosPihYzGvXRQ,0.418,0.419,-8.706,0.0592,0.949,0.307
371,What If I Go?,spotify:track:3LjEaWzh33DiR8MtrVbJnI,0.487,0.623,-7.388,0.464,0.375,0.308
372,Elise,spotify:track:6gjUxk2gNqaMtTYV0t3PPB,0.64,0.0561,-13.156,0.0604,0.864,0.165
373,little light,spotify:track:7cf3UOtuJKrKYZ1FtSqQv9,0.297,0.545,-10.457,0.05,0.122,0.113
374,To Build A Home,spotify:track:3AqPL1n1wKc5DVFFnYuJhp,0.264,0.128,-15.443,0.034,0.885,0.105
375,The Only Exception,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,-6.607,0.0272,0.144,0.143
376,My Number,spotify:track:4c9WmjVlQMr0s1IjbYO52Z,0.639,0.744,-8.377,0.0368,0.0319,0.466
377,Static Waves,spotify:track:3ICxCafLo6xcASR4yij84K,0.62,0.534,-8.865,0.0266,0.0634,0.093
378,Super Rich Kids,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,0.739,0.419,-8.241,0.0854,0.219,0.196
379,Wake Me Up - Live at the Bedford,spotify:track:2c3PILT3ocB6B47pNzi9qs,0.616,0.141,-17.161,0.532,0.792,0.897
380,Got It Bad,spotify:track:39wHJyoHNlaFEFUKlDzNo3,0.793,0.468,-10.054,0.0408,0.00839,0.0689
381,Whatever Forever,spotify:track:2gXczlSLzhskaTRLdAwBEw,0.65,0.75,-5.178,0.0295,0.137,0.0974
382,Animal,spotify:track:6vSq5q5DCs1IvwKIq53hj2,0.774,0.721,-6.662,0.0773,0.0126,0.0952
383,deep the water,spotify:track:39OWGmMgmAhBka08tG0kRI,0.416,0.532,-8.649,0.0302,0.00963,0.332
384,back again,spotify:track:5E4R0wskKJS9PQUw3l3Xoj,0.635,0.561,-8.127,0.0275,0.101,0.112
385,First Class,spotify:track:7trx783SvnHhKkmgSSTIFJ,0.554,0.337,-10.189,0.0351,0.581,0.0871
386,Oceans,spotify:track:7Cia4WzapwjMr0NUQF8vf3,0.404,0.48,-8.906,0.0303,0.274,0.132
387,Not Going Home,spotify:track:7C7GwLFoDQztNFElOFHjc3,0.749,0.747,-6.457,0.121,0.0938,0.256
388,Pictures,spotify:track:7h7HJI8wJsbojiOb8zqXny,0.547,0.313,-10.313,0.0352,0.935,0.1
389,Empty Space,spotify:track:0vNNKEHKfqqBPqFFYDOB7w,0.439,0.218,-16.019,0.0422,0.609,0.202
390,Tap Water Drinking,spotify:track:2Aj1tRbhbsBWVOMVgcO9pR,0.522,0.536,-6.73,0.145,0.351,0.311
391,Beach Baby,spotify:track:7oRNU7Tmek0nm2lqyDojoG,0.668,0.081,-17.282,0.0366,0.983,0.114
392,Trouble,spotify:track:5n0CTysih20NYdT2S0Wpe8,0.47,0.623,-5.655,0.0302,0.392,0.0992
393,Runaway Baby,spotify:track:5MMLS3xm12D7N26xlfFApr,0.656,0.767,-3.038,0.0396,0.25,0.114
394,la song,spotify:track:2SMWgBbf0dv31Sup3kMecv,0.675,0.437,-11.619,0.0412,0.0866,0.111
395,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",spotify:track:7rdUtXasA973gmrr2Xxh3E,0.781,0.548,-4.997,0.0764,0.229,0.127
396,Silence,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,-3.093,0.0853,0.256,0.17
397,Ghost On The Dance Floor,spotify:track:2qg7jm9wp4HM6CMcZxVYOC,0.531,0.969,-3.967,0.0574,2.44e-05,0.0912
398,la song - demo,spotify:track:1TTZLBnAYaUAtQQ4oE2kPH,0.438,0.34,-6.044,0.0319,0.843,0.0938
399,Every Other Freckle,spotify:track:6BVBkKpZK09NmifUMZqj1z,0.543,0.707,-7.636,0.07,0.614,0.118
400,Ocean Eyes - Astronomyy Remix,spotify:track:6NOq79ynBpBi6BSJMdgReN,0.594,0.481,-8.525,0.0353,0.629,0.0939
401,Find My Way,spotify:track:6PLFgnMoR91nQ5LaiR8Pj4,0.49,0.156,-16.371,0.0469,0.632,0.0996
402,BTSTU (Demo),spotify:track:6oGTmUCzggmGfsYrSi7qhI,0.644,0.291,-8.84,0.211,0.73,0.0963
403,She,spotify:track:3ICdPHubhqTJ4Lm9NEb2W3,0.573,0.344,-10.91,0.0361,0.811,0.13
404,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,-3.105,0.0571,0.0642,0.0943
405,Wave(s) - Demo Taped Remix,spotify:track:2zbR8vIENN2BqtZKkAVpBf,0.719,0.504,-6.929,0.103,0.308,0.154
406,Broadripple Is Burning,spotify:track:3EIQofQf9NloNNmvg45MFE,0.607,0.43,-6.778,0.0251,0.105,0.106
407,Daughters,spotify:track:5FPnjikbwlDMULCCCa6ZCJ,0.674,0.413,-7.816,0.0274,0.837,0.098
408,Drift,spotify:track:1LdV2QpLGtA3E6WNMwAPGE,0.678,0.374,-9.387,0.0475,0.561,0.103
409,HUMBLE.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,-6.638,0.102,0.000282,0.0958
410,when the water meets the mountains,spotify:track:2xvlMXQlHRQDpU2xGPYfKE,0.23,0.427,-11.133,0.0382,0.0978,0.11
411,Put Me Thru,spotify:track:70SjyVMzhmMeJQD8hOmIBp,0.732,0.789,-3.717,0.0476,0.0459,0.123
412,Shape of You,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,-3.183,0.0802,0.581,0.0931
413,Hello My Old Heart,spotify:track:2c62Xf5Po1YSa1N6LOjPHy,0.557,0.299,-10.634,0.0266,0.624,0.0914
414,The District Sleeps Alone Tonight,spotify:track:2bG0OMwlLXF0MBEaQinfvS,0.607,0.588,-7.619,0.0331,0.625,0.103
415,when the party's over,spotify:track:14JzyD6FlBD5z0wV5P07YI,0.498,0.104,-14.08,0.0621,0.979,0.0895
416,Think About You,spotify:track:6BWTZwXamKhjdYlicjjVjB,0.662,0.744,-3.194,0.0317,0.249,0.116
417,Hallucinogenics,spotify:track:6BRW1hLPP14wpaxJF8YTWe,0.608,0.601,-8.44,0.0507,0.472,0.242
418,Back Against The Wall,spotify:track:11QSyg7oza6CJFsIy9Du6R,0.593,0.791,-4.858,0.0307,0.000959,0.109
419,Goodie Bag,spotify:track:297rZsBEjFw9d0Gl3iBLnd,0.701,0.529,-12.242,0.147,0.82,0.249
420,"June, After Dark",spotify:track:1nSWQ5Y7OcuGiWGdA1UYlr,0.59,0.697,-6.973,0.0356,0.115,0.121
421,Jack and Blow,spotify:track:1WRxtvHH4GwqOvH0b3HTII,0.499,0.384,-8.125,0.0314,0.703,0.089
422,Terraform,spotify:track:4Y7EEE99JSIMBOzmQXDjqs,0.462,0.225,-11.458,0.0325,0.981,0.35
423,Tourists,spotify:track:0pjuiSkfrJRl97IRNHquIC,0.741,0.404,-6.732,0.0391,0.649,0.195
424,Cath...,spotify:track:7pHz9U4AZVAQXjs6ik0duH,0.376,0.92,-7.438,0.0349,0.0288,0.132
425,Bad Things,spotify:track:63fj7dR4QGRHDHKZStUuAY,0.804,0.5,-9.462,0.0657,0.535,0.232
426,Lucerne,spotify:track:5FQAVPtRADIWBGZUu4K2dk,0.42,0.573,-6.086,0.0256,0.91,0.328
427,Cooks,spotify:track:2T64m94VBrsEISkAYq6Cnq,0.363,0.579,-10.533,0.0986,0.446,0.264
428,Season 2 Episode 3,spotify:track:4vcoNCrTtunmJ9q8srpVly,0.742,0.289,-7.833,0.115,0.543,0.228
429,"Sensible Heart - Live In St. John's, NL May 14th, 2017",spotify:track:4tEMwK7eGF8yPYNXTKls8W,0.226,0.0426,-16.878,0.0432,0.969,0.673
430,Stare & Smile,spotify:track:2J9AF47NrKXlrpRH3lDfIo,0.929,0.555,-8.423,0.0457,0.31,0.0856
431,Hoops,spotify:track:4yUZPM6OfAY1KJik9rsveW,0.738,0.517,-5.82,0.0321,0.248,0.468
432,Lester,spotify:track:5S2PsRjkIG5wocGJ8XqLcS,0.594,0.398,-9.927,0.276,0.726,0.073
433,Crooked Teeth,spotify:track:4Qmm1kIX3RO1DKdsYQbLK0,0.579,0.662,-6.885,0.0245,0.000625,0.117
434,Holy War,spotify:track:1zkkvSLk5Nh4uoyKWwuie9,0.564,0.294,-8.885,0.0349,0.636,0.0982
