,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
179,In a Week (feat. Karen Cowley),spotify:track:28jCwARf1gYfHtTHmJJNHQ,0.465,0.269,-12.14,0.0311,0.791,0.139
180,Upward Over the Mountain,spotify:track:3SJzHTQOaMY0SxoEKLW2Z5,0.612,0.276,-11.932,0.0358,0.898,0.0867
181,The Girl,spotify:track:1IFRVS4t1olI0XG9RBWdKH,0.404,0.542,-7.578,0.0349,0.837,0.137
182,Bloom - Bonus Track,spotify:track:41yIvlFgvGwxq8qTqAR7eG,0.592,0.416,-9.794,0.0246,0.882,0.112
183,Til Kingdom Come,spotify:track:1wQXj5bgxyZQ2XmE2X9s6n,0.607,0.395,-9.593,0.0287,0.61,0.33
184,Amsterdam,spotify:track:6n4fTKGKyjl8TX49diLN9E,0.557,0.411,-12.563,0.0289,0.919,0.114
185,That Moon Song,spotify:track:3lw0CSMQ88LcN0ZMP6DlWi,0.307,0.388,-12.587,0.0292,0.63,0.149
186,Flume,spotify:track:7xDydFFgyOYit7yAUsRhrI,0.437,0.143,-17.012,0.0329,0.927,0.109
187,Dirty Paws,spotify:track:5g7rJvWYVrloJZwKiShqlS,0.359,0.649,-7.06,0.0349,0.107,0.0555
188,Rosyln,spotify:track:4k7x3QKrc3h3U0Viqk0uop,0.329,0.277,-13.111,0.0302,0.971,0.0971
189,Boots of Spanish Leather,spotify:track:6QHYEZlm9wyfXfEM1vSu1P,0.615,0.114,-17.285,0.0357,0.926,0.166
190,Stubborn Love,spotify:track:4MoiNtMeGRzQ3KjdETmogz,0.594,0.556,-11.654,0.037,0.611,0.208
191,Emmylou,spotify:track:2UaSapjHWf55N6ZWlkvWPu,0.591,0.41,-8.762,0.0229,0.599,0.189
192,White Winter Hymnal,spotify:track:3QVtICc8ViNOy4I5K14d8Z,0.629,0.505,-9.663,0.0268,0.438,0.243
193,Trace,spotify:track:1CXeNAaiWBBOkpstvC8WJp,0.795,0.462,-11.212,0.0658,0.795,0.11
194,Northern Wind,spotify:track:65HOlqJpNqaUbateZw2GrA,0.504,0.167,-14.396,0.0284,0.621,0.119
195,Blueberry Island,spotify:track:2zoBB3hdoi0XR9MERMFhIu,0.549,0.238,-10.859,0.0453,0.824,0.196
196,Suitcase Full of Sparks,spotify:track:2AbUhSaK07bPUpKOYKV3MZ,0.516,0.431,-10.369,0.0301,0.928,0.128
197,Paint,spotify:track:2BOof6lYrGfz6BojJ0aeJd,0.364,0.308,-13.052,0.0402,0.896,0.123
198,Words,spotify:track:50IWG1diNk0uUUxmJi44ZD,0.431,0.172,-16.345,0.0412,0.869,0.11
199,Colours,spotify:track:0GwMzBz32XMFIEBHrZ6qVD,0.624,0.532,-7.986,0.0691,0.823,0.0712
200,Automatic,spotify:track:2oR8bDhXa7FXTlrDT3QpI5,0.633,0.603,-8.47,0.044,0.299,0.175
201,Stella Brown,spotify:track:4gwltSjdrzKtKz9dlk2Wja,0.724,0.48,-7.537,0.0342,0.211,0.289
202,(She's) Just a Phase,spotify:track:0NfKkSlUJWTbECFqrO0bp1,0.423,0.378,-10.488,0.053,0.702,0.146
203,Wander,spotify:track:39ZC2EqU82r3v4QzwqLrBx,0.324,0.548,-10.758,0.035,0.0137,0.0956
204,Window,spotify:track:5Oi8NdUZOsR1qImvK0VXmA,0.353,0.81,-7.163,0.0276,8.59e-05,0.109
205,Falling for the Wrong One,spotify:track:5C4XCvAKImh0IGPCKbPPo6,0.665,0.673,-8.266,0.0268,0.0273,0.317
206,19,spotify:track:52EFuRC5q8x31Lwc3qQfHz,0.537,0.201,-12.897,0.0781,0.886,0.256
207,Talk,spotify:track:2ZJmlbF1YGzAaozZ1ZpXgs,0.751,0.538,-7.947,0.0307,0.0834,0.107
208,Your Teeth In My Neck,spotify:track:54IbnYEdA3ymfxv07WgN3b,0.853,0.604,-5.794,0.0511,0.0696,0.135
209,Freaking Out,spotify:track:30ttYy5YITLJEuTqAldI3D,0.352,0.791,-6.414,0.0543,0.0555,0.0993
210,I Think I Like When It Rains,spotify:track:5S5u0EWtlblH00iTNExZ6X,0.622,0.471,-7.105,0.0277,0.0448,0.0957
211,Come Clean,spotify:track:5jRSCdszeggflE0vSMXhzd,0.525,0.416,-12.211,0.0505,0.0558,0.0918
212,Takes Me a While,spotify:track:5GIGDwBQ7zTpu08cbKJ0XM,0.71,0.615,-12.668,0.122,0.628,0.344
213,i was all over her,spotify:track:7svpAkwc6xaSxlbZ7V7JiS,0.529,0.353,-12.835,0.0292,0.788,0.116
214,Shaky in the Knees,spotify:track:6hK0SJ7bCPSlmXB9yGVTr5,0.591,0.601,-7.222,0.0269,0.19,0.0958
215,Are You In The Mood?,spotify:track:42XktxKkoDrsyO3gZizdtt,0.649,0.283,-10.624,0.0299,0.0383,0.292
216,Babydoll,spotify:track:1SocftHhtuqF7k83eUhHiz,0.762,0.604,-5.296,0.11,0.114,0.0271
