,name,uri,danceability,energy,loudness,speechiness,acousticness,liveness
46,Nova Scotia,spotify:track:0tInOT2CFxchaIYYecgyte,0.693,0.731,-4.202,0.0473,0.3,0.109
47,Losing Sleep,spotify:track:3dFDvDDnqcSJCyUjzOnZfi,0.609,0.603,-9.612,0.0399,0.622,0.136
48,The Bonny,spotify:track:7lfC6wa4451F2MQVYIweXu,0.356,0.578,-7.289,0.0361,0.582,0.0888
49,666,spotify:track:0a58S0ERta0i8nAUuGoMv0,0.669,0.492,-8.869,0.0876,0.0621,0.0868
50,why are you here,spotify:track:63h44N1oLElnzut7RxZt6Z,0.559,0.889,-3.995,0.0434,0.00607,0.476
51,U Suck,spotify:track:5NxOosmXq5McWniefCbprW,0.718,0.351,-11.091,0.0795,0.222,0.0906
52,Candy (feat. Trippie Redd),spotify:track:37AGgp9VP8TVJBfEat74Bj,0.744,0.638,-4.86,0.049,0.00829,0.182
53,Hopeless Romantic (feat. Swae Lee),spotify:track:7IBSffWIu7P2MC7kMwy2FM,0.877,0.477,-7.379,0.0587,0.307,0.0929
54,Lie,spotify:track:07FkzikE6FuHIa8Ma7zJGc,0.513,0.661,-6.419,0.24,0.161,0.246
55,Happy New Year - Takis Remix,spotify:track:3RgK3wxbOEPS7Nic5z4V7B,0.777,0.723,-6.368,0.0445,0.0379,0.132
56,Messed Up,spotify:track:6VyVscmvqF2DvH94Yx8KCd,0.522,0.823,-6.183,0.0368,0.000527,0.206
57,Think About You,spotify:track:4vvWqypHP1tA4F2m5agXmB,0.64,0.867,-5.715,0.0379,0.139,0.306
58,not alone,spotify:track:136K7vs8qhkpWfKmculLG3,0.661,0.498,-7.187,0.0369,0.439,0.398
59,DRUGS,spotify:track:5UShsJdqJLZkl5JNj1ITlP,0.475,0.776,-4.745,0.039,0.000715,0.597
60,With You,spotify:track:6kq7CvFFZusechOUuuMftM,0.654,0.56,-9.363,0.102,0.213,0.128
61,i fucked up,spotify:track:7zkLlx4bTeeyUyzs1L7gV4,0.646,0.709,-6.005,0.0381,0.00925,0.115
62,Autumn Collection,spotify:track:2I3pcpsJQlMxgrgRL6hGcW,0.682,0.629,-6.073,0.0252,0.142,0.0881
63,May I Have This Dance,spotify:track:3YToI74MpP1RN2b2VYlhMQ,0.51,0.187,-12.12,0.0338,0.89,0.0897
64,Best One,spotify:track:3FQCunuHk5y4T1FLnlH3Fb,0.515,0.866,-5.792,0.264,0.169,0.351
65,Bad To Worse,spotify:track:4nxz8xCp2BFPdZLqKNyUN8,0.766,0.552,-4.069,0.0299,0.319,0.0573
66,love ride,spotify:track:3bjLCKsBNSFyx6Gfsb7X4h,0.55,0.58,-7.687,0.0784,0.206,0.119
67,Baby Blue,spotify:track:1eA6HGJ1qZXEL7NIFKYrXK,0.518,0.411,-8.909,0.0335,0.896,0.112
68,Summer in the City,spotify:track:3OTnKtovq34lEW0KEJc5z0,0.723,0.714,-5.854,0.0466,0.0418,0.223
69,Nobody's Home,spotify:track:41quh2FVZsAoj1LqqLEpTj,0.623,0.643,-5.478,0.0461,0.657,0.103
70,"Let's Begin (feat. Roc Marciano, RZA, B.Keyz & Travis Mendes)",spotify:track:2X1Tygc4uVunRgzNkFb1mG,0.647,0.749,-5.056,0.42,0.29,0.126
71,Sorry Mama,spotify:track:4nFen8CTpkKWCzsJd7cH6D,0.677,0.572,-7.283,0.259,0.272,0.103
72,Overthinker,spotify:track:4K9xid96G3YmIvQZXN9SXg,0.472,0.605,-4.437,0.134,0.0311,0.101
73,Parted Ways,spotify:track:1AAQejvxF7QiXbXfmCCdnJ,0.856,0.323,-7.634,0.0745,0.131,0.0876
74,"""45""",spotify:track:25Sd73fleKUVPNqITPZkn1,0.315,0.97,-4.709,0.102,0.000696,0.277
75,Norgaard,spotify:track:1Q8reqCOXg2yqNr47HGo9X,0.323,0.847,-4.716,0.0348,5.12e-06,0.25
76,The Universe Is Yours (feat. Micah Martin),spotify:track:4QIzuPwXBsznrd3THZMEJs,0.319,0.902,-2.703,0.065,0.0486,0.307
77,Narcissist (feat. The 1975),spotify:track:4qjLvvBh5ZeKEPyShKRf06,0.543,0.682,-5.81,0.113,0.218,0.085
78,Zoning,spotify:track:00bOuKgzbRkOHmgCAL7ChZ,0.629,0.877,-4.642,0.0402,0.0289,0.106
79,Canter,spotify:track:4p9aWfBThbAeVuqhzFnBxl,0.681,0.685,-6.832,0.0313,0.173,0.425
80,Popular Monster,spotify:track:4GssB27iJeqmfGxS94Tfij,0.461,0.897,-3.982,0.092,0.00821,0.0965
81,1983,spotify:track:4DJLcyfnyEGlUejAEAX4az,0.463,0.981,-3.922,0.18,7.37e-05,0.102
82,Bonfire,spotify:track:38YclYWc3cxYdHoYxZ79jN,0.515,0.84,-4.217,0.0962,0.000324,0.126
83,Greek Tragedy,spotify:track:1tTV7mRV9uB2Nr9VcwkuFX,0.515,0.869,-4.732,0.0672,0.00257,0.21
84,Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],spotify:track:76QLGx0NleOYqkDtL7HKIA,0.72,0.663,-6.534,0.282,0.0127,0.141
85,2 / 14,spotify:track:5sCvipEhpAhVhu3K6kzm1P,0.607,0.708,-7.428,0.0539,0.377,0.294
86,Stacy,spotify:track:1pyGo7knT3LE2I1FJIrwdX,0.761,0.551,-7.14,0.037,0.0889,0.0971
87,Dark Out,spotify:track:0RPLQ0S48GhCE0x1rPqFAw,0.552,0.733,-6.626,0.202,0.0461,0.0703
88,Let Me Know,spotify:track:1SrJocLgM7kL6ti6JdSECA,0.62,0.635,-8.805,0.039,0.0136,0.0756
89,Cool Again (feat. gnash),spotify:track:2SPGBajt2LS7QcluykeOtw,0.842,0.44,-7.653,0.112,0.378,0.135
90,New Shapes,spotify:track:5B5NW1VuWFBsrRDaY7lwTe,0.536,0.478,-9.041,0.159,0.826,0.111
91,A Man Can’t Know What It’s Like To Be A Mother,spotify:track:4aMLkLS0RNZfRDpnsETOW7,0.704,0.272,-11.413,0.0578,0.143,0.115
92,Take Me to the Light,spotify:track:6xxldyD49GihQ9HULyNIQb,0.751,0.614,-4.738,0.0274,0.152,0.0986
93,A Song to Sing,spotify:track:4Je9DYC9fPdOjF3pfyoKrj,0.745,0.741,-7.212,0.184,0.209,0.51
94,Bullshit,spotify:track:4jHg8SzQssIMKpjsmUHfyh,0.495,0.976,-5.417,0.111,4.11e-05,0.284
95,STFU,spotify:track:2p4p9YGwmJIdf5IA9sSWhm,0.822,0.471,-7.303,0.193,0.186,0.215
96,California Will Never Rest,spotify:track:2XEA4aNst49MJiStISmHXF,0.637,0.553,-8.352,0.0444,0.213,0.121
97,Monsters,spotify:track:0hP4gyXuCEA0253P8LnXfw,0.612,0.765,-3.909,0.0984,0.0195,0.039
98,Flare Guns,spotify:track:7cM9Kqto11iJpY2RwgVJSq,0.812,0.472,-6.806,0.0603,0.26,0.285
99,Small Talk,spotify:track:2Ndr5fzMUJvSPzwoBth8Aw,0.78,0.573,-9.23,0.0615,0.307,0.14
100,Devil’s Callin',spotify:track:3S6nCKyCS7lBM5FHyKxQ68,0.577,0.691,-5.915,0.0444,0.00155,0.108
101,You're On (feat. Kyan),spotify:track:0ZtLv7aVallYjnPJNZJWk7,0.511,0.917,-3.239,0.124,0.0273,0.819
102,broken,spotify:track:6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,-5.808,0.0419,0.00175,0.0429
103,I Think I'm OKAY (with YUNGBLUD & Travis Barker),spotify:track:2gTdDMpNxIRFSiu7HutMCg,0.628,0.744,-4.718,0.0379,0.0257,0.313
104,Good Things Fall Apart (with Jon Bellion),spotify:track:3LxG9HkMMFP0MZuiw3O2rF,0.643,0.603,-5.416,0.0311,0.012,0.118
105,Burn the House Down,spotify:track:2uI2YxixIpvrXtXJRG8Mph,0.454,0.66,-4.357,0.168,0.0364,0.181
106,All Around The World (La La La),spotify:track:2xyIwHKujL7tSgkK2Waj2s,0.733,0.859,-5.03,0.033,0.479,0.105
107,UCLA,spotify:track:3OaunNUlXXs5e2PXtNAzzG,0.536,0.879,-3.019,0.0621,0.0742,0.0847
108,Reckless,spotify:track:3UJS9aEUbtYO8kMl1IK1r3,0.849,0.362,-8.585,0.41,0.519,0.233
109,Sunflower Seeds,spotify:track:4MJfCOcc2PpWOrUqOpvy1S,0.723,0.593,-5.816,0.0308,0.194,0.217
110,Playlist,spotify:track:0QXbKnplTUrae3P1P7xdq2,0.749,0.701,-5.782,0.251,0.124,0.0528
111,Drinking Problem,spotify:track:24YuYC6OnFqgSrc5eaMGcB,0.514,0.712,-7.281,0.334,0.428,0.112
112,Take It Away,spotify:track:5ZahQIsfOhgRoLS2UpUN7J,0.594,0.815,-3.47,0.0423,0.367,0.0948
113,I Don't Wanna Say Goodbye,spotify:track:7iFDwY61u9qh4CP9eEjRme,0.593,0.553,-6.001,0.0376,0.0626,0.18
114,lift me from the ground,spotify:track:7snnEDYwv30hRtmifVni8P,0.571,0.688,-4.943,0.0401,0.523,0.148
115,Save Me From Myself (with NoMBe & Big Gigantic),spotify:track:7f4bRMqRKRfUNPW2gbTHSt,0.673,0.676,-4.888,0.216,0.0198,0.428
116,Old Bone,spotify:track:5byJBGDhkVXs81MS3b3Ncq,0.619,0.414,-12.833,0.0335,0.604,0.271
117,The Rain,spotify:track:3ixh1VgSvPu6Jr8zpHhRAu,0.646,0.768,-4.302,0.0502,0.0139,0.0718
118,Pure Shores,spotify:track:5kCDLZiXKNqxGFfNboUmXC,0.519,0.865,-5.865,0.0478,0.00458,0.0885
119,Acid Rain,spotify:track:7pM9cLbrgRGX1hHElTX92m,0.408,0.497,-7.515,0.0352,0.0165,0.414
120,Swing Life Away,spotify:track:6GrrkiCRO3HYdgRpO4eKEL,0.477,0.426,-6.961,0.043,0.544,0.0903
121,Old Town Road,spotify:track:53CJANUxooaqGOtdsBTh7O,0.908,0.517,-6.063,0.129,0.0361,0.0949
122,Benz Truck (гелик),spotify:track:3kBD2xHIqKWXjLAGidDTSz,0.602,0.762,-6.149,0.0347,0.0498,0.121
123,Save That Shit,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,-8.672,0.0288,0.0262,0.421
124,Awful Things,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le,0.368,0.796,-4.923,0.0823,0.0157,0.0694
125,Better Off (Dying),spotify:track:1tlrTC3x7viJ1U30oOFGdF,0.521,0.766,-4.693,0.0409,0.00835,0.155
126,The Brightside,spotify:track:4DbnKBddcHUHbYpidc36AT,0.646,0.64,-6.522,0.0424,0.0348,0.108
127,Problems,spotify:track:5e90dsXJMBw9ndBRiKP1ZA,0.64,0.558,-7.078,0.0271,0.000144,0.103
128,I Love It (& Lil Pump),spotify:track:4S8d14HvHb70ImctNgVzQQ,0.901,0.522,-8.304,0.33,0.0114,0.259
129,The Ringer,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.939,0.551,-9.126,0.291,0.0311,0.192
130,Greatest,spotify:track:2XTquzYQAdT1Hk78bOUwsv,0.809,0.737,-5.186,0.108,0.0441,0.341
131,Lucky You (feat. Joyner Lucas),spotify:track:60SdxE8apGAxMiRrpbmLY0,0.876,0.786,-4.884,0.306,0.0627,0.127
132,Paul - Skit,spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,0.636,0.335,-13.327,0.966,0.993,0.342
133,Normal,spotify:track:0evt4UZbdhnHtcAnxkm6A1,0.907,0.64,-6.542,0.354,0.261,0.0785
134,Em Calls Paul - Skit,spotify:track:6B3zy3LOKHndqsviCr2z15,0.707,0.314,-10.115,0.747,0.977,0.109
135,Stepping Stone,spotify:track:60Z57Wdrn0pEVpHI7d7GAX,0.616,0.684,-6.032,0.311,0.0305,0.376
136,Not Alike (feat. Royce Da 5'9),spotify:track:28FGV3ORH14MYORd7s5dlU,0.904,0.756,-3.746,0.32,0.0692,0.339
137,Kamikaze,spotify:track:2gsNpSn7VvvJuSrIDfRoYy,0.78,0.808,-5.175,0.484,0.112,0.329
138,Fall,spotify:track:58QhkbaAkLFnn7JwAnAato,0.83,0.546,-5.716,0.295,0.227,0.112
139,Nice Guy (with Jessie Reyez),spotify:track:09FfQO3PqHO4HIJL511Ksi,0.65,0.639,-5.962,0.458,0.0942,0.135
140,Good Guy (feat. Jessie Reyez),spotify:track:4g32MdRoqwGKQd3NXIRhpU,0.696,0.634,-6.918,0.281,0.244,0.437
141,Venom - Music From The Motion Picture,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,-5.063,0.064,0.0193,0.543
142,Come Back to Earth,spotify:track:01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,-12.148,0.0349,0.89,0.275
143,Hurt Feelings,spotify:track:5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,-8.054,0.13,0.343,0.113
144,What's the Use?,spotify:track:2dgrYdgguVZKeCsrVb9XEs,0.759,0.492,-10.338,0.12,0.736,0.107
145,Perfecto,spotify:track:0Xcy81PsJCOO6mhLZaQyQ4,0.599,0.317,-11.212,0.174,0.748,0.111
146,Self Care,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,-8.109,0.206,0.367,0.119
147,Wings,spotify:track:16umSNZfofRpDqTvf8DIAo,0.656,0.33,-8.771,0.162,0.818,0.107
148,Ladders,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,0.802,0.463,-8.379,0.162,0.236,0.105
149,Small Worlds,spotify:track:4gT3mNJA8lnlkYFqGZ8IA2,0.516,0.546,-9.105,0.249,0.814,0.0995
150,Conversation Pt. 1,spotify:track:1oFEAWvPHP5TdSlmIs77sV,0.787,0.472,-10.032,0.113,0.64,0.11
151,Dunno,spotify:track:3YnwIp2b99p3e5dsFTXIIx,0.622,0.229,-11.322,0.0445,0.768,0.134
152,Jet Fuel,spotify:track:2JmFRXaJrkAUD2cs6U20KG,0.791,0.557,-9.622,0.0698,0.54,0.103
153,2009,spotify:track:6dFn6my1sHK2bcf23GlHwM,0.533,0.496,-9.363,0.517,0.77,0.0969
154,So It Goes,spotify:track:0EA2RhRHL4KWeNa7JfD1Yw,0.576,0.556,-6.474,0.231,0.812,0.0943
155,Born To Be Yours,spotify:track:0kHyKhJMukHEPfeh8s7rdM,0.688,0.688,-5.84,0.0357,0.3,0.0982
156,Good Morning,spotify:track:27eO3EGKIUU7yug1eOxUZu,0.577,0.646,-5.902,0.13,0.0913,0.17
157,Champion,spotify:track:7hNx9Dynz2fRO41L9AEVA8,0.481,0.505,-8.19,0.296,0.00315,0.67
158,Stronger,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,-7.731,0.155,0.00728,0.318
159,I Wonder,spotify:track:6bXOlIfGIWh7Tyn4oyvLQW,0.54,0.476,-8.658,0.111,0.13,0.135
160,Good Life,spotify:track:1fLdeDTrJWNkwOeFyAVLvF,0.435,0.802,-6.871,0.324,0.00376,0.467
161,Can't Tell Me Nothing,spotify:track:4ImL3v98u2BLkwnyQDjfRm,0.594,0.614,-6.091,0.0536,0.0121,0.823
162,Barry Bonds,spotify:track:7kXINLuqpicfE1sDCZ3Xwv,0.475,0.613,-6.217,0.382,0.0452,0.294
163,Drunk and Hot Girls,spotify:track:1xMT0HHQbQFmGJXDq1ApgX,0.662,0.443,-7.31,0.0307,0.0564,0.15
164,Flashing Lights,spotify:track:0ua0Go4NN4Td7l0Zre6Ce3,0.634,0.649,-7.505,0.0486,0.0315,0.482
165,Everything I Am,spotify:track:1XQhZctQWzkznclbmbE7FQ,0.587,0.631,-6.811,0.308,0.461,0.138
166,The Glory,spotify:track:39cpcnobaB8FdedVjHjXP2,0.402,0.639,-7.087,0.301,0.044,0.229
167,Homecoming,spotify:track:2iaCM7WvOknQI1230hA9eK,0.679,0.754,-6.965,0.186,0.323,0.126
168,Big Brother,spotify:track:19PtHjgLtiKGsrRoC1f9IF,0.531,0.76,-6.198,0.29,0.199,0.0598
169,I Thought About Killing You,spotify:track:6EuE9M1viu9gkdFSafia9o,0.742,0.407,-6.938,0.426,0.822,0.0541
170,Yikes,spotify:track:2r4JRwcbIeuAzWjH4YXlLs,0.676,0.777,-3.241,0.357,0.145,0.228
171,All Mine,spotify:track:3qnoOm4fwZPBS116f5hpgF,0.925,0.308,-6.562,0.338,0.125,0.0933
172,Wouldn't Leave,spotify:track:3dG6tjetoR4GMmUGZUprLt,0.555,0.433,-8.559,0.546,0.494,0.313
173,No Mistakes,spotify:track:1DdgqEZk4Hqfpl3drdXJun,0.64,0.643,-2.442,0.0625,0.039,0.109
174,Ghost Town,spotify:track:6Bg7MznA9X0dIhlAsLyBYj,0.572,0.543,-4.251,0.0287,0.0954,0.329
175,Violent Crimes,spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,0.665,0.417,-6.731,0.524,0.374,0.186
176,Paranoid,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,0.625,0.536,-5.428,0.0776,0.038,0.167
177,Spoil My Night (feat. Swae Lee),spotify:track:5VuxWXbt7XENQCtE9TzpTv,0.672,0.717,-2.714,0.034,0.341,0.106
178,Rich & Sad,spotify:track:2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,-4.998,0.0665,0.198,0.0969
179,Zack And Codeine,spotify:track:5lZZmityu9TAjNvSY6GLhR,0.738,0.824,-5.165,0.0437,0.15,0.132
180,Takin' Shots,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,0.762,0.621,-6.24,0.0866,0.61,0.464
181,rockstar (feat. 21 Savage),spotify:track:0e7ipj03S05BNilyu5bRzt,0.585,0.52,-6.136,0.0712,0.124,0.131
182,Over Now,spotify:track:09IOPhEh1OMe0HD9b36FJk,0.569,0.777,-4.041,0.0834,0.139,0.132
183,Psycho (feat. Ty Dolla $ign),spotify:track:3swc6WTsr7rl9DqQKQA55C,0.75,0.56,-8.094,0.105,0.546,0.111
184,Better Now,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,-5.804,0.04,0.331,0.135
185,Ball For Me (feat. Nicki Minaj),spotify:track:6IaieqiCVvsNvEt6Y7yOFa,0.797,0.55,-4.166,0.24,0.513,0.0786
186,Otherside,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,0.652,0.643,-5.667,0.0353,0.318,0.208
187,Stay,spotify:track:4H7WNRErSbONkM06blBoGc,0.507,0.48,-5.418,0.0266,0.449,0.147
188,Blame It On Me,spotify:track:1ZemPoaj7LBj1RAQrb89EC,0.652,0.591,-7.274,0.0418,0.145,0.164
189,Same Bitches (feat. G-Eazy & YG),spotify:track:688QpQAwqsLdBR6lr13wK1,0.731,0.774,-5.273,0.0555,0.434,0.114
190,Jonestown (Interlude),spotify:track:0R6Jlsq25eZB3Wftpxi3oF,0.38,0.454,-10.271,0.0362,0.755,0.263
191,92 Explorer,spotify:track:1D2L6MefbXon28PzIk9I3r,0.798,0.733,-4.811,0.0476,0.265,0.114
192,Candy Paint,spotify:track:32lItqlMi4LBhb4k0BaSaC,0.664,0.667,-5.941,0.154,0.64,0.0753
193,Sugar Wraith,spotify:track:0MrRAUcB8AZiB9ue2VOBYe,0.606,0.775,-4.269,0.0671,0.262,0.1
194,Myself,spotify:track:05nbZ1xxVNwUTcGwLbp7CN,0.749,0.398,-7.44,0.171,0.648,0.115
195,NAV,spotify:track:0OPfZM09RUjE46nIeJGCfX,0.649,0.561,-6.297,0.102,0.0273,0.122
196,My Mind,spotify:track:4TucnqHh162g9sgIoC7Mh1,0.726,0.728,-5.586,0.0907,0.0407,0.251
197,Good For It,spotify:track:2Bli1Wbi5mRa1BcVJaZ1m4,0.781,0.792,-6.68,0.358,0.0051,0.563
198,Lonely,spotify:track:11HOTp4KdeOwmn7Ew0GSIs,0.563,0.456,-7.177,0.102,0.0643,0.161
199,Up,spotify:track:5qbcsZMwL0x46sX7VO37Ye,0.66,0.491,-6.645,0.101,0.0338,0.101
200,Interlude,spotify:track:0lO8ceoBq4lLLKjTAMtFsW,0.394,0.329,-12.101,0.0647,0.121,0.135
201,Sleep,spotify:track:3hcAHrLQ2FsYhf8Y5Qywlp,0.758,0.582,-6.813,0.153,0.187,0.103
202,Mariah,spotify:track:2g8nLbse9JTkO78L2apN6M,0.58,0.443,-10.05,0.0567,0.342,0.102
203,Some Way,spotify:track:7zxRMhXxJMQCeDDg0rKAVo,0.744,0.715,-6.103,0.351,0.101,0.0919
204,TTD,spotify:track:32tOBDCwd8bKn0gfOAdsbx,0.684,0.356,-10.14,0.0418,0.49,0.226
205,The Thirst Pt. 6,spotify:track:1eMu5IZn3QRzPlJMfnZOSU,0.59,0.632,-9.034,0.0922,0.679,0.189
206,Drinking From The Sun Restrung,spotify:track:0dMXzEnSqUQHbm9PH6DO6y,0.628,0.851,-6.247,0.0902,0.406,0.141
207,Higher,spotify:track:3uPZJiP3gnUutZKvEcaToq,0.737,0.669,-9.127,0.0483,0.281,0.11
208,Cosby Sweater Restrung,spotify:track:51J5sweBtqOzv8CN4qJx4p,0.824,0.729,-7.457,0.0747,0.56,0.174
209,1955,spotify:track:1ssei2vih8N5QnPpxI5TQ7,0.698,0.502,-7.559,0.0934,0.72,0.307
210,Walking Under Stars Restrung,spotify:track:46AxyTyPHrdIduFwDfVnsY,0.655,0.804,-7.393,0.207,0.221,0.351
211,Drinking From The Sun Reprise,spotify:track:1uIpMQOdgvqCDlDiPH4ucp,0.28,0.182,-15.726,0.0398,0.889,0.111
212,Lights Out Restrung,spotify:track:0z1pIRr4J7AK3Fr1bE5hXT,0.633,0.859,-7.177,0.0521,0.339,0.403
213,Rattling The Keys To The Kingdom Restrung,spotify:track:6x9cz6s8WZj3vXLHnlUfJB,0.584,0.89,-6.026,0.105,0.355,0.343
